Unnamed: 0,Environmental fate,SlogP_VSA11,Chi2v,NumRotatableBonds,VSA_EState1,Chi3v,MolLogP,FpDensityMorgan2,SlogP_VSA12,FpDensityMorgan3,AvgIpc,Chi1v,fr_sulfonamd,fr_NH2,NumAromaticHeterocycles,fr_aniline
Hydramethylnon (Ref: BAS 315l),Not High,0.0,1.323362893,0,4.52662037,0.646968387,0.27632,2.571428571,0.0,2.714285714,1.866819311,1.939722705,0,0,1,0
Hymexazol (Ref: F 319),High,0.0,4.457905823,4,5.320924036,3.200885844,2.1584,2.3125,0.0,2.9375,2.295768182,6.267413692,0,0,0,0
Icaridin (Ref: KBR 3023),Not High,0.0,4.879598612,6,7.720304075,3.222894945,4.1338,2.263157895,23.20187978,2.894736842,2.875904527,6.59208135,0,0,1,0
Imazalil (Ref: R 023979),Not High,0.0,11.51475391,6,9.607116875,7.990833621,4.14544,1.119047619,0.0,1.571428571,3.434118174,13.79848773,0,0,0,0
Imazamethabenz-methyl (Ref: AC 222293),High,0.0,5.694655836,5,4.976663953,3.869957611,1.2173,2.181818182,0.0,2.681818182,2.760066832,6.920752264,0,0,1,0
Imazamox (Ref: BAS 720H),High,0.0,4.92147912,3,0.0,3.422341596,1.0709,2.157894737,0.0,2.684210526,2.668275249,5.959591845,0,0,1,0
Imazapyr,Not High,0.0,6.099148412,3,0.0,4.338597672,2.2241,2.0,0.0,2.608695652,2.824671646,7.374358491,0,0,1,0
Imazaquin (Ref: BAS 725H),High,0.0,5.615196525,4,0.0,3.967201667,1.6333,2.142857143,0.0,2.619047619,2.749337644,6.93093562,0,0,1,0
Imazethapyr (Ref: AC 252925),High,11.75997667,6.928212063,5,38.10961031,4.979540175,1.3053,1.814814815,11.60093989,2.444444444,2.966637146,9.133639273,1,0,3,1
Imazosulfuron (Ref: TH 913),High,0.0,3.872215644,3,0.0,2.507965528,0.6879,2.411764706,11.60093989,3.058823529,2.683299267,5.336316588,0,0,1,0
Imidacloprid (Ref: BAY NTN 33893),High,11.49902367,7.73906867,6,11.41216787,4.935957978,5.7605,1.730769231,0.0,2.423076923,3.132898183,9.012143119,0,0,0,0
Sumithrin ,Not High,5.749511833,7.984577261,3,56.59438836,5.646284906,4.0933,1.805555556,11.60093989,2.416666667,3.166605614,10.52282791,0,0,0,1
Indoxacarb (Ref: DPX KN128),Not High,5.749511833,7.725917699,4,16.24952586,5.884364799,4.4941,1.75,52.51135764,2.25,2.254984238,8.363281411,0,0,0,0
Iodosulfuron-methyl-sodium (Ref: AE F115008),High,5.749511833,4.224683759,0,1.42787037,2.790615714,2.47308,1.727272727,45.18174125,2.090909091,1.990060507,4.887376898,0,0,0,0
Ioxynil (Ref: ACP 63-303),Not High,0.0,5.702577577,2,0.0,3.164220637,2.88,1.761904762,23.20187978,2.285714286,2.622791947,6.959507481,0,0,0,1
Iprodione (Ref: ROP 500F),Not High,0.0,6.461048579,6,5.05376735,3.501344844,3.33142,1.52173913,0.0,2.0,2.436569727,8.044227119,0,0,0,0
Iprovalicarb (Ref: SZX 0722),Not High,6.01046484,6.848877475,7,17.6497027,4.476769105,3.1887,1.888888889,18.31954712,2.277777778,2.590914887,8.55629665,0,0,1,0
Isazofos (Ref: CGA 12223),Not High,5.749511833,8.376610415,8,16.71001527,5.107472727,3.8896,1.909090909,6.64239854,2.454545455,2.367316994,9.928716273,0,0,0,0
Isofenphos (Ref: BAY SRA 12869),Not High,0.0,5.563731022,8,0.0,3.455346045,4.2528,1.409090909,0.0,1.681818182,2.448476753,7.545862442,0,0,0,1
Isopropalin (Ref: EL-179),High,0.0,6.736269508,4,10.92050454,4.562146731,2.5812,1.333333333,23.5237699,1.666666667,2.677908725,7.804097857,0,0,0,0
Isoprothiolane (Ref: SS 11946),High,0.0,4.101288762,2,0.0,2.234801556,2.9035,1.733333333,0.0,2.133333333,2.179117108,5.086901012,0,0,0,1
Isoproturon (Ref: HOE 16410),Not High,0.0,4.771381862,3,0.0,2.913768296,2.297,1.588235294,0.0,2.0,2.514708844,5.722250328,0,0,0,0
Isoval,High,11.49902367,5.835827286,7,15.79778807,4.58081005,4.0218,1.791666667,0.0,2.291666667,3.085660941,7.981861694,0,0,1,1
Isoxaben (Ref: EAF 496),High,0.0,7.6721402,4,67.30032173,4.880826918,3.2053,1.916666667,0.0,2.458333333,3.210234051,8.884966104,0,0,1,0
Isoxaflutole (Ref: RPA 201772),Not High,5.879988336,6.704515385,7,21.57698106,4.742181513,4.0179,1.8,6.718607232,2.4,2.880793712,8.830362322,0,0,1,0
Isoxathion (Ref: SL 6711),Not High,5.749511833,4.825368875,6,10.62292939,3.310571303,3.09752,1.739130435,0.0,2.434782609,2.585631403,7.131979064,0,0,0,0
Kresoxim-methyl (Ref: BAS 490F),Not High,11.49902367,8.178015538,6,49.24236891,5.592591845,6.54398,1.806451613,11.60093989,2.419354839,3.257324765,9.79046734,0,0,0,0
Lambda-cyhalothrin (Ref: OMS 3021),Not High,0.0,5.207801536,1,1.489398148,4.111252665,1.5305,1.764705882,0.0,2.529411765,2.784988218,6.637264138,0,0,1,0
Lenacil (Ref: DPX B634),High,0.0,3.553483043,2,0.0,2.469763759,3.0185,2.066666667,23.20187978,2.6,2.219055463,4.837694306,0,0,0,1
Linuron (Ref: HOE 02810),Not High,5.749511833,6.649814551,5,107.1261291,4.123206444,6.1055,1.53125,23.20187978,2.0625,2.635433004,8.717551289,0,0,0,1
Lufenuron (Ref: CGA 184699),High,0.0,9.78234911,9,19.91800753,7.778141095,2.1218,1.684210526,17.0752624,2.105263158,2.380234158,9.76392105,0,0,0,0
Malathion (Ref: OMS 1),Not High,0.0,1.311834874,0,0.0,0.694982403,-0.9368,1.375,0.0,1.625,1.769973094,2.068931893,0,0,1,0
Mancozeb,Not High,11.49902367,6.402193499,10,16.28591122,4.248145145,3.4104,1.827586207,11.60093989,2.482758621,2.736951687,9.278935143,0,0,0,0
Maneb (Ref: ENT 14875),Not High,5.749511833,3.028668388,3,4.995015432,1.723223158,2.11182,2.307692308,11.60093989,2.846153846,2.020555671,4.079064195,0,0,0,0
MCPA (Ref: BAS 009H),High,5.749511833,3.692008356,5,5.420200617,2.164620894,2.89202,2.266666667,11.60093989,2.866666667,2.144357442,5.079064195,0,0,0,0
MCPB (Ref: MB 3046),Not High,0.0,9.517879953,8,15.5046812,7.227048238,2.632,1.684210526,17.0752624,2.105263158,2.357521804,10.09550463,0,0,0,0
Mecarbam (Ref: MC 474),Not High,5.749511833,3.444572033,3,5.203348765,2.023588337,2.50032,2.214285714,11.60093989,2.714285714,2.091029637,4.538563334,0,0,0,0
Mecoprop (Ref: RD 4593),High,5.749511833,3.444572033,3,5.203348765,2.023588337,2.50032,2.214285714,11.60093989,2.714285714,2.091029637,4.538563334,0,0,0,0
Mecoprop-P (Ref: BAS 037H),High,5.193684038,5.517668919,4,6.563794347,4.059867941,3.3381,1.857142857,11.33678588,2.619047619,2.953046102,7.354896345,0,0,1,1
Mefenacet (Ref: FOE 1976),Not High,0.0,5.888384395,3,60.56220388,3.529159185,2.52334,1.6,0.0,2.05,2.219750976,6.900516265,1,0,0,2
Mefluidide (Ref: MBR 12325),Not High,0.0,3.584198355,2,0.0,2.137214255,2.90002,1.882352941,0.0,2.588235294,2.295960648,5.382461063,0,0,1,2
Mepanipyrim (Ref: KUF 6201),Not High,0.0,3.443605225,0,1.25,2.026882723,-1.7493,1.333333333,0.0,1.555555556,1.650309744,3.526882723,0,0,0,0
Mepiquat chloride (Ref: BAS 083W),Not High,5.749511833,4.963483133,4,5.614551209,2.853382474,4.03452,1.85,0.0,2.55,2.383027548,6.697368563,0,0,0,1
Mepronil (Ref: B1 2459),Not High,5.749511833,6.068947162,10,5.171724616,4.017341295,5.0584,1.884615385,0.0,2.423076923,2.578595796,8.625322525,0,0,0,0
Meptyldinocap (Ref: DE 126),Not High,0.0,13.92084603,12,0.0,13.36259947,6.8132,0.9375,39.67235797,1.1875,2.291751196,12.64889957,0,0,0,0
Merphos,Not High,11.75997667,9.735101285,9,66.76661097,5.868776728,-0.16,1.575757576,0.0,2.090909091,2.75126938,12.22414589,2,0,1,1
Mesosulfuron-methyl (Ref: AE F130060),High,0.0,7.307408808,4,22.95775769,4.722235299,1.1193,1.782608696,0.0,2.260869565,2.448052848,8.599410969,0,0,0,0
Mesotrione (Ref: ZA 1296),Not High,5.749511833,7.260672308,6,80.11080767,4.615895267,6.24418,1.611111111,0.0,2.194444444,2.818103261,10.08829464,0,0,0,1
Metaflumizone (Ref: BAS 320l),Not High,0.0,4.636302367,5,9.654904573,3.146496121,1.84434,1.75,0.0,2.2,2.411998841,6.386552367,0,0,0,1
Metalaxyl (Ref: CGA 48988),Not High,0.0,4.636302367,5,9.654904573,3.146496121,1.84434,1.75,0.0,2.2,2.411998841,6.386552367,0,0,0,1
Metalaxyl-M (Ref: CGA 329351),High,0.0,2.814849317,0,21.23,1.533106552,1.4504,0.666666667,0.0,0.833333333,1.807356186,4.19501916,0,0,0,0
Metam-sodium (Ref: N 869),High,0.0,3.13700065,1,0.99537037,2.111961189,0.32752,1.866666667,0.0,2.533333333,2.273637083,4.467433829,0,1,1,0
Metamitron (Ref: BAY DRW 1139),Not High,0.0,4.650026688,4,1.704691358,3.198920574,2.72944,2.0,11.60093989,2.526315789,2.890341986,6.566211771,0,0,1,1
Metazachlor (Ref: BAS 47900H),High,0.0,7.403824116,4,1.738027263,5.482093918,3.3415,2.045454545,11.60093989,2.681818182,3.038613682,8.076775925,0,0,1,0
Metconazole,High,0.0,4.087432833,1,1.086345427,3.200884274,2.0719,2.2,11.33678588,2.866666667,2.6995787,5.347860072,0,0,1,1
Methabenzthiazuron (Ref: BAY 74283 ),High,0.0,5.337276644,2,14.85300926,3.500979042,1.0626,2.285714286,18.1031436,2.285714286,1.677421284,5.146202619,0,1,0,0
Methamidophos (Ref: ENT 27396),High,0.0,3.905975349,1,6.4372734,2.78063006,1.436,1.875,23.20187978,2.375,2.502965785,5.008514699,0,0,1,0
Methazole (Ref: VCS-438),Not High,5.193684038,9.80413035,6,16.28393542,7.959329476,1.5214,2.125,28.41204827,2.5625,2.668677116,9.068985259,0,0,1,0
Methidathion (Ref: ENT 27193 ),Not High,5.749511833,4.046333888,2,5.065380763,3.104839306,2.74354,1.866666667,11.76188495,2.266666667,2.167733283,5.854190281,0,0,0,0
Methiocarb (Ref: OMS 93),Not High,0.0,2.442244612,1,0.0,1.422003244,1.0388,2.3,11.76188495,2.7,1.988615512,3.901546581,0,0,0,0
Methomyl (Ref: OMS 1196),High,0.0,6.973284229,10,10.51396118,3.644920778,5.062,1.863636364,0.0,2.409090909,2.367835687,8.266030793,0,0,0,0
Methoprene (Ref: OMS 1697),Not High,11.49902367,6.889884114,4,8.854887802,3.880251092,5.2059,1.047619048,34.80281967,1.285714286,2.473594633,7.434344814,0,0,0,0
Methoxychlor (Ref: OMS 466),High,5.749511833,7.761532546,3,5.290622708,4.304533812,4.20616,1.592592593,0.0,2.111111111,2.568332564,8.917508863,0,0,0,0
Methoxyfenozide (Ref: RH 2485),High,0.0,0.0,0,0.0,0.0,1.0111,1.5,15.9299439,1.5,1.0,1.963961012,0,0,0,0
Metiram (Ref: BAS 222F),Not High,0.0,3.53276338,2,0.968143608,2.184020603,2.4742,2.0,15.9299439,2.5,2.198654049,4.769114726,0,0,0,1
Metobromuron (Ref: C 3216),Not High,0.0,4.905190583,6,5.177148998,3.403405864,3.16412,2.157894737,11.60093989,2.684210526,2.403762103,7.052072839,0,0,0,1
Metolachlor (Ref: CGA 24705),Not High,11.75997667,7.467121031,5,38.97253868,5.344335557,2.55752,1.884615385,23.20187978,2.538461538,3.058627094,9.336664618,1,0,2,1
Metosulam (Ref: XDE 511),High,5.749511833,3.58110513,2,4.997322373,2.104615063,2.4421,2.133333333,11.60093989,2.6,2.175044976,4.739511151,0,0,0,1
Metoxuron (Ref: SAN 6915H),Not High,22.99804733,6.270328689,6,22.47333576,4.920979559,4.33134,1.44,15.9299439,1.96,2.614239368,8.373628266,0,0,0,0
Metrafenone (Ref: BAS 560F),High,0.0,4.733856644,1,1.039930556,2.399484028,0.3715,1.928571429,11.76188495,2.357142857,2.071287002,5.393867533,0,1,1,0
Metribuzin (Ref: DPX G2504),High,6.01046484,6.391117094,5,35.96071199,4.332702943,0.48562,1.769230769,0.0,2.423076923,2.59382503,8.526729089,1,0,1,1
Metsulfuron-methyl (Ref: DPX T6376),High,0.0,3.989094897,5,29.46941909,2.631324871,1.4807,1.714285714,7.822697123,2.071428571,2.167488047,5.105357806,0,0,0,0
Mevinphos (Ref: ENT 22374),High,0.0,4.315448199,1,0.0,2.925898674,2.7355,1.833333333,11.76188495,2.333333333,2.316446972,5.745691096,0,0,0,0
Molinate (Ref: OMS 1373),Not High,0.0,3.053523632,2,0.0,1.907331405,2.3651,2.0,11.60093989,2.5,2.198654049,4.354080929,0,0,0,1
Monolinuron (Ref: HOE 002747),High,0.0,3.267908561,1,0.0,1.753649272,2.4335,1.846153846,11.60093989,2.307692308,2.08451755,4.210472049,0,0,0,1
Monuron,High,0.0,5.333853215,6,1.715761054,3.718400132,3.58328,2.1,11.60093989,2.65,2.970328134,7.0751576,0,0,1,0
Myclobutanil (Ref: RH 3866),Not High,0.0,7.992401547,5,23.76530093,5.406003794,3.6512,1.769230769,62.8844647,2.0,2.023222121,6.78153155,0,0,0,0
Naled (Ref: OMS 75),Not High,5.749511833,4.747892061,5,5.882824074,3.476258741,3.4755,1.75,0.0,2.45,2.48400074,7.101619052,0,0,0,0
Napropamide (Ref: R 7465),Not High,0.0,4.831569498,3,0.0,3.439935178,3.7903,1.409090909,0.0,2.181818182,2.5486322,6.780572562,0,0,0,1
Naptalam (Ref: ACP 322),High,0.0,4.648549416,4,0.0,3.103675269,4.2572,2.058823529,23.20187978,2.647058824,2.303414355,6.270206376,0,0,0,1
Neburon,High,11.75997667,6.989288701,6,36.70139241,4.500635603,0.101,1.714285714,0.0,2.25,2.658075654,9.134696971,1,0,2,1
Nicosulfuron (Ref: DPX V9360),High,0.0,4.265234723,2,38.73272019,2.971565052,2.9464,2.05,11.60093989,2.65,2.408370966,5.853472389,0,0,1,1
Norflurazon (Ref: H 52143),High,5.749511833,6.100810244,6,109.0051026,3.649360929,5.3837,1.59375,11.60093989,2.125,2.618529295,8.385089184,0,0,0,1
Novaluron (Ref: GR 572),High,0.0,5.231502768,3,13.22664397,3.833580643,3.5533,1.545454545,11.60093989,2.181818182,2.559326465,6.988399046,0,0,1,0
Nuarimol (Ref: EL 228),High,0.0,4.540027638,7,1.833155471,3.234082041,3.2703,1.928571429,11.53248661,2.571428571,2.578099116,6.327903297,0,0,1,0
Octhilinone (Ref: RH 893),High,0.0,4.877018536,3,4.966424084,3.511395327,2.19074,2.052631579,11.60093989,2.526315789,2.791177381,6.702737533,0,0,0,1
Ofurace (Ref: AE F057623),High,0.0,6.046810729,5,20.5059042,4.912162241,0.8665,2.0,18.17935229,2.333333333,2.131898768,6.276534866,0,0,0,0
Omethoate (Ref: ENT 25776),High,0.0,6.417831737,8,22.86814027,3.961164662,1.7768,1.434782609,0.0,1.695652174,2.440251281,8.421965986,1,1,0,1
Oryzalin (Ref: EL 119),Not High,5.749511833,6.376166665,3,11.5592293,3.327980171,3.4418,2.045454545,23.20187978,2.590909091,2.797702423,7.156814591,0,0,1,0
Oxadiargyl (Ref: RP 020630 ),Not High,5.749511833,7.049973306,3,11.93274743,3.379645144,4.217,1.863636364,23.20187978,2.363636364,2.739953013,7.61631373,0,0,1,0
Oxadiazon (Ref: RP 17623 ),High,0.0,4.616481537,4,9.83890377,3.13614446,1.65004,2.05,0.0,2.55,2.800906389,6.382589481,0,0,0,1
Oxadixyl (Ref: SAN 371F),High,0.0,3.223834751,1,0.0,1.833928649,0.1071,2.0,11.76188495,2.357142857,2.172757283,4.973704715,0,0,0,0
Oxamyl (Ref: DPX D1410),High,0.0,7.745695022,5,37.1592922,5.101512321,1.15944,1.785714286,0.0,2.392857143,2.560484106,9.765794147,1,0,1,1
Oxasulfuron (Ref: CGA 277476 ),Not High,0.0,5.918785979,2,28.77483529,4.338266415,1.3016,1.944444444,0.0,2.555555556,2.282696264,7.086004867,0,0,0,1
Oxycarboxin (Ref: F 461),High,0.0,8.350871184,7,31.8403436,6.879615289,1.8891,1.923076923,18.17935229,2.307692308,2.168854619,8.408014918,0,0,0,0
Oxydemeton-methyl (Ref: ENT 24964),High,17.2485355,4.971875867,5,48.37725593,3.21019528,5.458,1.875,11.60093989,2.416666667,2.482983763,7.056870683,0,0,0,0
Oxyfluorfen (Ref: RH 2915),High,0.0,6.520729131,4,1.726710128,3.638239815,3.1223,1.9,11.60093989,2.4,2.897070628,7.021317402,0,0,1,0
Paclobutrazol (Ref: PP 333),Not High,0.0,3.504573019,1,4.068333333,2.290259223,1.0026,0.928571429,0.0,1.214285714,2.205240911,4.665256622,0,0,2,0
Paraquat (Ref: PP 148),High,5.749511833,6.060100725,7,16.07461939,4.278519579,3.2711,1.722222222,6.718607232,2.111111111,2.295381855,7.892145696,0,0,0,0
Parathion-ethyl (Ref: OMS 19),Not High,5.749511833,5.803598902,5,15.12628606,4.158852057,2.4909,1.75,6.718607232,2.125,2.293418604,6.717078446,0,0,0,0
Parathion-methyl (Ref: OMS 213),Not High,0.0,4.093756027,6,0.0,2.968687532,3.3716,1.923076923,11.76188495,2.384615385,2.155495583,6.159904658,0,0,0,0
Pebulate (Ref: R 2061),Not High,0.0,5.112590498,5,1.838554264,3.475909023,4.1688,2.166666667,23.20187978,2.777777778,2.813130856,6.733229112,0,0,1,0
Penconazole (Ref: CGA 71818),High,0.0,6.425261883,4,0.0,4.569540731,5.3167,1.695652174,11.60093989,2.347826087,3.090621618,8.471205087,0,0,0,1
Pencycuron (Ref: NTN 19701),Not High,0.0,4.733174621,6,0.0,3.506211478,3.72034,1.7,0.0,2.1,2.380812184,6.524245886,0,0,0,1
Pendimethalin (Ref: AC 92553),High,17.50948851,7.541519487,8,108.6303279,5.256826089,2.605,1.875,0.0,2.46875,3.127788098,9.93645155,1,0,2,1
Penoxsulam (Ref: XDE 638),High,5.749511833,3.808340345,0,0.0,3.443430735,4.6592,0.833333333,58.00469945,1.166666667,2.081571824,4.558340345,0,0,0,0
Pentachlorophenol,High,0.0,4.550136636,4,0.0,3.01584303,4.02312,2.1875,11.60093989,2.75,2.235629054,5.990485202,0,0,0,1
Pentanochlor (Ref: FMC 4512),High,11.49902367,7.959229214,6,11.48106511,4.980589118,6.1133,1.769230769,23.20187978,2.461538462,3.132898183,9.146036538,0,0,0,0
Permethrin (Ref: OMS 1821),High,5.749511833,4.528412621,3,9.667042537,2.740852626,3.78422,1.545454545,0.0,2.227272727,2.46914967,6.571603427,0,0,0,2
Phenmedipham (Ref: SN 38584),Not High,11.49902367,7.73906867,6,11.41216787,4.935957978,5.7605,1.730769231,0.0,2.423076923,3.132898183,9.012143119,0,0,0,0
Phenothrin (Ref: OMS 1809),Not High,0.0,9.97765421,7,15.54619615,8.083280319,3.5413,1.894736842,17.0752624,2.368421053,2.453924839,9.7974479,0,0,0,0
Phenthoate (Ref: OMS 1075),Not High,0.0,9.972249504,8,10.93955782,8.145296659,3.7277,1.692307692,28.83714735,2.076923077,2.05340577,9.678527284,0,0,0,0
Phorate (Ref: ENT 24042),High,0.0,10.664973,7,17.74439211,8.132214476,4.2361,2.047619048,28.67620229,2.666666667,2.714979192,10.92016407,0,0,1,0
Phosalone (Ref: ENT 27163),Not High,0.0,10.14790808,5,10.22352891,8.287302292,2.4906,1.631578947,17.0752624,2.052631579,2.691473934,9.563342366,0,0,0,0
Phosmet (Ref: OMS 232),Not High,0.0,5.436522768,7,25.87048296,4.063162881,2.7426,1.666666667,19.42363701,2.0,2.382196321,7.252857703,0,0,0,0
Aluminium phosphide,Not High,0.0,6.197900179,7,15.696113,4.222624859,3.22838,1.842105263,6.718607232,2.315789474,2.410259346,8.31837056,0,0,0,0
Phoxim (Ref: OMS 1170),Not High,0.0,3.211954345,1,0.0,2.409943878,2.3222,1.846153846,34.80281967,2.307692308,2.069867105,4.114459802,0,1,1,1
Picloram (Ref: X 159868),High,11.62950017,5.449734931,4,56.51037121,3.44205355,5.2841,1.666666667,0.0,2.37037037,2.632501663,7.702266323,0,0,1,1
Picolinafen (Ref: BAS 700H),Not High,5.879988336,5.063456309,6,53.18377554,3.338077844,3.8397,1.846153846,0.0,2.5,2.635391105,7.431002447,0,0,1,0
Picoxystrobin (Ref: ZA 1963),Not High,5.879988336,8.648756857,4,14.90750586,5.342449845,3.73172,1.586206897,0.0,2.103448276,2.824609144,10.44953686,0,0,1,0
Pinoxaden (Ref: NOA 407855),Not High,11.49902367,5.855063875,13,27.60799665,3.857961601,3.7177,1.416666667,0.0,2.083333333,3.037674531,8.993670249,0,0,0,0
Piperonyl butoxide (Ref: ENT 14250),Not High,5.879988336,4.195993533,2,5.187453704,2.281886817,1.21984,1.705882353,0.0,2.176470588,2.232517076,5.242867604,0,0,1,1
Pirimicarb (Ref: OMS 1330),Not High,5.879988336,7.128943296,9,16.69547052,5.060533905,3.30752,1.666666667,6.718607232,2.142857143,2.392086862,9.724076674,0,0,1,1
Pirimiphos-ethyl (Ref: PP211),Not High,5.879988336,6.872441473,7,15.74713719,4.940866383,2.52732,1.789473684,6.718607232,2.263157895,2.391229219,8.549009424,0,0,1,1
Pirimiphos-methyl (Ref: OMS 1424),Not High,0.0,5.190614622,9,5.539494284,3.686560059,3.8098,1.761904762,11.60093989,2.238095238,2.533283436,8.272696953,0,0,0,1
Pretilachlor (Ref: CGA 26423),Not High,11.75997667,6.636793415,8,83.06312332,4.347337574,1.888,1.533333333,0.0,2.033333333,2.591667372,8.908252061,1,0,1,1
Primisulfuron,High,5.749511833,6.037432927,6,7.054081488,3.839706406,4.6024,1.956521739,34.80281967,2.52173913,3.019059558,8.205368893,0,0,1,0
Prochloraz (Ref: BTS 40542),High,0.0,6.287224516,1,0.0,4.692117721,3.2829,1.444444444,23.20187978,1.888888889,2.781677689,6.402119691,0,0,0,1
Procymidone (Ref: S 7131),High,5.749511833,8.805003274,7,23.98728794,6.571459132,5.7691,2.166666667,45.71023608,2.722222222,2.308641919,9.846334678,0,0,0,0
Prohexadione-calcium (Ref: BAS 125W),Not High,5.749511833,3.873618654,2,5.085138889,2.154532577,2.83662,2.0,0.0,2.533333333,2.161281043,5.037798916,0,0,0,0
Promecarb (Ref: SN 34615),Not High,6.01046484,4.067398335,5,5.016430461,1.633017235,1.5208,1.3125,0.0,1.625,2.144242596,5.340764568,0,0,1,2
Prometon (Ref: G 31435),High,0.0,4.840794997,5,0.0,2.180739793,2.2341,1.3125,11.76188495,1.625,2.144242596,6.56550944,0,0,1,2
Prometryn (Ref: C 34161),High,0.0,3.593929902,3,0.0,2.162401941,2.6668,1.928571429,11.60093989,2.357142857,2.186081909,5.130257888,0,0,0,1
Propachlor (Ref: CP 31393),Not High,0.0,3.219525202,6,4.834570578,1.488722308,1.4961,2.071428571,12.40703316,2.571428571,2.084706566,4.718238554,0,0,0,0
Propamocarb hydrochloride (Ref: SN 66752),Not High,0.0,3.345017943,2,0.0,2.263501554,3.3419,2.076923077,23.20187978,2.615384615,2.110991777,4.636711608,0,0,0,1
Propanil (Ref: FW 734),Not High,17.379012,7.15047985,9,16.44189194,4.074281657,4.7984,1.806451613,11.60093989,2.548387097,2.74275876,9.949921847,0,0,1,0
Propaquizafop (Ref: CGA 233380),Not High,5.749511833,7.85665163,6,28.21390017,4.80503359,3.9192,1.791666667,0.0,2.375,2.542664164,9.327629445,0,0,0,0
Propargite (Ref: ENT 27226),Not High,0.0,4.187792556,4,0.0,1.612702233,2.1656,1.266666667,11.60093989,1.6,1.980689431,5.295338842,0,0,1,2
Propazine (Ref: G 30028),High,0.0,6.824662345,7,15.49454192,4.299965779,2.3388,2.117647059,6.64239854,2.529411765,2.153486598,7.958467147,0,0,0,0
Propetamphos (Ref: OMS 1502),Not High,0.0,2.945088803,2,4.904084467,1.362929056,2.6435,1.923076923,0.0,2.461538462,2.036598594,4.209334692,0,0,0,1
Propham,Not High,0.0,6.153313244,5,13.95849096,4.196105863,3.6534,2.272727273,23.20187978,2.954545455,3.104074179,7.980733054,0,0,1,0
Propineb (Ref: BAY 46131),Not High,11.49902367,3.252860524,3,10.5062141,1.618609418,2.192,1.866666667,0.0,2.4,2.197465412,4.784249649,0,0,0,0
Propoxycarbazone-sodium (Ref: MKH 6561),High,6.01046484,5.606733047,5,8.27738027,3.434649512,3.1999,2.105263158,22.59087063,2.789473684,2.4073047,7.577557198,0,0,1,0
Proquinazid (Ref: DPX KQ926),Not High,0.0,4.75445689,2,0.0,2.34805489,3.135,1.8125,23.20187978,2.25,2.153211117,5.358743506,0,0,0,0
Propyzamide (Ref: RH 315),High,0.0,4.953820494,6,0.0,3.433202814,4.1618,1.705882353,11.76188495,2.235294118,2.367725825,7.21703487,0,0,0,0
Prosulfocarb (Ref: SC 0574),Not High,6.01046484,7.126276321,6,68.7768953,4.733029584,2.19392,1.857142857,0.0,2.5,2.579988623,9.234285999,1,0,1,1
Prosulfuron (Ref: CGA 152005),High,0.0,7.01694734,5,2.03031914,5.427133153,3.33929,2.142857143,35.41975322,2.714285714,3.086707255,7.848912058,0,0,1,0
Prothioconazole (Ref: JAU 6476 ),Not High,5.749511833,10.5618315,7,11.40206389,7.801822458,5.7764,2.055555556,40.27714218,2.611111111,2.308641919,10.526746,0,0,0,0
Prothiofos (Ref: OMS 2006),High,0.0,9.588418636,8,10.82385204,6.783792597,2.5417,1.875,17.0752624,2.25,2.146256906,9.490422904,0,0,0,0
Prothoate (Ref: EI 18682),Not High,0.0,3.352610653,2,0.0,1.986034696,0.8166,2.5,0.0,3.25,2.316719066,4.802014435,0,0,1,0
Pymetrozine (Ref: CGA 215944),Not High,5.749511833,8.94084369,8,25.09255081,6.812139423,5.1923,2.045454545,29.78029218,2.681818182,2.941886029,10.46504235,0,0,1,0
Pyraclofos (Ref: OMS 3040),High,5.879988336,5.875768494,6,12.19450931,4.016741023,4.2389,1.851851852,11.60093989,2.555555556,3.168852735,8.44397046,0,0,1,1
Pyraclostrobin (Ref: BAS 500F),Not High,11.62950017,5.611189503,7,54.32376483,3.703884288,4.0763,2.038461538,23.20187978,2.653846154,2.818071196,7.948648448,0,0,1,0
Pyraflufen-ethyl (Ref: ET 751),Not High,5.879988336,7.554891769,8,22.94228407,5.307710615,2.89072,1.916666667,6.718607232,2.5,2.869947319,10.10470501,0,0,2,0
Pyrazophos (Ref: HOE 2873),Not High,5.879988336,6.763974708,6,7.107314701,4.555956077,4.52802,1.814814815,23.20187978,2.481481481,2.927332634,8.881639045,0,0,1,0
Pyrazoxyfen (Ref: SL 49),Not High,0.0,9.341318569,3,1.428093661,5.312164071,5.2415,1.666666667,23.36282484,2.166666667,2.467451296,9.36847691,0,0,1,0
Pyridaben (Ref: BAS 300l),Not High,5.879988336,7.066251017,7,17.66100317,4.971904239,2.9088,1.727272727,6.718607232,2.318181818,2.503204474,9.378335065,0,0,1,0
Pyridafenthion (Ref: ENT 23968)),Not High,5.749511833,7.131740592,9,5.462961068,4.683979996,6.3895,1.8,23.36282484,2.56,2.61679063,10.00007123,0,0,1,0
Pyridate (Ref: CL 11344),Not High,0.0,4.726409637,4,0.0,3.085682189,3.9816,2.157894737,23.20187978,2.789473684,2.394511306,6.403878061,0,0,1,0
Pyrifenox (Ref: CGA 179945),Not High,0.0,3.465339321,2,0.0,2.012214255,2.83704,1.533333333,0.0,2.133333333,2.170195325,4.882461063,0,0,1,2
Pyrimethanil (Ref: SN 100309),Not High,23.12852384,5.293966862,7,17.16427953,3.24703358,4.7202,1.458333333,0.0,2.166666667,2.628471649,7.829004165,0,0,1,0
