Unnamed: 0,Environmental fate,VSA_EState5,MaxPartialCharge,MolLogP,BCUT2D_LOGPHI,MinAbsPartialCharge,BCUT2D_LOGPLOW,BCUT2D_MRHI,qed,SPS,FpDensityMorgan1,BCUT2D_MWLOW,BCUT2D_CHGHI,MinAbsEStateIndex,Kappa3,MaxAbsEStateIndex
Etofenprox (Ref: MTI 500),Not High,2.54951272,0.127290014,6.372,2.266381517,0.127290014,-2.238157158,5.338583881,0.434032844,11.25,0.75,9.854008147,2.206440293,0.080462708,5.606466205,6.035053697
Etoxazole (Ref: S 1283),Not High,-0.643054381,0.222458721,5.1791,2.357090927,0.222458721,-2.122807041,5.95371499,0.753084325,17.0,1.153846154,9.856242192,2.283692527,0.006531124,3.568887197,13.99048008
Etridiazole (Ref: Olin 2424),Not High,0.153657407,0.292848799,2.7635,2.371821061,0.292848799,-2.021664867,7.069661885,0.753942201,11.66666667,1.5,10.70972656,2.280621253,0.153657407,2.622440833,5.529021007
Etrimfos,High,1.370505165,0.380781287,2.3338,2.474102155,0.380781287,-2.035871498,8.07277349,0.714578856,11.33333333,1.166666667,10.41857502,2.199637562,0.30308642,4.170292905,5.480149282
Famoxadone (Ref: JE 874),Not High,0.84327635,0.437044414,4.7,2.352620826,0.437044414,-2.394995492,6.036795368,0.701061483,18.67857143,0.821428571,9.951159138,2.520090006,0.487888146,3.274511657,12.90478148
Fenamidone (Ref: RPA 407213),Not High,0.555771605,0.458438966,4.23832,2.446866642,0.413170238,-2.232819371,7.982595318,0.602862305,11.89473684,1.421052632,10.21728559,2.264356236,0.017547084,5.188221312,12.49801784
Fenamiphos (Ref: BAY 68138),Not High,0.0,0.14447389,4.0676,2.391201909,0.14447389,-2.291929008,6.31270284,0.786937828,13.59090909,0.818181818,9.814339277,2.356579239,0.461854686,2.588769748,11.48947468
Fenarimol (Ref: EL 222),Not High,0.65454785,0.223949529,4.5488,2.22856397,0.223949529,-2.106556361,5.823922209,0.709080297,11.60869565,0.913043478,9.864000456,2.123464366,0.18938903,3.674737688,5.869608253
Fenazaquin (Ref: DE 436),Not High,0.0,0.137253803,4.02588,2.30821572,0.137253803,-2.309047992,6.300830324,0.682628264,13.16666667,1.083333333,9.7678915,2.326579443,0.473316545,3.636962338,10.01829008
Fenbutatin oxide (Ref: ENT 27738),High,-2.064073987,0.375327096,4.099,2.385157555,0.375327096,-2.116197227,6.660863998,0.802727794,11.65,1.25,10.29301672,2.328602378,0.190627362,3.125422117,10.94211724
Fenchlorazole (Ref: HOE 072829),High,0.544537037,0.162022421,3.4504,2.190027598,0.162022421,-1.886968883,6.328243444,0.694284963,10.14285714,0.857142857,10.19260842,2.02670913,0.350789872,2.028760331,5.764462554
Fenclorim (Ref: CGA 123407),Not High,-0.120925716,0.229849812,4.6079,2.396963626,0.229849812,-2.348966604,6.444175883,0.78385225,18.05263158,1.210526316,9.748040597,2.343676267,0.031614386,2.979667068,12.36237607
Fenhexamid (Ref: KBR 2738),Not High,0.389012346,0.379519646,2.79932,2.47997585,0.379519646,-1.978056395,8.07279853,0.467954403,11.23529412,1.352941176,10.17641106,2.194992045,0.028227198,3.472275419,10.63236286
Fenitrothion (Ref: OMS 43),Not High,-0.890642794,0.344095177,3.4987,2.337713456,0.344095177,-2.224985775,6.431292218,0.854365339,12.26666667,1.266666667,10.30218199,2.15164585,0.195339506,3.159493338,10.53967323
Fenoprop,Not High,1.763276382,0.280609384,3.2604,2.109959697,0.280609384,-2.162618042,8.130174067,0.728764262,10.0,1.235294118,10.31655702,2.027533446,0.119423834,6.215565004,11.25463361
Fenothiocarb (Ref: KCO 3001),Not High,0.637966529,0.399781331,4.6039,2.279333532,0.399781331,-2.254855405,6.306962327,0.597202989,11.96,1.2,10.29067267,2.15450696,0.116506169,4.218491019,11.56271088
Fenoxaprop-ethyl,Not High,0.637966529,0.399781331,4.6039,2.279333532,0.399781331,-2.254855405,6.306962327,0.597202989,11.96,1.2,10.29067267,2.15450696,0.116506169,4.218491019,11.56271088
Fenoxaprop-P-ethyl (Ref: AE F046360),Not High,2.239883366,0.406734525,3.6038,2.228249534,0.406734525,-2.281461414,5.66470645,0.793809662,9.863636364,0.954545455,10.28726655,2.003290758,0.356713206,5.360105689,11.06720499
Fenoxycarb (Ref: OMS 3010),Not High,0.0,0.10137092,3.86018,2.341729104,0.10137092,-1.804560725,6.4330114,0.80300668,9.933333333,1.133333333,10.0569646,2.105317927,0.467839506,1.720539991,8.882760299
Fenpiclonil (Ref: CGA 142705),High,0.781708197,0.311226638,5.26898,2.683861735,0.311226638,-2.148611006,5.788663886,0.690078528,18.42307692,1.0,10.012,2.688882472,0.122661047,3.174662732,12.55056473
Fenpropathrin (Ref: OMS 1999),Not High,0.75795068,0.001019448,4.6486,2.228005207,0.001019448,-2.33538587,5.272552209,0.77166647,19.0,1.0,9.858615973,2.151196863,0.261852274,4.626238008,2.650486111
Fenpropidin (Ref: CGA 114900),High,0.678691421,0.067769684,4.2719,2.229004585,0.067769684,-2.465183191,5.272662945,0.823291594,25.18181818,1.090909091,9.858686254,2.228871272,0.240301539,5.100502733,5.819561472
Fenpropimorph (Ref: CGA 101031),Not High,0.944348613,0.338141019,5.02682,2.254171171,0.338141019,-2.233541143,5.892543092,0.303936744,11.51612903,1.096774194,10.12161305,2.174664671,0.263178529,6.182644482,12.08888365
Fenpyroximate (Ref: NNI 850),Not High,0.682716049,0.379519593,3.61302,2.479675882,0.379519593,-1.967395682,8.072881719,0.605654616,11.5,1.25,10.2172878,2.179751488,0.682716049,3.468896826,5.552834467
Fentin hydroxide,High,0.0,0.320816638,1.7801,2.04366057,0.320816638,-2.266762591,5.882716668,0.673780038,9.166666667,1.25,10.30741858,2.009048252,0.11,2.268477911,11.12704082
Fenuron,High,0.288667037,0.314836582,6.67998,2.308390496,0.314836582,-2.222661973,6.301046825,0.400527452,12.63333333,0.9,9.882807754,2.285009183,0.008549395,5.401926021,12.95107494
Ferbam (Ref: ENT 14689),Not High,-0.902067586,0.475597607,4.27918,2.396844196,0.382527754,-2.177568245,7.857429447,0.711515576,13.5,1.153846154,10.16696788,2.42436785,0.432884543,3.59902937,12.7484956
Fipronil (Ref: BAS 350l),Not High,-1.563753438,0.328720395,4.466,2.260623157,0.328720395,-2.445979541,6.307421118,0.736359353,11.92,1.08,10.11426572,2.299181171,0.131677217,4.572426106,13.49083343
Flamprop-M-isopropyl (Ref: WL 43425),Not High,-0.426715353,0.418763723,1.418,2.322894066,0.418763723,-2.359990106,7.896179968,0.760496417,11.59259259,1.148148148,10.26861509,2.382590405,0.010101064,4.93355894,12.94922965
Flazasulfuron (Ref: OK 1166),High,0.295443267,0.415909871,7.9583,2.454660133,0.415909871,-2.225610563,5.839868097,0.229026498,16.975,0.875,9.716087232,2.333395051,0.042298783,4.948911415,13.10852641
Flocoumafen (Ref: BAS 322l),High,-0.970393519,0.416797949,1.35378,2.306971459,0.338873031,-2.262121342,5.95162149,0.778259468,10.625,1.5625,10.10837226,2.345648555,0.356126228,2.696056521,12.45809673
Flonicamid (Ref: IKI 220),High,-3.220040627,0.319005656,1.351,2.220016894,0.319005656,-2.164992027,7.921068252,0.755078302,11.66666667,1.166666667,10.28430723,2.256184583,0.224609053,2.598709412,13.68256354
Florasulam (Ref: DE 570),High,0.386780921,0.41739355,5.0033,2.299384841,0.41739355,-2.259401724,5.741455287,0.474091928,12.33333333,1.111111111,10.25893524,2.302727286,0.031979953,6.469178477,12.51104599
Fluazifop-butyl (Ref: SL 236),Not High,0.386780921,0.41739355,5.0033,2.299384841,0.41739355,-2.259401724,5.741455287,0.474091928,12.33333333,1.111111111,10.25893524,2.302727286,0.031979953,6.469178477,12.51104599
Fluazifop-P-butyl (Ref: R154875),Not High,-0.720655549,0.417857515,5.986,2.482888955,0.327614557,-2.115109057,6.346414201,0.33771151,12.0,0.965517241,10.10273643,2.420901306,0.059866308,4.588467923,13.02437759
Fluazinam (Ref: IKF 1216),Not High,-1.733361245,0.433674621,5.2261,2.406463162,0.433674621,-2.121943461,9.103790828,0.482158021,11.92,1.36,10.06751887,2.388500209,0.16863111,3.975367665,14.27170824
Fluazolate,High,-2.910758207,0.325656928,5.911,2.33482305,0.325656928,-2.34928463,6.302596773,0.323595638,13.32352941,0.970588235,10.07236118,2.289740329,0.223544634,5.962061411,13.67541146
Flucycloxuron (Ref: OMS 3041),High,-0.301672052,0.387031973,6.62798,2.31360348,0.387031973,-2.22339476,5.78707548,0.341733964,12.63636364,0.848484848,9.881671565,2.287476712,0.004855647,6.530386891,13.0105824
Flucythrinate (Ref: OMS 2007),Not High,-0.096120559,0.585808905,2.87488,2.468835099,0.395259311,-2.255839433,5.778260904,0.843643438,15.38888889,1.166666667,10.03900479,2.442556726,0.039268707,1.486474088,13.0237763
Fludioxonil (Ref: CGA 173506),Not High,-0.944387071,0.444668905,3.5164,2.334329016,0.444668905,-2.397153565,7.126800529,0.763089426,11.625,1.25,10.19942212,2.357187398,0.209914917,4.403763957,12.98648021
Flufenacet (Ref: FOE 5043),Not High,-5.175849878,0.415966453,6.5303,2.364182236,0.415966453,-2.351653926,6.316931452,0.410274326,11.12121212,0.878787879,10.16023174,2.307474866,0.162388027,5.745871614,14.31355613
Flufenoxuron (Ref: BAS 3071),High,-1.587325873,0.20906394,3.5322,2.25002503,0.206080348,-2.019588857,6.326645606,0.726500525,10.61904762,0.714285714,10.16237032,2.155738789,0.181571712,2.573781175,13.62709722
Diflovidazin (Ref: SZ1 121),Not High,-2.016668714,0.299162591,1.51172,2.207739151,0.27112509,-2.163975989,7.921060378,0.788298046,11.77272727,1.136363636,10.28430737,2.237345917,0.064241255,2.47798385,13.5286144
Flumetsulam (Ref: DE 498),High,0.405746009,0.265381529,1.9281,2.412183101,0.265381529,-2.394031792,6.327790297,0.601242614,19.30769231,1.076923077,9.93438284,2.412848854,0.016955782,2.296145304,14.67544777
Flumioxazin (Ref: S 53482),Not High,0.0,0.415985524,2.7989,2.300821107,0.330653042,-2.269322519,5.884836933,0.79288125,11.0625,1.3125,10.16969614,2.299756348,0.11900463,3.147648244,12.34075633
Fluometuron,High,-0.584847608,0.417441637,4.9906,2.307716148,0.346233789,-2.240176033,6.392295597,0.811086918,11.39130435,1.130434783,10.17064087,2.31158404,0.068395797,4.277472946,12.52613268
Fluopicolide (Ref: AE C638206),High,-0.912037037,0.248327426,-0.5588,1.553270371,0.248327426,-2.109926749,5.742498244,0.447628286,7.4,2.0,10.74061883,1.813068802,0.912037037,3.4,10.6412037
Fluoroacetamide,High,-3.138039932,0.415966453,4.3007,2.367782459,0.415966453,-2.140974303,6.316896672,0.421205901,11.0,1.178571429,10.14143045,2.309136628,0.17172808,5.099234633,12.66125063
Fluoroglycofen,Not High,-1.085717408,0.280314022,4.5645,2.333167197,0.280314022,-2.254353882,6.454281946,0.377774995,13.46875,1.0,10.09398261,2.238885742,0.097269727,4.699824903,15.06964714
Flupyrsulfuron-methyl-sodium,High,-0.361583785,0.267091293,3.4123,2.254194914,0.267091293,-2.249618805,6.353415404,0.537926921,11.16,1.08,10.20019463,2.172296766,0.120261086,2.669496488,13.60989624
Fluquinconazole (Ref: AE C597265),High,-1.092057351,0.43462663,4.1723,2.358267331,0.43462663,-2.132166727,7.171563363,0.796362852,11.4,1.3,10.22010081,2.396064273,0.11856198,3.486521568,12.66301916
Flurazole (Ref: MON 4606),Not High,0.0,0.415931256,4.7381,2.314310712,0.355741992,-2.120881023,5.716423537,0.665586447,11.5,0.833333333,9.993477653,2.30221701,0.240697279,3.105588483,12.92434131
Fluridone,Not High,-0.479578964,0.415985636,3.5144,2.341533953,0.310732717,-2.269839242,6.344573002,0.765347074,24.05263158,1.368421053,10.13659872,2.396782183,0.189849419,2.81720299,12.62088024
Flurochloridone (Ref: R 40244),Not High,-2.722945956,0.341291599,1.5731,2.345359144,0.341291599,-2.112870488,6.390421107,0.800412077,10.06666667,1.533333333,10.37973506,2.163814729,0.219768519,2.602749497,12.9353551
Fluroxypyr (Ref: DOW 43304-H),High,-0.583747887,0.572596301,3.2671,2.366097207,0.405799661,-2.332917513,5.373742175,0.941210379,14.68181818,1.0,9.787486581,2.361773429,0.242699554,3.357808967,12.1808836
Flurprimidol (Ref: EL 500),Not High,-0.19624811,0.415931274,3.934,2.38260943,0.415931274,-2.100837154,6.24670325,0.924717506,17.83333333,1.041666667,9.956220574,2.377070735,0.122641723,2.868368588,12.92477829
Flurtamone (Ref: RPA 590515),Not High,-0.52784822,0.137239384,1.9885,2.097048608,0.137239384,-2.587018244,7.000432724,0.689487276,11.59090909,0.909090909,10.33822844,2.325885013,0.26392411,2.823111137,13.24581979
Flusilazole (Ref: DPX H6573),High,0.0,0.417386364,4.7212,2.362883532,0.278107562,-2.149557733,7.923460775,0.578192835,12.04,1.04,10.19452259,2.34244967,0.226133944,4.32813506,12.84336626
Flusulfamide (Ref: MTF 651),Not High,-0.290251415,0.416685863,4.7449,2.318823628,0.416685863,-2.182532579,6.050489797,0.881959465,11.39130435,1.086956522,10.06517462,2.343260805,0.049160261,4.482548321,12.95503742
Flutolanil (Ref: NNF 136),High,-0.97700948,0.137255085,2.4924,2.326056514,0.137255085,-2.337743059,5.363913214,0.80526705,13.77272727,1.045454545,9.855879978,2.346488781,0.042097506,2.603186187,14.19913313
Flutriafol (Ref: PP 450),High,-0.922361111,0.27139128,3.2585,2.434581707,0.267598624,-2.249591876,8.031238345,0.453366373,15.5625,1.0,10.11920502,2.40124282,0.328009259,2.154948029,11.79319444
Folpet,Not High,-1.678641739,0.415966453,3.7487,2.367084759,0.415966453,-2.293929501,7.888671087,0.561142163,11.75,1.214285714,10.13496526,2.309133823,0.188972506,5.327990077,12.66681682
Fomesafen (Ref: PP 021),High,0.0,0.123405262,4.1446,2.620372703,0.123405262,-1.877311232,8.689730211,0.722425155,11.57142857,1.285714286,10.37110631,2.153694733,0.713245386,3.738424133,5.671445578
Fonofos (Ref: N-2790),Not High,-0.78038103,0.335023154,0.2743,2.22190669,0.335023154,-2.360128475,7.897787843,0.476006502,10.58064516,1.064516129,10.15647937,2.26159894,0.066214437,5.786341168,12.83438776
Foramsulfuron (Ref: AE F130360),High,0.0,0.32318098,3.379,2.12296919,0.307721799,-2.187756716,6.292565421,0.799653315,9.705882353,1.058823529,10.3053629,2.0193658,0.320864198,3.462155791,11.6074452
Forchlorfenuron (Ref: KT 30),High,0.0,0.106382254,-0.1849,0.494444445,0.106382254,-0.925344445,5.104944262,0.360624458,2.0,1.5,11.88933557,0.636352379,2.0,-5.36030303,8.0
Formaldehyde,High,0.465514928,0.411839586,1.6262,2.190111597,0.410282817,-2.214220094,5.702745314,0.623076142,10.1875,1.5,10.28689324,2.005943743,0.465514928,3.996461393,10.97861946
Formetanate (Ref: SN 36056),Not High,-0.24804784,0.246795908,0.8517,2.590266321,0.246795908,-2.26004656,8.676135436,0.519212858,11.07142857,1.571428571,10.63327668,2.190056636,0.07757716,4.522952948,11.18681311
Formothion (Ref: SAN 6913I),High,0.0,0.414900066,0.287,2.403249786,0.359148202,-2.10079529,7.702823984,0.569746481,11.33333333,1.888888889,10.90702758,2.256019372,0.003256173,2.600623355,10.3724537
Fosetyl-aluminium (Ref: RP 32545),High,0.705321003,0.356220636,3.8315,2.654585434,0.305860116,-2.204320612,8.560047082,0.693185878,19.1875,1.625,10.37665686,2.400446965,0.117975561,3.424011149,12.62768519
Fosthiazate (Ref: IKI 1145),Not High,1.539259259,0.174063193,2.8229,2.194367615,0.174063193,-1.734259562,5.777141669,0.631386875,10.85714286,1.071428571,10.31130071,2.051849741,0.765,1.025404247,5.25534486
Fuberidazole,Not High,-0.679383976,0.328191402,3.10474,2.282238365,0.328191402,-2.443558762,6.080552643,0.814155039,11.81818182,1.136363636,10.05435909,2.316387387,0.179079743,2.882224551,12.79709089
Furalaxyl (Ref: IPE 134),Not High,0.967852146,0.426059795,4.2624,2.415373377,0.426059795,-2.310145687,7.951823647,0.540783131,14.19230769,1.230769231,10.01774573,2.328384492,0.325435601,5.202755466,12.34062968
Furathiocarb (Ref: CGA 73102),Not High,0.375,0.184800866,1.0921,1.922041332,0.184800866,-1.645911498,5.694580577,0.489695019,8.571428571,1.714285714,10.50145704,1.841889945,0.375,0.681577074,9.773842593
Furfural,High,-1.269616739,0.426122298,6.54398,2.60399413,0.426122298,-2.14399238,6.299408648,0.469387702,21.0,1.161290323,10.0863219,2.621342747,0.391808582,5.202421424,12.72609944
Gamma-cyhalothrin (Ref: DE 225),Not High,0.0,0.069266909,3.6444,2.392671932,0.069266909,-2.515578339,6.447463851,0.597603942,55.5,0.333333333,9.972830709,2.463958612,0.436728395,2.043899675,5.88117284
Lindane (Ref: OMS 17),High,-3.180894747,0.3156484,1.0271,2.768991042,0.3156484,-2.502988529,5.861516417,0.483832596,58.04,1.44,9.607378021,2.830443749,0.180416667,1.363211812,12.68734926
Gibberellic acid,High,-1.390324074,0.197242619,-1.2699,2.35166552,0.197242619,-2.417380441,7.566374763,0.482810134,13.25,1.75,10.24212672,2.121370911,0.0,7.684384134,10.62828704
Glufosinate-ammonium (Ref: HOE 039866),Not High,-1.144953704,0.338732717,-1.2042,2.311388322,0.338732717,-2.22776428,7.511901841,0.393419205,11.4,1.5,10.67377716,2.111200238,0.439375,7.58,10.05175076
Glyphosate (Ref: MON 0573),Not High,0.405408409,0.18540334,1.804,2.060532704,0.18540334,-2.224620094,5.754047964,0.144764996,10.56,0.48,10.10359135,1.937771898,0.202704205,22.5,5.282218842
Guazatine (Ref: EM 379),Not High,-0.623808964,0.272280679,3.9257,2.161336558,0.267426099,-2.554200411,6.302106045,0.848202837,10.95652174,0.913043478,10.06363961,2.290022913,0.263505991,4.3279897,12.70254099
Halofenozide (Ref: RH 0345),High,-0.753227768,0.417446253,4.398,2.344016347,0.417446253,-2.222420227,6.31440576,0.854551249,12.54166667,1.25,10.25584336,2.313940759,0.183111982,4.512209142,12.5367287
Haloxyfop-P (Ref: DE 535 acid),High,-0.469907407,0.166722928,5.2415,2.777235338,0.118069554,-2.453972902,6.655248642,0.402355653,54.64705882,0.882352941,9.840457744,2.82706132,0.205030864,1.150417384,6.57224537
Heptachlor (Ref: ENT 15152),High,0.970975844,0.528752215,3.0602,2.582728453,0.406950363,-2.249710483,7.481199751,0.568176362,29.0,1.466666667,9.823344801,2.446842997,0.20474537,1.760284013,11.70812484
Heptenophos (Ref: OMS 1845),Not High,0.0,0.080957191,5.607,2.454779788,0.080957191,-1.789704483,6.586478614,0.429142859,10.5,0.333333333,10.339266,2.167216435,0.109012346,1.745179364,5.668765432
Hexachlorobenzene (Ref: ENT 1719),High,0.0,0.137254845,3.6629,2.348886335,0.137254845,-2.31832197,6.346654631,0.884993813,14.2,1.35,9.881189917,2.314490648,0.313841648,3.507761841,11.04109505
Hexaconazole (Ref: PP 523),High,-4.827207171,0.460830003,5.4702,2.396490253,0.425098379,-2.35159163,6.373416024,0.58094626,11.34482759,1.034482759,10.16041627,2.445078178,0.27127887,5.447307496,13.52454769
Hexaflumuron (Ref: XRD 473),High,0.400055036,0.35470209,0.5132,2.252061181,0.348118609,-2.44784744,5.252081942,0.769349232,16.83333333,1.166666667,9.953230928,2.210132534,0.021909486,2.188528423,12.27335601
Hexazinone (Ref: DPX A3674),High,0.0,0.324787972,4.9807,2.429111365,0.324787972,-2.479930141,8.137201993,0.816031041,25.65217391,1.217391304,9.95522762,2.422784212,0.044562495,3.662882653,12.52490163
Hexythiazox (Ref: NA 73),Not High,0.465449295,0.415910214,6.3818,2.29800401,0.354346027,-2.455492453,6.085477646,0.287896323,16.17142857,0.857142857,9.928411853,2.301692113,0.002663447,8.010458762,12.77659965
Hydramethylnon (Ref: BAS 315l),Not High,0.615740741,0.279579269,0.27632,1.826328564,0.279579269,-1.917164819,4.87778128,0.507261749,9.285714286,1.857142857,10.52710847,1.850689135,0.18287037,0.707466182,10.14097222
Hymexazol (Ref: F 319),High,0.0,0.409773963,2.1584,2.203731295,0.409773963,-2.447681898,5.679273451,0.80331413,22.9375,1.5625,10.00240471,2.274182886,0.023886054,3.667028951,11.87471372
Icaridin (Ref: KBR 3023),Not High,0.0,0.102221202,4.1338,2.291331799,0.102221202,-2.122120101,6.346192671,0.749446134,12.31578947,1.421052632,10.09908022,2.156351398,0.169475309,3.833912196,6.228194602
Imazalil (Ref: R 023979),Not High,-0.210257779,0.338106998,4.14544,2.290654285,0.338106998,-2.408465223,6.190629127,0.496332058,21.23809524,0.69047619,9.890966847,2.433405455,0.056838756,6.120723136,12.21498638
Imazamethabenz-methyl (Ref: AC 222293),High,-1.207621871,0.337550666,1.2173,2.269059363,0.337550666,-2.409256256,6.169547299,0.85141806,20.95454545,1.5,9.891083594,2.42538195,0.012401738,2.714399557,12.15092187
Imazamox (Ref: BAS 720H),High,-1.112147109,0.337538763,1.0709,2.265557219,0.337538763,-2.409113249,6.168920234,0.850946534,22.31578947,1.473684211,9.891091893,2.42429339,0.001842876,2.092806665,12.00148998
Imazapyr,Not High,-1.147928739,0.337561867,2.2241,2.276450468,0.337561867,-2.409221193,6.17794018,0.908899556,20.69565217,1.304347826,9.891079257,2.426008721,0.019690308,2.35854139,12.26508283
Imazaquin (Ref: BAS 725H),High,-1.080970411,0.337549151,1.6333,2.268789398,0.337549151,-2.409242959,6.169553972,0.880937107,21.38095238,1.476190476,9.89108064,2.425191346,0.00167307,2.529498393,12.12459955
Imazethapyr (Ref: AC 252925),High,0.011861742,0.335067512,1.3053,2.223056383,0.335067512,-2.352084707,7.897007486,0.63937316,11.22222222,1.148148148,10.47650912,2.264230141,0.115588662,3.853211107,12.56752834
Imazosulfuron (Ref: TH 913),High,0.282361111,0.256798347,0.6879,2.097930657,0.256798347,-2.403505567,6.288779858,0.487998411,14.64705882,1.588235294,10.25180783,2.200865654,0.282361111,3.035299542,10.35507976
Imidacloprid (Ref: BAY NTN 33893),High,1.616331591,0.309956114,5.7605,2.594149822,0.309956114,-2.102695016,5.779189098,0.490610284,20.15384615,1.038461538,10.08341209,2.608727574,0.021208383,4.157597901,12.47939174
Sumithrin ,Not High,-1.305650339,0.572596317,4.0933,2.38668653,0.466559022,-2.563590075,6.309984383,0.553252121,18.5,1.111111111,9.974672411,2.550550144,0.053386869,4.539759369,13.32662137
Indoxacarb (Ref: DPX KN128),Not High,0.360292593,0.379571638,4.4941,2.499251872,0.379571638,-1.972771469,14.11193627,0.41330311,11.5625,1.1875,10.33175802,2.203342222,0.360292593,3.698345345,5.99342027
Iodosulfuron-methyl-sodium (Ref: AE F115008),High,0.254814815,0.141796877,2.47308,2.262564602,0.141796877,-1.819996454,14.11371453,0.712877944,9.181818182,1.272727273,10.21749624,2.03639307,0.254814815,1.961171832,9.301851852
Ioxynil (Ref: ACP 63-303),Not High,-0.516444948,0.339538399,2.88,2.280349933,0.335387948,-2.446623168,6.354244715,0.847903458,15.0952381,1.19047619,10.2688244,2.405704988,0.14345721,3.27734303,12.24593443
Iprodione (Ref: ROP 500F),Not High,-0.255822993,0.407548817,3.33142,2.139116027,0.407548817,-2.501507549,5.857250116,0.844581122,13.56521739,0.956521739,10.0165518,2.259080272,0.041731439,6.303179287,12.47525258
Iprovalicarb (Ref: SZX 0722),Not High,0.0,0.382438028,3.1887,2.485467732,0.382438028,-2.047640063,8.072916812,0.720533255,12.11111111,1.333333333,10.41568991,2.24293539,0.082345679,4.172492284,5.928971596
Isazofos (Ref: CGA 12223),Not High,-0.063630795,0.341687276,3.8896,2.455972403,0.341687276,-2.23787978,8.086788741,0.56975277,11.77272727,1.272727273,10.18066105,2.244525102,0.103852907,6.048272535,12.15672847
Isofenphos (Ref: BAY SRA 12869),Not High,-0.016434923,0.299451391,4.2528,2.400875193,0.299451391,-2.263828904,5.760074513,0.528568277,10.77272727,1.0,9.99904915,2.305031041,0.016434923,3.929239666,11.44065476
Isopropalin (Ref: EL-179),High,0.612031368,0.347050632,2.5812,2.389977721,0.347050632,-2.233566976,8.248967947,0.343193627,15.11111111,0.944444444,10.27692557,2.29508949,0.046203704,4.570087604,11.95602608
Isoprothiolane (Ref: SS 11946),High,0.517222485,0.32081664,2.9035,2.165851921,0.32081664,-2.267347763,5.883682981,0.792432787,10.2,1.2,10.03451795,2.036125733,0.104354686,3.273629291,11.34584199
Isoproturon (Ref: HOE 16410),Not High,-1.860821995,0.181401971,2.297,2.280916925,0.181401971,-2.260194784,6.350491787,0.748474932,15.47058824,1.117647059,9.923236819,2.420212626,0.159085412,1.927512182,11.98843348
Isoval,High,0.786917753,0.265111269,4.0218,2.325317859,0.265111269,-2.194350324,6.07199487,0.82866406,11.20833333,1.208333333,9.814245918,2.271662456,0.074797099,3.370218407,12.61265558
Isoxaben (Ref: EAF 496),High,-0.324786614,0.415953188,3.2053,2.420845009,0.360328056,-2.132199035,7.903958456,0.783664161,15.5,1.25,10.00867923,2.356598204,0.044057435,3.076954844,12.83569062
Isoxaflutole (Ref: RPA 201772),Not High,0.878919753,0.381409344,4.0179,2.492170782,0.381409344,-2.015091212,8.072943359,0.719699148,11.5,1.15,10.16399276,2.229794468,0.272302217,3.898304581,5.561560138
Isoxathion (Ref: SL 6711),Not High,0.236845448,0.360263247,3.09752,2.194702718,0.360263247,-2.194592939,6.429844345,0.467005701,11.0,1.043478261,10.0343766,2.188277808,0.110170016,4.095209754,11.90912298
Kresoxim-methyl (Ref: BAS 490F),Not High,-1.269616739,0.426122298,6.54398,2.60399413,0.426122298,-2.14399238,6.299408648,0.469387702,21.0,1.161290323,10.0863219,2.621342747,0.391808582,5.202421424,12.72609944
Lambda-cyhalothrin (Ref: OMS 3021),Not High,0.0,0.328318135,1.5305,2.259801873,0.310765242,-2.403694177,5.216601789,0.800811058,20.47058824,1.0,9.950176055,2.234321684,0.020231481,1.754308262,12.32386527
Lenacil (Ref: DPX B634),High,0.0,0.344982323,3.0185,2.245027055,0.30600981,-2.296753057,6.417272931,0.818242164,9.866666667,1.4,10.29812637,2.078505242,0.383830152,3.266378034,11.3534486
Linuron (Ref: HOE 02810),Not High,-5.196533646,0.438816877,6.1055,2.406261164,0.428486977,-2.452675293,6.36366979,0.47696619,12.8125,0.96875,10.1603829,2.591047661,0.439345186,5.911515812,13.5620789
Lufenuron (Ref: CGA 184699),High,-1.008622921,0.319693823,2.1218,2.616168562,0.319693823,-2.242473697,8.678474627,0.470197193,12.84210526,1.157894737,10.28868393,2.316998825,0.122569444,7.269182492,11.80209042
Malathion (Ref: OMS 1),Not High,0.0,0.262097357,-0.9368,1.501766852,0.262097357,-2.144312232,4.824248768,0.454693981,9.0,1.0,10.58034463,1.770509072,0.301296296,0.841205377,10.19597222
Mancozeb,Not High,5.678099111,0.253332352,3.4104,2.278338961,0.253332352,-2.321340749,6.301032469,0.608597252,11.03448276,1.103448276,10.08524206,2.205205102,0.024832547,6.764398405,12.61897863
Maneb (Ref: ENT 14875),Not High,-0.44337963,0.341222404,2.11182,2.209104383,0.341222404,-2.094080186,6.302077702,0.813115818,9.692307692,1.615384615,10.20517232,2.020013361,0.330880574,2.951371503,10.199797
MCPA (Ref: BAS 009H),High,-0.045169596,0.302971647,2.89202,2.213121322,0.302971647,-2.022886279,6.302065029,0.788662991,10.0,1.533333333,10.20123348,2.009272259,0.131584686,4.210922026,10.24922328
MCPB (Ref: MB 3046),Not High,-0.371162919,0.415756108,2.632,2.602708041,0.415756108,-2.344261396,8.676230918,0.634224468,11.15789474,1.157894737,10.60810312,2.239642446,0.020428634,7.269182492,11.7791232
Mecarbam (Ref: MC 474),Not High,-0.441064815,0.344093957,2.50032,2.221639776,0.344093957,-2.226753512,6.302089454,0.841129823,12.21428571,1.571428571,10.19806509,2.128577546,0.545648148,2.635383945,10.53081552
