Unnamed: 0,Environmental fate,MolLogP,VSA_EState1,Chi4n,SlogP_VSA10,Chi3v,Chi1v,PEOE_VSA1,fr_halogen,BCUT2D_CHGHI,SMR_VSA5,VSA_EState10,NumHDonors,fr_quatN,fr_NH1,Chi2v
Cyproconazole (Ref: SAN 619),High,2.8654,1.687983277,2.784175103,0.0,4.548116068,7.280352746,5.106527395,1,2.43970645,31.91118766,5.949778194,1,0,0,6.086749838
Cyprodinil (Ref: CGA 219417),High,3.40602,0.0,1.887621913,11.63572556,2.899583061,5.987632778,5.316788604,0,2.252256951,25.68328649,0.0,1,0,1,4.523097194
Cyromazine (Ref: OMS 2014),Not High,-0.3897,0.0,0.884164424,17.84501784,1.580576148,3.774162771,16.78412356,0,2.216024643,18.88348408,0.0,3,0,1,2.794026035
Daminozide,High,-0.556,0.0,0.525766447,0.0,0.91423483,3.206995858,5.106527395,0,2.039542503,12.84164325,0.0,2,0,1,2.323145468
Dazomet (Ref: N 521),High,0.7967,1.0075,0.736298255,0.0,2.967362317,4.157487562,4.899909731,0,2.133826754,0.0,6.761111111,0,0,0,3.813465727
DDT (Ref: OMS 16),High,6.4955,-1.456687453,1.880875391,0.0,3.89260999,7.343493361,0.0,5,2.346342918,9.710441982,30.10012542,0,0,0,7.319538645
Deltamethrin (Ref: OMS 1998),Not High,6.49018,12.15291494,3.298782484,0.0,5.489837956,10.37053493,9.473725908,2,2.614448615,19.95144079,6.678001904,0,0,0,9.987583559
Demeton-S-methyl,Not High,2.8736,20.93151644,0.532279185,0.0,6.276061898,7.908014918,9.047494323,0,2.202812028,6.9237372,3.070789872,0,0,0,7.643764403
Desmedipham (Ref: EP 475),Not High,3.8659,9.933978164,1.694262898,20.96384692,2.586605007,6.74845345,9.473725908,0,2.069035691,6.9237372,0.0,2,0,2,4.253846854
Desmetryn (Ref: G 34360),Not High,1.4555,0.0,0.882340369,11.89667856,1.986572011,5.622133767,10.63357721,0,2.044331009,25.04575171,1.497363946,2,0,2,3.791756891
Di-1-p-menthene,Not High,6.2856,0.0,3.737035957,0.0,5.686632228,8.284423609,0.0,0,2.301570822,79.06152178,0.0,0,0,0,7.73991358
Diafenthiuron (Ref: CGA 106630),Not High,6.8106,6.124324688,2.883136479,5.687386275,4.326982879,9.972756213,15.37044016,0,2.191467982,65.84089774,5.560811705,2,0,2,8.938615779
Di-allate (Ref: CP 15),Not High,4.2774,0.0,1.254636001,4.794537184,3.464850831,6.595756544,4.899909731,2,2.197441014,39.77863046,12.29485992,0,0,0,5.33560964
Diazinon (Ref: OMS 469),Not High,3.58472,16.55502173,1.387543448,0.0,4.559747056,8.897176455,4.523747162,0,2.223006758,40.53659204,5.31843254,0,0,0,7.169552629
Dicamba (Ref: SAN 837H),High,2.7002,4.821018519,0.932059687,0.0,2.089385623,4.0846804,9.843390349,2,2.174418872,0.0,11.35424383,1,0,0,3.057009703
Dichlobenil (Ref: H 133),Not High,2.86508,0.0,0.604629248,0.0,1.704506472,3.351517153,0.0,2,2.010520489,0.0,11.24540123,0,0,0,2.522862337
Dichlofenthion (Ref: ENT 17470),High,4.6697,16.25726049,1.075893647,0.0,4.634191127,8.353950613,4.523747162,2,2.219252395,13.8474744,17.00530443,0,0,0,6.727469556
Dichlofluanid (Ref: BAY 47531),Not High,3.006,36.31422729,1.025046257,10.07780132,5.163687787,7.607133355,0.0,3,2.35360865,3.919155447,10.60939342,0,0,0,8.405726155
Dichlorophen,Not High,3.9954,0.0,1.596525841,0.0,2.934179289,5.764281539,10.21305479,2,2.073701871,6.420821623,11.70886971,2,0,0,4.595716809
Dichlorprop (Ref: RD 406),High,2.8453,5.071404321,0.811644214,0.0,2.075905478,4.605510043,9.843390349,2,2.135845185,13.02770359,11.43562315,1,0,0,3.516697089
Dichlorprop-P (Ref: BAS 044H),High,2.8453,5.071404321,0.811644214,0.0,2.075905478,4.605510043,9.843390349,2,2.135845185,13.02770359,11.43562315,1,0,0,3.516697089
Dichlorvos (Ref: OMS 14),High,2.6804,24.10706019,0.264992572,0.0,2.154314246,4.665657625,4.523747162,2,2.217134538,0.0,10.33415659,0,0,0,4.168675611
Diclofop-methyl (Ref: HOE 023408),Not High,4.726,15.68869248,1.689400473,0.0,3.321905443,7.223891177,14.21058886,2,2.142070195,13.02770359,11.87714641,0,0,0,5.275085753
Dicloran (Ref: RD 6584),Not High,2.4838,0.0,0.676328459,11.37477255,1.900053449,3.666024261,5.733667477,2,2.110976627,0.0,11.09858025,1,0,0,2.894601126
Dicofol (Ref: ENT 23648),High,5.5995,-1.963631897,1.87617526,0.0,4.258684609,7.451074755,5.106527395,5,2.49447869,9.393586747,29.70126865,1,0,0,7.3760593
Dicrotophos (Ref: OMS 253),High,1.3959,25.45193594,0.654759941,0.0,2.87653764,5.611019359,9.423656893,0,2.241459396,6.9237372,0.0,0,0,0,4.698600017
Dicyclopentadiene,High,2.3846,0.0,2.972928357,0.0,3.455101994,4.299659829,0.0,0,2.4350549,12.84164325,0.0,0,0,0,3.853371151
Dieldrin (Ref: ENT 16225 ),High,4.4814,4.346471403,5.298209214,0.0,10.2157933,8.516931628,4.736862954,6,2.889332386,32.71045309,39.52377457,0,0,0,9.581833664
Dienochlor (Ref: SAN 804),High,7.7256,0.0,1.787920064,0.0,8.629341252,8.419467095,0.0,10,2.645857416,9.748344583,61.28637692,0,0,0,7.986413805
Diethofencarb (Ref: S 1605),Not High,3.4409,15.93048984,1.490259731,10.48192346,2.132533379,6.436497083,14.21058886,0,2.094132586,33.79891519,0.0,1,0,1,4.106603045
Difenacoum,High,7.0275,5.631991005,5.381110524,0.0,7.074584531,11.66705425,9.523678332,0,2.329468446,24.67745534,0.0,1,0,0,9.024144183
Difenoconazole (Ref: CGA 169374),High,4.6655,19.62201852,2.988905494,0.0,4.744426422,9.172343747,14.21058886,2,2.436918123,25.35957115,12.47462383,0,0,0,7.126713452
Difenoxuron (Ref: C3470),Not High,3.581,10.79822011,1.62144019,10.48192346,2.806904457,6.48551327,19.69042424,0,2.038384261,0.0,0.0,1,0,1,4.626547889
Difenzoquat (Ref: BAS 450H),Not High,3.1836,4.356481481,2.397703784,0.0,3.559823113,6.440358261,0.0,0,2.185442505,0.0,0.0,0,0,0,4.694082792
Difethialone (Ref: OMS 3053),High,8.2585,1.891955431,5.389530042,0.0,8.656336243,13.37621493,5.106527395,1,2.322858957,24.67745534,4.804428317,1,0,0,11.10954865
Diflubenzuron (Ref: OMS 1804),Not High,3.5801,26.75080722,1.575918223,19.26275355,2.77095302,6.168543614,5.316788604,3,2.185536336,0.0,5.681637467,2,0,2,4.44823578
Diflufenican (Ref: AE 088657),High,5.4232,70.49332585,2.273000392,27.63946151,3.571001979,7.803832184,10.05365156,5,2.304201337,6.176298517,0.0,1,0,1,5.562060327
Dimefox,High,1.1872,25.69444444,0.357770876,4.196905633,2.960223262,4.043669492,0.0,1,2.257930492,0.0,0.0,0,0,0,4.713230332
Dimefuron (Ref: RP 23465),High,2.8699,6.28756303,1.725009412,10.48192346,3.3253951,7.360331544,14.63384927,1,2.232432357,26.18620207,6.216151266,1,0,1,6.732896181
Dimepiperate (Ref: MY 93),Not High,4.2608,-0.156953893,2.257760146,4.794537184,4.604549021,7.445614949,4.899909731,0,2.278126819,37.85696172,1.448518519,0,0,0,6.865999414
Dimethachlor (Ref: CGA 17020),High,2.52164,5.031238898,1.847331909,5.687386275,2.872430536,6.063842984,9.636772685,1,2.174289991,13.8474744,5.64821775,0,0,0,4.179483273
Dimethenamid (Ref: SAN 582H),High,2.97164,5.123471277,1.896707209,5.687386275,3.838970689,6.855550083,9.636772685,1,2.244776231,26.81305243,7.328894164,0,0,0,5.376280796
Dimethenamid-P,Not High,2.97164,5.123471277,1.896707209,5.687386275,3.838970689,6.855550083,9.636772685,1,2.244776231,26.81305243,7.328894164,0,0,0,5.376280796
Dimethipin (Ref: N 252),High,0.081,44.62981481,0.963573495,0.0,6.398782977,6.706795679,0.0,0,2.301527013,13.8474744,0.0,0,0,0,7.250349435
Dimethirimol (Ref: PP675),High,1.48692,0.0,1.454953109,5.948339281,2.421510732,5.330031901,9.883888252,0,2.076249111,33.10993927,0.0,1,0,1,3.967096733
Dimethoate (Ref: OMS 94),High,0.9829,9.937057823,0.389797755,0.0,6.75527273,7.371979981,14.36428293,0,2.168085809,0.0,6.246235828,1,0,1,8.282878706
Dimethomorph (Ref: CME 151),Not High,3.6477,16.06926801,2.965038618,0.0,4.692317252,9.065979671,19.11049859,1,2.174978682,0.0,6.03204101,0,0,0,6.508762303
Dimoxystrobin (Ref: BAS 505F),Not High,2.97894,5.958493481,2.318131509,0.0,3.624019465,7.680290231,14.89124014,0,2.171558159,20.45435636,0.0,1,0,1,5.41636572
Dinitramine (Ref: USB 3584),Not High,2.9502,38.67995323,2.06938039,35.92079024,3.057610541,6.130758344,10.63357721,3,2.421377959,20.02377292,0.0,1,0,0,4.238410578
Dinobuton (Ref: OMS 1056),Not High,3.9403,9.798399313,1.858081949,16.16930973,3.150942469,7.020490732,9.473725908,0,2.293785931,46.13764286,0.0,0,0,0,5.225430472
Dinocap (Ref: ENT 24727),Not High,5.0584,5.171724616,2.641827346,11.37477255,4.017341295,8.625322525,4.736862954,0,2.286899372,58.79322576,0.0,0,0,0,6.068947162
Dinoseb (Ref: HOE 26150),High,2.7221,0.0,1.465814368,11.37477255,2.654848684,5.03719815,5.106527395,0,2.250206023,26.18620207,0.0,1,0,0,3.726245132
Dinoterb (Ref: LS 63133),High,2.5061,0.0,1.420615547,11.37477255,2.290090157,4.805817675,5.106527395,0,2.288608158,26.18620207,0.0,1,0,0,4.625282605
Dioxacarb (Ref: C8353),High,1.4502,15.81890826,1.457072312,4.794537184,2.201509458,5.027152629,19.52737747,0,2.220952221,6.290026729,0.0,1,0,1,3.250854564
Diphacinone,High,4.083,0.0,3.579955605,0.0,4.81720751,8.493140718,0.0,0,2.452810966,5.917906046,0.0,0,0,0,6.363846858
Diphenamid (Ref: L 34314),Not High,2.9067,0.0,2.026780959,0.0,2.9535353,6.009550743,4.899909731,0,2.230346167,5.917906046,0.0,0,0,0,4.487044766
Diquat dibromide,High,-5.0498,4.601851852,2.023116257,0.0,2.725529657,4.923417176,33.9629017,2,2.268204659,13.08951281,0.0,0,0,0,3.558545534
Disulfoton (Ref: ENT 23347),Not High,3.7702,11.01498913,0.780365496,0.0,7.97686825,10.17852728,9.047494323,0,2.172980403,20.7712116,8.968239796,0,0,0,10.1363342
Dithianon (Ref: BAS 216F),Not High,2.15134,0.489351852,1.95937985,0.0,5.29734648,7.132301898,0.0,0,2.1216811,0.0,1.815975057,0,0,0,5.989301049
Dithiopyr (Ref: RH 101664),Not High,5.2429,66.77089357,2.281940174,21.95207524,4.345202797,9.488256344,0.0,5,2.416962755,32.87003928,1.087676918,0,0,0,7.011872015
Diuron (Ref: DPX 14740),High,3.0869,0.0,0.809163962,10.48192346,2.316081626,4.694085425,10.21669833,2,2.045982019,0.0,11.50468147,1,0,1,3.767867972
DNOC (Ref: ENT 154),Not High,1.51702,0.0,0.986880867,11.37477255,1.672647938,3.555817675,5.106527395,0,2.209154529,6.9237372,0.0,1,0,0,2.644620172
Dodemorph,High,4.7689,5.902683184,4.022658741,0.0,5.038945837,9.149752643,4.736862954,0,2.26853974,102.7262859,0.0,0,0,0,7.12437503
Dodine (Ref: BAS 365F),Not High,3.2716,0.0,1.807396652,0.0,2.806044858,7.752022557,16.57386235,0,1.917205952,78.05569063,0.0,3,0,0,5.007584788
Endosulfan (Ref: OMS 570),High,3.6898,19.74662982,2.959223851,0.0,8.946869492,8.45621071,0.0,6,2.820580394,14.0816987,36.3513659,0,0,0,8.767340035
Endothal,Not High,-0.0508,5.258425926,2.305300531,0.0,2.84357504,4.220713257,14.94991774,0,2.552584181,25.04957602,0.0,2,0,0,3.518378596
Endrin,High,4.4814,4.346471403,5.298209214,0.0,10.2157933,8.516931628,4.736862954,6,2.889332386,32.71045309,39.52377457,0,0,0,9.581833664
Epoxiconazole (Ref: BAS 480F),Not High,3.7376,21.05107429,2.896611066,4.390415048,4.422682641,7.574399811,4.736862954,2,2.590963998,18.2497736,6.306301598,0,0,0,5.916047071
EPTC (Ref: R 1608),Not High,2.9815,0.0,1.048974529,4.794537184,2.306884503,5.659904658,4.899909731,0,2.094896231,33.61285484,1.406296296,0,0,0,3.901234637
Esfenvalerate (Ref: OMS 3023),Not High,6.67998,11.43290724,3.187393358,0.0,4.892707137,10.03890477,9.473725908,1,2.285009183,25.86934683,5.9640546,0,0,0,7.643305357
Ethaboxam (Ref: LGC 30473),Not High,3.19348,0.0,1.814793989,5.13155848,4.789983044,8.361856175,10.63357721,0,2.208118952,26.31013685,2.780499584,2,0,2,6.208056146
Ethalfluralin (Ref: EL 161),High,3.9242,38.47979891,2.044987171,30.23340397,2.949127258,6.419433479,4.899909731,3,2.384617734,20.02377292,0.0,0,0,0,4.846366189
Ethanethiol,Not High,0.9361,0.0,0.0,0.0,0.0,1.655790079,0.0,0,1.351577257,6.9237372,3.788580247,1,0,0,0.948683298
Ethephon,Not High,0.4029,9.84125,0.110096173,0.0,1.634500108,3.998189581,9.786823206,1,2.087854327,0.0,4.993942901,2,0,0,3.231819681
Ethiofencarb (Ref: BAY 108594),High,2.6579,5.128343726,1.085559991,4.794537184,2.764453588,5.982433684,10.05365156,0,2.058396992,12.67659081,1.798348214,1,0,1,4.158652783
Ethion (Ref: ENT 24105),High,5.0053,22.21836987,1.008732001,0.0,13.56584845,14.47873939,18.09498865,0,2.233794738,27.6949488,13.85579218,0,0,0,15.92704316
Ethirimol (Ref: PP149),Not High,1.85272,0.0,1.509575303,5.948339281,2.354625918,5.522658084,10.30076712,0,2.060737909,40.03367647,0.0,2,0,2,3.627999628
Ethofumesate (Ref: AE B049913),High,2.0576,38.47358579,2.125354752,0.0,3.529308258,7.876888605,13.65681134,0,2.422433879,32.4762288,0.0,0,0,0,6.647146241
Ethoprophos,High,4.4174,17.34976852,0.676098265,0.0,9.10542455,9.523826746,4.523747162,0,2.223895509,33.61285484,2.969351852,0,0,0,10.1438579
Ethoxyquin,Not High,3.6927,5.517237812,2.217260375,5.687386275,2.761065548,5.765290202,10.05365156,0,2.218405379,33.23387405,0.0,1,0,1,4.814440904
Ethoxysulfuron (Ref: AE F095404),Not High,1.3378,45.8154053,1.842348777,10.74287647,3.72330766,8.994399388,18.39367429,0,2.199195009,6.9237372,0.0,2,0,2,6.028705343
Etofenprox (Ref: MTI 500),Not High,6.372,17.45740493,2.999764023,0.0,4.555784076,9.696029414,14.21058886,0,2.206440293,32.79308403,0.0,0,0,0,7.39659233
Etoxazole (Ref: S 1283),Not High,5.1791,39.29443629,2.928781382,8.780830095,4.366067659,8.731449734,9.473725908,2,2.283692527,39.1517801,0.0,0,0,0,7.293330679
Etridiazole (Ref: Olin 2424),Not High,2.7635,7.302795729,0.506817655,0.0,2.065392351,4.981661576,4.736862954,3,2.280621253,10.71627314,17.65139172,0,0,0,4.810285321
Etrimfos,High,2.3338,20.90553256,1.139898912,0.0,4.409572727,8.039299764,18.30810444,0,2.199637562,20.26829602,5.116974233,0,0,0,6.299801526
Famoxadone (Ref: JE 874),Not High,4.7,11.18583064,2.946422041,10.48192346,4.483986902,8.788299675,9.473725908,0,2.520090006,12.52478801,0.0,1,0,1,6.459101443
Fenamidone (Ref: RPA 407213),Not High,4.23832,23.3021897,1.622637206,0.0,5.087074699,9.032420979,4.523747162,0,2.264356236,38.6322731,1.671529326,1,0,1,6.963739991
Fenamiphos (Ref: BAY 68138),Not High,4.0676,0.0,2.409314436,0.0,4.085556959,7.366363519,5.106527395,2,2.356579239,5.601050811,12.2654761,1,0,0,5.667938549
Fenarimol (Ref: EL 222),Not High,4.5488,5.869608253,2.532101754,0.0,3.955747051,7.95868152,4.736862954,0,2.123464366,32.60702369,0.0,0,0,0,6.741355704
Fenazaquin (Ref: DE 436),Not High,4.02588,1.72031893,2.82739944,0.0,4.444569843,8.132287812,0.0,1,2.326579443,24.80139012,5.948858741,0,0,0,6.215898384
Fenbutatin oxide (Ref: ENT 27738),High,4.099,-0.917876472,1.407177166,0.0,3.2348183,6.818532351,5.106527395,5,2.328602378,3.792535936,29.09497751,1,0,0,6.694333857
Fenchlorazole (Ref: HOE 072829),High,3.4504,0.0,1.106494297,0.0,2.082863358,4.766354482,0.0,2,2.02670913,0.0,11.52892511,0,0,0,3.47752168
Fenclorim (Ref: CGA 123407),Not High,4.6079,0.0,2.468180294,5.687386275,4.687329713,7.179414746,10.423316,2,2.343676267,39.02784531,11.87372517,2,0,1,6.091586787
Fenhexamid (Ref: KBR 2738),Not High,2.79932,15.2868624,1.167757704,5.687386275,4.47626705,7.133745112,13.57124149,0,2.194992045,6.9237372,5.02458559,0,0,0,6.257990692
Fenitrothion (Ref: OMS 43),Not High,3.4987,5.06779321,0.835488003,0.0,2.643840889,5.089123419,9.843390349,3,2.15164585,13.02770359,17.21681126,1,0,0,4.0166565
Fenoprop,Not High,3.2604,5.555887188,1.199442773,4.794537184,3.246192997,6.704038856,9.636772685,0,2.027533446,12.84164325,1.362225949,0,0,0,4.923581724
Fenothiocarb (Ref: KCO 3001),Not High,4.6039,21.4852614,2.11988767,0.0,3.52623509,8.099939978,18.6277398,1,2.15450696,19.95144079,5.913588535,0,0,0,5.613849954
Fenoxaprop-ethyl,Not High,4.6039,21.4852614,2.11988767,0.0,3.52623509,8.099939978,18.6277398,1,2.15450696,19.95144079,5.913588535,0,0,0,5.613849954
Fenoxaprop-P-ethyl (Ref: AE F046360),Not High,3.6038,15.94650349,1.732630424,4.794537184,2.718200094,7.140681975,19.52737747,0,2.003290758,6.9237372,0.0,1,0,1,4.382227711
Fenoxycarb (Ref: OMS 3010),Not High,3.86018,0.0,1.390984353,0.0,2.926633679,5.006217691,4.983978521,2,2.105317927,0.0,11.95957719,1,0,1,3.781038494
Fenpiclonil (Ref: CGA 142705),High,5.26898,11.32522156,3.504488244,0.0,5.747436614,8.70123212,9.473725908,0,2.688882472,33.79891519,0.0,0,0,0,7.810018891
Fenpropathrin (Ref: OMS 1999),Not High,4.6486,0.0,3.190494826,0.0,4.422680968,8.267450744,4.899909731,0,2.151196863,58.79322576,0.0,0,0,0,7.617487632
Fenpropidin (Ref: CGA 114900),High,4.2719,5.819561472,3.481983772,0.0,4.469230637,8.710052384,4.736862954,0,2.228871272,65.58616807,0.0,0,0,0,8.232079435
Fenpropimorph (Ref: CGA 101031),Not High,5.02682,12.98674686,2.799039472,0.0,4.247921227,9.96877546,14.31131449,0,2.174664671,39.90288157,0.0,0,0,0,8.04972042
Fenpyroximate (Ref: NNI 850),Not High,3.61302,15.6800463,1.185877754,0.0,5.375508648,8.38210725,13.57124149,0,2.179751488,11.81922068,6.828654783,0,0,0,7.032090108
Fentin hydroxide,High,1.7801,0.0,0.756764872,10.48192346,1.431240355,3.732841737,10.21669833,0,2.009048252,0.0,0.0,1,0,1,2.690605159
Fenuron,High,6.67998,11.43290724,3.187393358,0.0,4.892707137,10.03890477,9.473725908,1,2.285009183,25.86934683,5.9640546,0,0,0,7.643305357
Ferbam (Ref: ENT 14689),Not High,4.27918,88.35106728,1.890382997,32.16035306,4.703389038,8.030334573,5.733667477,8,2.42436785,16.58011249,11.47935377,1,0,0,6.810321767
Fipronil (Ref: BAS 350l),Not High,4.466,18.7054092,2.307634998,10.07780132,3.790806625,8.228859544,4.736862954,2,2.299181171,32.91701882,5.848047603,0,0,0,6.208407085
Flamprop-M-isopropyl (Ref: WL 43425),Not High,1.418,74.19050514,1.787109156,23.91412161,4.169446691,8.379485546,9.473725908,3,2.382590405,11.2022585,0.0,2,0,2,6.287468014
Flazasulfuron (Ref: OK 1166),High,7.9583,49.81488492,5.595610198,13.17124514,7.623642952,12.99103723,14.26054129,3,2.333395051,37.46063582,0.0,1,0,0,10.08850353
Flocoumafen (Ref: BAS 322l),High,1.35378,37.3742902,1.037622625,13.17124514,1.699102408,4.128865816,5.316788604,3,2.345648555,6.176298517,0.0,1,0,1,2.759809266
Flonicamid (Ref: IKI 220),High,1.351,72.49613713,1.833818305,18.85863142,4.019480625,7.736595763,4.736862954,3,2.256184583,5.156436482,0.0,1,0,1,6.00092627
Florasulam (Ref: DE 570),High,5.0033,53.49659586,2.002041429,13.17124514,3.496822107,8.437608645,14.21058886,3,2.302727286,38.96938255,0.0,0,0,0,5.737467707
Fluazifop-butyl (Ref: SL 236),Not High,5.0033,53.49659586,2.002041429,13.17124514,3.496822107,8.437608645,14.21058886,3,2.302727286,38.96938255,0.0,0,0,0,5.737467707
Fluazifop-P-butyl (Ref: R154875),Not High,5.986,77.03458329,2.079115906,49.22251189,3.985677125,7.620478537,5.316788604,8,2.420901306,12.35259703,11.05003701,1,0,1,5.955167142
Fluazinam (Ref: IKF 1216),Not High,5.2261,58.63787496,2.142559822,17.56166019,4.196274007,8.10263498,4.736862954,6,2.388500209,26.1277393,8.667988141,0,0,0,6.598724159
Fluazolate,High,5.911,27.35082291,3.24371553,19.26275355,5.37881779,10.89349204,10.15437719,3,2.289740329,19.44852521,5.957416993,2,0,2,8.169397416
Flucycloxuron (Ref: OMS 3041),High,6.62798,40.50162096,3.373876981,8.780830095,4.875995272,10.34822025,14.21058886,2,2.287476712,32.48085192,0.0,0,0,0,7.602857848
Flucythrinate (Ref: OMS 2007),Not High,2.87488,34.87524085,1.860406893,8.780830095,2.58469929,5.066785326,14.45770443,2,2.442556726,6.294649851,0.0,1,0,1,3.694821692
Fludioxonil (Ref: CGA 173506),Not High,3.5164,55.28999467,1.907480499,23.24904647,3.738541189,7.609844457,9.636772685,4,2.357187398,26.06561375,0.209914917,0,0,0,5.933525349
Flufenacet (Ref: FOE 5043),Not High,6.5303,84.86924318,2.58151446,36.82441374,4.388022121,9.237421389,10.05365156,7,2.307474866,6.176298517,5.777096736,2,0,2,6.798781939
Flufenoxuron (Ref: BAS 3071),High,3.5322,27.25419444,1.791164541,8.780830095,3.109603014,6.310705579,0.0,3,2.155738789,0.0,6.010452819,0,0,0,4.530918685
Diflovidazin (Ref: SZ1 121),Not High,1.51172,54.31214778,1.734887168,14.46821637,3.893184025,7.518574424,0.0,2,2.237345917,12.08017368,0.0,1,0,1,5.986173362
Flumetsulam (Ref: DE 498),High,1.9281,19.93589152,3.605141096,15.7651876,4.85202909,8.336004942,4.736862954,1,2.412848854,25.68328649,0.0,0,0,0,6.353956116
Flumioxazin (Ref: S 53482),Not High,2.7989,37.02226899,1.008556543,23.6531686,1.847349202,4.460472049,10.21669833,3,2.299756348,6.176298517,0.0,1,0,1,3.403143417
Fluometuron,High,4.9906,37.57839805,1.71845897,13.17124514,3.808119792,7.270865792,5.316788604,6,2.31158404,12.72105492,17.55432635,1,0,1,5.651205536
Fluopicolide (Ref: AE C638206),High,-0.5588,10.6412037,0.0,4.390415048,0.131706148,1.113613912,5.733667477,1,1.813068802,0.0,0.0,1,0,0,0.599943464
Fluoroacetamide,High,4.3007,47.67863619,1.993284661,18.85863142,3.493751809,7.585172381,14.5802533,4,2.309136628,6.176298517,5.76384641,1,0,0,5.558158686
Fluoroglycofen,Not High,4.5645,31.8012596,2.680496381,4.390415048,4.375869057,9.692822112,23.88576603,2,2.238885742,0.0,6.074785895,0,0,0,6.536454948
Flupyrsulfuron-methyl-sodium,High,3.4123,16.18355569,2.491001574,4.390415048,4.124673576,7.82750389,0.0,3,2.172296766,0.0,12.19531565,0,0,0,5.993257428
Fluquinconazole (Ref: AE C597265),High,4.1723,42.46776375,1.413175542,13.17124514,3.407558368,6.517012304,4.736862954,4,2.396064273,12.78318048,5.876732529,0,0,0,5.285231722
Flurazole (Ref: MON 4606),Not High,4.7381,40.45291339,2.598905861,13.17124514,3.7404152,7.294083306,4.567099648,3,2.30221701,6.176298517,0.0,0,0,0,5.524731348
Fluridone,Not High,3.5144,37.86264073,1.977323855,18.85863142,3.955673156,6.500821867,4.899909731,5,2.396782183,11.55338639,11.58655066,0,0,0,5.091878116
Flurochloridone (Ref: R 40244),Not High,1.5731,17.52898164,0.735728357,10.07780132,2.098701633,4.332847999,15.57705783,3,2.163814729,0.0,10.99618012,2,0,0,3.187748137
Fluroxypyr (Ref: DOW 43304-H),High,3.2671,40.37185872,2.239947492,13.17124514,3.364226611,6.573690504,9.843390349,3,2.361773429,25.81088407,0.0,1,0,0,5.120415264
Flurprimidol (Ref: EL 500),Not High,3.934,44.4134928,2.628841322,13.17124514,3.755253453,7.270298337,10.05365156,3,2.377070735,12.28026491,0.0,1,0,1,5.305513138
Flurtamone (Ref: RPA 590515),Not High,1.9885,28.26836231,2.623092027,8.780830095,8.079186574,9.63038238,0.0,2,2.325885013,12.71504191,0.0,0,0,0,9.574095537
Flusilazole (Ref: DPX H6573),High,4.7212,65.00249358,1.792817834,24.54601769,4.966811193,8.490407913,0.0,5,2.34244967,11.07178199,11.20682198,1,0,1,7.162972025
Flusulfamide (Ref: MTF 651),Not High,4.7449,44.35392273,2.046068095,18.85863142,2.940780452,7.014315273,10.05365156,3,2.343260805,26.1277393,0.0,1,0,1,5.191904635
Flutolanil (Ref: NNF 136),High,2.4924,28.74837144,2.403008115,8.780830095,3.498612086,6.652865461,5.106527395,2,2.346488781,12.14580722,0.0,1,0,0,4.940074213
Flutriafol (Ref: PP 450),High,3.2585,-0.883899282,1.353553655,0.0,3.293889834,6.043747277,0.0,3,2.40124282,3.124567919,17.17095711,0,0,0,7.100942799
Folpet,Not High,3.7487,67.23562998,2.02998444,18.85863142,4.026004898,9.398206075,4.736862954,4,2.309133823,6.176298517,5.764699384,1,0,1,7.540094473
Fomesafen (Ref: PP 021),High,4.1446,5.671445578,1.020840663,0.0,8.207573532,9.008685936,4.523747162,0,2.153694733,18.74295787,7.255402494,0,0,0,10.29588796
Fonofos (Ref: N-2790),Not High,0.2743,37.34430135,2.293127745,16.43026274,5.054041684,9.959960749,19.69042424,0,2.26159894,4.895483476,0.0,3,0,3,7.659428981
Foramsulfuron (Ref: AE F130360),High,3.379,0.0,1.295146905,16.16930973,2.22279172,5.362918882,10.63357721,1,2.0193658,0.0,5.705672228,2,0,2,3.699638784
Forchlorfenuron (Ref: KT 30),High,-0.1849,0.0,0.0,0.0,0.0,0.288675135,4.794537184,0,0.636352379,0.0,0.0,0,0,0,0.0
Formaldehyde,High,1.6262,4.973459467,0.967509129,10.48192346,1.670038426,4.818171409,14.95356129,0,2.005943743,0.0,0.0,1,0,1,3.345055899
Formetanate (Ref: SN 36056),Not High,0.8517,9.916685091,0.474823519,0.0,7.005083358,7.786701524,9.047494323,0,2.190056636,0.0,6.123119803,0,0,0,8.719755302
Formothion (Ref: SAN 6913I),High,0.287,14.49976852,0.23860949,4.794537184,1.747780597,3.854846704,15.15082624,0,2.256019372,6.9237372,0.0,2,0,0,3.016211517
Fosetyl-aluminium (Ref: RP 32545),High,3.8315,19.40893519,1.229797733,4.794537184,8.508343103,9.456563374,4.523747162,0,2.400446965,32.44197125,2.511909722,0,0,0,9.204770844
Fosthiazate (Ref: IKI 1145),Not High,2.8229,5.25534486,1.482797002,0.0,2.14394424,4.419732072,9.401129458,0,2.051849741,0.0,0.0,1,0,1,3.079860675
Fuberidazole,Not High,3.10474,9.995991355,2.451655518,5.687386275,3.560751663,6.981243758,9.154013891,0,2.316387387,26.81305243,0.0,0,0,0,5.092005106
Furalaxyl (Ref: IPE 134),Not High,4.2624,18.90579551,2.47116656,9.589074368,4.522884419,9.312860551,14.21058886,0,2.328384492,45.63472728,0.902881065,0,0,0,7.954150609
Furathiocarb (Ref: CGA 73102),Not High,1.0921,4.614583333,0.358319304,0.0,0.659336941,1.919545602,4.417150937,0,1.841889945,0.0,0.0,0,0,0,1.133270707
