Unnamed: 0,Environmental fate,BCUT2D_LOGPHI,MolLogP,Chi1v,MinAbsEStateIndex,MaxPartialCharge,MinPartialCharge,qed,BalabanJ,SMR_VSA10,Chi2v,MinAbsPartialCharge,BCUT2D_CHGLO,FpDensityMorgan3,BCUT2D_MRLOW,BCUT2D_MRHI
Ethoxyquin,Not High,2.350582561,3.6927,5.765290202,0.03195779,0.11953089,-0.493864526,0.815319299,2.415269975,11.2604908,4.814440904,0.11953089,-2.311305436,2.75,0.339927801,5.804223527
Ethoxysulfuron (Ref: AE F095404),Not High,2.26974324,1.3378,8.994399388,0.070417049,0.410765203,-0.489924941,0.674203528,2.08549762,22.28361867,6.028705343,0.410765203,-2.120489292,2.222222222,0.255183705,7.852465892
Etofenprox (Ref: MTI 500),Not High,2.266381517,6.372,9.696029414,0.080462708,0.127290014,-0.493889759,0.434032844,1.554564869,0.0,7.39659233,0.127290014,-2.251252895,2.178571429,0.082368213,5.338583881
Etoxazole (Ref: S 1283),Not High,2.357090927,5.1791,8.731449734,0.006531124,0.222458721,-0.493501585,0.753084325,1.98311147,5.897745344,7.293330679,0.222458721,-2.217554404,2.461538462,0.304289605,5.95371499
Etridiazole (Ref: Olin 2424),Not High,2.371821061,2.7635,4.981661576,0.153657407,0.292848799,-0.469290742,0.753942201,2.77271485,46.33530628,4.810285321,0.292848799,-2.024187122,2.583333333,0.337313058,7.069661885
Etrimfos,High,2.474102155,2.3338,8.039299764,0.30308642,0.380781287,-0.47777629,0.714578856,3.002764093,18.52546332,6.299801526,0.380781287,-2.175165628,2.277777778,0.268029694,8.07277349
Famoxadone (Ref: JE 874),Not High,2.352620826,4.7,8.788299675,0.487888146,0.437044414,-0.457384201,0.701061483,1.528649021,17.68780607,6.459101443,0.437044414,-2.205553974,2.035714286,-0.135197741,6.036795368
Fenamidone (Ref: RPA 407213),Not High,2.446866642,4.23832,9.032420979,0.017547084,0.458438966,-0.413170238,0.602862305,2.901875396,19.50837338,6.963739991,0.413170238,-2.211578506,2.578947368,0.265417965,7.982595318
Fenamiphos (Ref: BAY 68138),Not High,2.391201909,4.0676,7.366363519,0.461854686,0.14447389,-0.375905146,0.786937828,2.274825247,23.20187978,5.667938549,0.14447389,-2.297584072,2.090909091,0.124741584,6.31270284
Fenarimol (Ref: EL 222),Not High,2.22856397,4.5488,7.95868152,0.18938903,0.223949529,-0.476794111,0.709080297,1.648455411,10.90292493,6.741355704,0.223949529,-2.187024278,2.391304348,0.313019084,5.823922209
Fenazaquin (Ref: DE 436),Not High,2.30821572,4.02588,8.132287812,0.473316545,0.137253803,-0.251021684,0.682628264,1.886449909,11.60093989,6.215898384,0.137253803,-2.268317754,2.458333333,0.401565814,6.300830324
Fenbutatin oxide (Ref: ENT 27738),High,2.385157555,4.099,6.818532351,0.190627362,0.375327096,-0.475288814,0.802727794,2.686984421,63.97400474,6.694333857,0.375327096,-2.124231665,2.4,0.068333287,6.660863998
Fenchlorazole (Ref: HOE 072829),High,2.190027598,3.4504,4.766354482,0.350789872,0.162022421,-0.216213994,0.694284963,2.52130359,23.20187978,3.47752168,0.162022421,-1.997359323,2.0,1.176141657,6.328243444
Fenclorim (Ref: CGA 123407),Not High,2.396963626,4.6079,7.179414746,0.031614386,0.229849812,-0.506335191,0.78385225,2.169336128,34.79644578,6.091586787,0.229849812,-2.316944328,2.473684211,-0.125888901,6.444175883
Fenhexamid (Ref: KBR 2738),Not High,2.47997585,2.79932,7.133745112,0.028227198,0.379519646,-0.424122451,0.467954403,2.989649487,24.2128496,6.257990692,0.379519646,-2.177438852,2.352941176,-0.385013243,8.07279853
Fenitrothion (Ref: OMS 43),Not High,2.337713456,3.4987,5.089123419,0.195339506,0.344095177,-0.478514046,0.854365339,2.952681123,40.77212496,4.0166565,0.344095177,-2.118810204,2.333333333,-0.143699968,6.431292218
Fenoprop,Not High,2.109959697,3.2604,6.704038856,0.119423834,0.280609384,-0.493601292,0.728764262,2.001391013,17.00109666,4.923581724,0.280609384,-2.08731801,2.588235294,0.240955332,8.130174067
Fenothiocarb (Ref: KCO 3001),Not High,2.279333532,4.6039,8.099939978,0.116506169,0.399781331,-0.479029226,0.597202989,1.660184252,28.66996604,5.613849954,0.399781331,-2.129234694,2.64,-0.150033789,6.306962327
Fenoxaprop-ethyl,Not High,2.279333532,4.6039,8.099939978,0.116506169,0.399781331,-0.479029226,0.597202989,1.660184252,28.66996604,5.613849954,0.399781331,-2.129234694,2.64,-0.150033789,6.306962327
Fenoxaprop-P-ethyl (Ref: AE F046360),Not High,2.228249534,3.6038,7.140681975,0.356713206,0.406734525,-0.491755566,0.793809662,1.737291997,6.093240071,4.382227711,0.406734525,-2.088948814,2.272727273,0.149707411,5.66470645
Fenoxycarb (Ref: OMS 3010),Not High,2.341729104,3.86018,5.006217691,0.467839506,0.10137092,-0.365848393,0.80300668,2.653105342,23.20187978,3.781038494,0.10137092,-2.030722501,2.666666667,1.402107276,6.4330114
Fenpiclonil (Ref: CGA 142705),High,2.683861735,5.26898,8.70123212,0.122661047,0.311226638,-0.457370815,0.690078528,1.738946238,5.969305288,7.810018891,0.311226638,-2.135295922,2.192307692,-0.14951244,5.788663886
Fenpropathrin (Ref: OMS 1999),Not High,2.228005207,4.6486,8.267450744,0.261852274,0.001019448,-0.303061011,0.77166647,1.855724334,0.0,7.617487632,0.001019448,-2.288039948,2.15,0.200144827,5.272552209
Fenpropidin (Ref: CGA 114900),High,2.229004585,4.2719,8.710052384,0.240301539,0.067769684,-0.372905249,0.823291594,1.874877324,0.0,8.232079435,0.067769684,-2.362515596,2.136363636,-0.07084684,5.272662945
Fenpropimorph (Ref: CGA 101031),Not High,2.254171171,5.02682,9.96877546,0.263178529,0.338141019,-0.456370146,0.303936744,1.608971621,12.18390587,8.04972042,0.338141019,-2.189741131,2.419354839,0.006940639,5.892543092
Fenpyroximate (Ref: NNI 850),Not High,2.479675882,3.61302,8.38210725,0.682716049,0.379519593,-0.424129972,0.605654616,2.905013649,30.28734827,7.032090108,0.379519593,-2.182893462,2.3125,0.2728992,8.072881719
Fentin hydroxide,High,2.04366057,1.7801,3.732841737,0.11,0.320816638,-0.330653043,0.673780038,2.58978298,11.71850079,2.690605159,0.320816638,-2.107472651,2.333333333,0.230479025,5.882716668
Fenuron,High,2.308390496,6.67998,10.03890477,0.008549395,0.314836582,-0.457370815,0.400527452,1.783363986,17.57024518,7.643305357,0.314836582,-2.217231227,2.2,-0.149517999,6.301046825
Ferbam (Ref: ENT 14689),Not High,2.396844196,4.27918,8.030334573,0.432884543,0.475597607,-0.382527754,0.711515576,2.745101436,39.8193116,6.810321767,0.382527754,-2.130957301,2.038461538,-0.137129918,7.857429447
Fipronil (Ref: BAS 350l),Not High,2.260623157,4.466,8.228859544,0.131677217,0.328720395,-0.461436269,0.736359353,2.450781723,29.16481118,6.208407085,0.328720395,-2.285367299,2.28,-0.147992627,6.307421118
Flamprop-M-isopropyl (Ref: WL 43425),Not High,2.322894066,1.418,8.379485546,0.010101064,0.418763723,-0.480765414,0.760496417,2.259102281,22.00274495,6.287468014,0.418763723,-2.126563009,2.259259259,-0.139882477,7.896179968
Flazasulfuron (Ref: OK 1166),High,2.454660133,7.9583,12.99103723,0.042298783,0.415909871,-0.506591997,0.229026498,1.243098691,10.96924436,10.08850353,0.415909871,-2.318284557,2.325,-0.137149361,5.839868097
Flocoumafen (Ref: BAS 322l),High,2.306971459,1.35378,4.128865816,0.356126228,0.416797949,-0.338873031,0.778259468,3.051643384,5.907179729,2.759809266,0.338873031,-2.1029204,2.8125,-0.137535713,5.95162149
Flonicamid (Ref: IKI 220),High,2.220016894,1.351,7.736595763,0.224609053,0.319005656,-0.466700054,0.755078302,2.106326144,21.35785465,6.00092627,0.319005656,-2.062647876,2.458333333,0.362987763,7.921068252
Florasulam (Ref: DE 570),High,2.299384841,5.0033,8.437608645,0.031979953,0.41739355,-0.479029224,0.474091928,1.899936571,5.969305288,5.737467707,0.41739355,-2.139950659,2.333333333,-0.150762039,5.741455287
Fluazifop-butyl (Ref: SL 236),Not High,2.299384841,5.0033,8.437608645,0.031979953,0.41739355,-0.479029224,0.474091928,1.899936571,5.969305288,5.737467707,0.41739355,-2.139950659,2.333333333,-0.150762039,5.741455287
Fluazifop-P-butyl (Ref: R154875),Not High,2.482888955,5.986,7.620478537,0.059866308,0.417857515,-0.327614557,0.33771151,2.739217712,46.08190138,5.955167142,0.327614557,-2.141050427,1.965517241,-0.392158701,6.346414201
Fluazinam (Ref: IKF 1216),Not High,2.406463162,5.2261,8.10263498,0.16863111,0.433674621,-0.459336732,0.482158021,2.631551497,33.50018908,6.598724159,0.433674621,-2.107425378,2.44,-0.143811586,9.103790828
Fluazolate,High,2.33482305,5.911,10.89349204,0.223544634,0.325656928,-0.390677482,0.323595638,1.312099898,34.93830541,8.169397416,0.325656928,-2.089723379,2.235294118,0.095862244,6.302596773
Flucycloxuron (Ref: OMS 3041),High,2.31360348,6.62798,10.34822025,0.004855647,0.387031973,-0.457370815,0.341733964,1.75775628,5.969305288,7.602857848,0.387031973,-2.219251942,2.121212121,-0.149534608,5.78707548
Flucythrinate (Ref: OMS 2007),Not High,2.468835099,2.87488,5.066785326,0.039268707,0.585808905,-0.395259311,0.843643438,2.174022074,0.0,3.694821692,0.395259311,-2.059220243,2.777777778,-0.286233285,5.778260904
Fludioxonil (Ref: CGA 173506),Not High,2.334329016,3.5164,7.609844457,0.209914917,0.444668905,-0.458810164,0.763089426,2.058570767,22.93135188,5.933525349,0.444668905,-2.261837044,2.375,-0.137633366,7.126800529
Flufenacet (Ref: FOE 5043),Not High,2.364182236,6.5303,9.237421389,0.162388027,0.415966453,-0.455697245,0.410274326,1.683398895,29.22662041,6.798781939,0.415966453,-2.123454207,2.121212121,-0.137143273,6.316931452
Flufenoxuron (Ref: BAS 3071),High,2.25002503,3.5322,6.310705579,0.181571712,0.20906394,-0.206080348,0.726500525,2.043375686,11.60093989,4.530918685,0.206080348,-2.03498833,1.904761905,0.585357557,6.326645606
Diflovidazin (Ref: SZ1 121),Not High,2.207739151,1.51172,7.518574424,0.064241255,0.299162591,-0.27112509,0.788298046,2.0454353,21.48833115,5.986173362,0.27112509,-2.061540483,2.5,0.57870691,7.921060378
Flumetsulam (Ref: DE 498),High,2.412183101,1.9281,8.336004942,0.016955782,0.265381529,-0.481453307,0.601242614,1.79247762,29.09631174,6.353956116,0.265381529,-2.290184812,2.346153846,-0.12141705,6.327790297
Flumioxazin (Ref: S 53482),Not High,2.300821107,2.7989,4.460472049,0.11900463,0.415985524,-0.330653042,0.79288125,2.875199039,11.71850079,3.403143417,0.330653042,-2.130221284,2.4375,-0.137096426,5.884836933
Fluometuron,High,2.307716148,4.9906,7.270865792,0.068395797,0.417441637,-0.346233789,0.811086918,2.1373626,40.7099994,5.651205536,0.346233789,-2.107491592,2.260869565,-0.137384573,6.392295597
Fluopicolide (Ref: AE C638206),High,1.553270371,-0.5588,1.113613912,0.912037037,0.248327426,-0.367402297,0.447628286,2.847378923,5.907179729,0.599943464,0.248327426,-1.698417348,2.2,-0.118322998,5.742498244
Fluoroacetamide,High,2.367782459,4.3007,7.585172381,0.17172808,0.415966453,-0.478721608,0.421205901,2.341622919,29.22693674,5.558158686,0.415966453,-2.116031123,2.392857143,-0.3847615,6.316896672
Fluoroglycofen,Not High,2.333167197,4.5645,9.692822112,0.097269727,0.280314022,-0.470235177,0.377774995,1.663260309,23.21037024,6.536454948,0.280314022,-2.165306889,2.375,0.067190868,6.454281946
Flupyrsulfuron-methyl-sodium,High,2.254194914,3.4123,7.82750389,0.120261086,0.267091293,-0.268105433,0.537926921,2.149831727,34.10480471,5.993257428,0.267091293,-2.140240373,2.64,0.628815565,6.353415404
Fluquinconazole (Ref: AE C597265),High,2.358267331,4.1723,6.517012304,0.11856198,0.43462663,-0.456579876,0.796362852,2.137975563,28.90703106,5.285231722,0.43462663,-2.063921891,2.55,-0.140800552,7.171563363
Flurazole (Ref: MON 4606),Not High,2.314310712,4.7381,7.294083306,0.240697279,0.415931256,-0.355741992,0.665586447,2.201546196,0.0,5.524731348,0.355741992,-2.11201687,2.041666667,-0.137101189,5.716423537
Fluridone,Not High,2.341533953,3.5144,6.500821867,0.189849419,0.415985636,-0.310732717,0.765347074,2.307280069,34.79644578,5.091878116,0.310732717,-2.175349735,2.578947368,-0.137197703,6.344573002
Flurochloridone (Ref: R 40244),Not High,2.345359144,1.5731,4.332847999,0.219768519,0.341291599,-0.478722379,0.800412077,3.036546982,34.85857134,3.187748137,0.341291599,-2.074594781,2.666666667,-0.138900834,6.390421107
Fluroxypyr (Ref: DOW 43304-H),High,2.366097207,3.2671,6.573690504,0.242699554,0.572596301,-0.405799661,0.941210379,2.383382761,0.0,5.120415264,0.405799661,-2.32397204,2.0,-0.274195427,5.373742175
Flurprimidol (Ref: EL 500),Not High,2.38260943,3.934,7.270298337,0.122641723,0.415931274,-0.462087423,0.924717506,2.017452062,11.35634948,5.305513138,0.415931274,-2.106321441,2.375,-0.137220573,6.24670325
Flurtamone (Ref: RPA 590515),Not High,2.097048608,1.9885,9.63038238,0.26392411,0.137239384,-0.255118071,0.689487276,2.078200679,18.44732359,9.574095537,0.137239384,-2.281110553,1.818181818,0.627718443,7.000432724
Flusilazole (Ref: DPX H6573),High,2.362883532,4.7212,8.490407913,0.226133944,0.417386364,-0.278107562,0.578192835,2.421109749,44.59994348,7.162972025,0.278107562,-2.127991659,2.2,-0.384419525,7.923460775
Flusulfamide (Ref: MTF 651),Not High,2.318823628,4.7449,7.014315273,0.049160261,0.416685863,-0.490941485,0.881959465,2.23461549,11.594566,5.191904635,0.416685863,-2.137288498,2.434782609,-0.137440414,6.050489797
Flutolanil (Ref: NNF 136),High,2.326056514,2.4924,6.652865461,0.042097506,0.137255085,-0.378312046,0.80526705,2.128574291,0.0,4.940074213,0.137255085,-2.291001859,2.409090909,0.053501373,5.363913214
Flutriafol (Ref: PP 450),High,2.434581707,3.2585,6.043747277,0.328009259,0.27139128,-0.267598624,0.453366373,2.356719301,58.5651021,7.100942799,0.267598624,-2.166116389,1.8125,0.077676754,8.031238345
Folpet,Not High,2.367084759,3.7487,9.398206075,0.188972506,0.415966453,-0.455775254,0.561142163,2.410928718,33.21879705,7.540094473,0.415966453,-2.117433808,2.357142857,-0.384671336,7.888671087
Fomesafen (Ref: PP 021),High,2.620372703,4.1446,9.008685936,0.713245386,0.123405262,-0.341338248,0.722425155,2.705488351,28.65518369,10.29588796,0.123405262,-2.182641127,2.428571429,0.385306778,8.689730211
Fonofos (Ref: N-2790),Not High,2.22190669,0.2743,9.959960749,0.066214437,0.335023154,-0.480765414,0.476006502,2.364006169,40.00740626,7.659428981,0.335023154,-2.157505621,2.193548387,-0.104970004,7.897787843
Foramsulfuron (Ref: AE F130360),High,2.12296919,3.379,5.362918882,0.320864198,0.32318098,-0.307721799,0.799653315,1.983432616,29.00682695,3.699638784,0.307721799,-2.066818603,2.470588235,0.261870199,6.292565421
Forchlorfenuron (Ref: KT 30),High,0.494444445,-0.1849,0.288675135,2.0,0.106382254,-0.307097026,0.360624458,2.0,6.7890761,0.0,0.106382254,-0.837067152,1.5,-0.097944262,5.104944262
Formaldehyde,High,2.190111597,1.6262,4.818171409,0.465514928,0.411839586,-0.410282817,0.623076142,2.745753925,18.11916171,3.345055899,0.410282817,-2.045644322,2.875,0.202727342,5.702745314
Formetanate (Ref: SN 36056),Not High,2.590266321,0.8517,7.786701524,0.07757716,0.246795908,-0.32503076,0.519212858,4.109305021,41.19939352,8.719755302,0.246795908,-2.164967066,2.428571429,-0.13392126,8.676135436
Formothion (Ref: SAN 6913I),High,2.403249786,0.287,3.854846704,0.003256173,0.414900066,-0.359148202,0.569746481,4.035742079,13.24403046,3.016211517,0.359148202,-2.031348664,2.444444444,0.239697353,7.702823984
Fosetyl-aluminium (Ref: RP 32545),High,2.654585434,3.8315,9.456563374,0.117975561,0.356220636,-0.305860116,0.693185878,2.781716317,35.10424026,9.204770844,0.305860116,-2.268359428,2.75,0.240741511,8.560047082
Fosthiazate (Ref: IKI 1145),Not High,2.194367615,2.8229,4.419732072,0.765,0.174063193,-0.461099921,0.631386875,2.244094775,11.03340144,3.079860675,0.174063193,-1.853290543,2.785714286,0.578155648,5.777141669
Fuberidazole,Not High,2.282238365,3.10474,6.981243758,0.179079743,0.328191402,-0.467478416,0.814155039,2.552598306,17.56387129,5.092005106,0.328191402,-2.291715835,2.272727273,-0.141191739,6.080552643
Furalaxyl (Ref: IPE 134),Not High,2.415373377,4.2624,9.312860551,0.325435601,0.426059795,-0.483302329,0.540783131,1.923244044,24.32044113,7.954150609,0.426059795,-2.219559946,2.615384615,0.128560524,7.951823647
Furathiocarb (Ref: CGA 73102),Not High,1.922041332,1.0921,1.919545602,0.375,0.184800866,-0.461564813,0.489695019,2.962094526,6.286160523,1.133270707,0.184800866,-1.683375172,2.857142857,0.109579731,5.694580577
Furfural,High,2.60399413,6.54398,9.79046734,0.391808582,0.426122298,-0.457370815,0.469387702,1.72297074,17.57024518,8.178015538,0.426122298,-2.133534975,2.419354839,-0.149129521,6.299408648
Gamma-cyhalothrin (Ref: DE 225),Not High,2.392671932,3.6444,5.927922024,0.436728395,0.069266909,-0.119663787,0.597603942,2.760252076,69.60563934,5.690274214,0.069266909,-2.372857126,0.5,0.543982351,6.447463851
Lindane (Ref: OMS 17),High,2.768991042,1.0271,8.860878777,0.180416667,0.3156484,-0.481000735,0.483832596,1.784126178,11.93861058,8.936414125,0.3156484,-2.438688888,2.84,-0.162720471,5.861516417
Gibberellic acid,High,2.35166552,-1.2699,5.376551691,0.0,0.197242619,-0.548452479,0.482810134,0.0,13.33813282,5.037941427,0.197242619,-2.123477761,2.416666667,-0.307031246,7.566374763
Glufosinate-ammonium (Ref: HOE 039866),Not High,2.311388322,-1.2042,4.18479697,0.439375,0.338732717,-0.480291341,0.393419205,3.38633764,13.56506761,3.288909465,0.338732717,-2.015904349,2.3,-0.135388929,7.511901841
Glyphosate (Ref: MON 0573),Not High,2.060532704,1.804,9.941476447,0.202704205,0.18540334,-0.370153153,0.144764996,3.049786398,11.91910914,6.605813161,0.18540334,-2.049711759,1.16,0.540066936,5.754047964
Guazatine (Ref: EM 379),Not High,2.161336558,3.9257,7.628066201,0.263505991,0.272280679,-0.267426099,0.848202837,2.244270661,23.41529935,6.561664907,0.267426099,-2.351234422,2.0,0.035841095,6.302106045
Halofenozide (Ref: RH 0345),High,2.344016347,4.398,6.944922758,0.183111982,0.417446253,-0.479035413,0.854551249,2.100899366,17.57024518,5.087711566,0.417446253,-2.11794129,2.333333333,-0.143817559,6.31440576
Haloxyfop-P (Ref: DE 535 acid),High,2.777235338,5.2415,7.550350864,0.205030864,0.166722928,-0.118069554,0.402355653,2.31718428,81.20657923,8.286387401,0.118069554,-2.340652416,2.0,0.419846472,6.655248642
Heptachlor (Ref: ENT 15152),High,2.582728453,3.0602,6.422304516,0.20474537,0.528752215,-0.406950363,0.568176362,2.115993974,19.42363701,5.626466814,0.406950363,-2.335595147,2.733333333,0.155327517,7.481199751
Heptenophos (Ref: OMS 1845),Not High,2.454779788,5.607,4.901680257,0.109012346,0.080957191,-0.080957191,0.429142859,3.603567451,69.60563934,4.151680257,0.080957191,-2.056476063,0.5,1.692097149,6.586478614
Hexachlorobenzene (Ref: ENT 1719),High,2.348886335,3.6629,7.308770976,0.313841648,0.137254845,-0.383160576,0.884993813,2.340947918,23.20187978,5.696002915,0.137254845,-2.291470673,2.75,0.004291041,6.346654631
Hexaconazole (Ref: PP 523),High,2.396490253,5.4702,8.080147335,0.27127887,0.460830003,-0.425098379,0.58094626,2.141404953,40.8275603,6.052883085,0.425098379,-2.188425204,2.034482759,-0.252650366,6.373416024
Hexaflumuron (Ref: XRD 473),High,2.252061181,0.5132,6.389832132,0.021909486,0.35470209,-0.348118609,0.769349232,2.520969913,5.948339281,5.092232192,0.348118609,-2.239442302,2.333333333,0.326182116,5.252081942
Hexazinone (Ref: DPX A3674),High,2.429111365,4.9807,9.37598436,0.044562495,0.324787972,-0.334860438,0.816031041,1.686388,34.63315107,7.780186822,0.324787972,-2.27279755,2.52173913,0.1838238,8.137201993
Hexythiazox (Ref: NA 73),Not High,2.29800401,6.3818,10.64570337,0.002663447,0.415910214,-0.354346027,0.287896323,1.801213279,23.82327979,8.737275612,0.354346027,-2.27964744,1.685714286,-0.137964068,6.085477646
Hydramethylnon (Ref: BAS 315l),Not High,1.826328564,0.27632,1.939722705,0.18287037,0.279579269,-0.383839841,0.507261749,3.296343585,0.0,1.323362893,0.279579269,-1.664187379,2.714285714,0.391935941,4.87778128
Hymexazol (Ref: F 319),High,2.203731295,2.1584,6.267413692,0.023886054,0.409773963,-0.446403398,0.80331413,2.495103834,6.093240071,4.457905823,0.409773963,-2.34829118,2.9375,0.041332919,5.679273451
Icaridin (Ref: KBR 3023),Not High,2.291331799,4.1338,6.59208135,0.169475309,0.102221202,-0.367558429,0.749446134,2.224866377,23.20187978,4.879598612,0.102221202,-2.190773599,2.894736842,0.060764668,6.346192671
Imazalil (Ref: R 023979),Not High,2.290654285,4.14544,13.79848773,0.056838756,0.338106998,-0.46540017,0.496332058,2.3e-07,35.42420961,11.51475391,0.338106998,-2.211106629,1.571428571,-0.124788878,6.190629127
Imazamethabenz-methyl (Ref: AC 222293),High,2.269059363,1.2173,6.920752264,0.012401738,0.337550666,-0.477580523,0.85141806,2.493170855,17.7121048,5.694655836,0.337550666,-2.210778595,2.681818182,-0.124016911,6.169547299
Imazamox (Ref: BAS 720H),High,2.265557219,1.0709,5.959591845,0.001842876,0.337538763,-0.477580653,0.850946534,2.506540118,17.7121048,4.92147912,0.337538763,-2.210732586,2.684210526,-0.124016273,6.168920234
Imazapyr,Not High,2.276450468,2.2241,7.374358491,0.019690308,0.337561867,-0.477580389,0.908899556,2.215787061,28.61502974,6.099148412,0.337561867,-2.210792404,2.608695652,-0.124016815,6.17794018
Imazaquin (Ref: BAS 725H),High,2.268789398,1.6333,6.93093562,0.00167307,0.337549151,-0.477580531,0.880937107,2.530968545,17.7121048,5.615196525,0.337549151,-2.210774977,2.619047619,-0.124016574,6.169553972
Imazethapyr (Ref: AC 252925),High,2.223056383,1.3053,9.133639273,0.115588662,0.335067512,-0.480765414,0.63937316,1.857720535,39.25086206,6.928212063,0.335067512,-2.092279056,2.444444444,0.256025867,7.897007486
Imazosulfuron (Ref: TH 913),High,2.097930657,0.6879,5.336316588,0.282361111,0.256798347,-0.332259577,0.487998411,2.011084008,17.56049446,3.872215644,0.256798347,-2.169769542,3.058823529,-0.526051668,6.288779858
Imidacloprid (Ref: BAY NTN 33893),High,2.594149822,5.7605,9.012143119,0.021208383,0.309956114,-0.460563273,0.490610284,1.592183546,5.969305288,7.73906867,0.309956114,-2.087744686,2.423076923,-0.14709951,5.779189098
Sumithrin ,Not High,2.38668653,4.0933,10.52282791,0.053386869,0.572596317,-0.466559022,0.553252121,1.704101449,41.09367104,7.984577261,0.466559022,-2.352354492,2.416666667,-0.274200098,6.309984383
Indoxacarb (Ref: DPX KN128),Not High,2.499251872,4.4941,8.363281411,0.360292593,0.379571638,-0.422481346,0.41330311,3.063766854,64.31821373,7.725917699,0.379571638,-2.187488965,2.25,0.273015242,14.11193627
Iodosulfuron-methyl-sodium (Ref: AE F115008),High,2.262564602,2.47308,4.887376898,0.254814815,0.141796877,-0.505728532,0.712877944,3.348369661,45.18174125,4.224683759,0.141796877,-1.986955201,2.090909091,0.467333378,14.11371453
Ioxynil (Ref: ACP 63-303),Not High,2.280349933,2.88,6.959507481,0.14345721,0.339538399,-0.335387948,0.847903458,2.27951012,46.85867481,5.702577577,0.335387948,-2.175965603,2.285714286,-0.1159923,6.354244715
Iprodione (Ref: ROP 500F),Not High,2.139116027,3.33142,8.044227119,0.041731439,0.407548817,-0.44682867,0.844581122,2.699749145,12.0004198,6.461048579,0.407548817,-2.24094482,2.0,-0.124309708,5.857250116
Iprovalicarb (Ref: SZX 0722),Not High,2.485467732,3.1887,8.55629665,0.082345679,0.382438028,-0.387901389,0.720533255,2.875062459,30.12640321,6.848877475,0.382438028,-2.180553617,2.277777778,0.213260825,8.072916812
Isazofos (Ref: CGA 12223),Not High,2.455972403,3.8896,9.928716273,0.103852907,0.341687276,-0.45927592,0.56975277,3.049534513,24.41855992,8.376610415,0.341687276,-2.255298252,2.454545455,0.037563028,8.086788741
Isofenphos (Ref: BAY SRA 12869),Not High,2.400875193,4.2528,7.545862442,0.016434923,0.299451391,-0.36036502,0.528568277,3.621048447,17.06215882,5.563731022,0.299451391,-2.233916118,1.681818182,-0.392308026,5.760074513
Isopropalin (Ref: EL-179),High,2.389977721,2.5812,7.804097857,0.046203704,0.347050632,-0.459139396,0.343193627,2.918164741,35.46238047,6.736269508,0.347050632,-2.134278299,1.666666667,-0.150443847,8.248967947
Isoprothiolane (Ref: SS 11946),High,2.165851921,2.9035,5.086901012,0.104354686,0.32081664,-0.330653043,0.792432787,2.685768989,11.71850079,4.101288762,0.32081664,-2.123371993,2.133333333,0.230477662,5.883682981
Isoproturon (Ref: HOE 16410),Not High,2.280916925,2.297,5.722250328,0.159085412,0.181401971,-0.298361441,0.748474932,2.332534871,17.34973484,4.771381862,0.181401971,-2.071914653,2.0,-0.120434986,6.350491787
Isoval,High,2.325317859,4.0218,7.981861694,0.074797099,0.265111269,-0.495776194,0.82866406,2.2714881,11.79136193,5.835827286,0.265111269,-2.224310906,2.291666667,0.101303302,6.07199487
Isoxaben (Ref: EAF 496),High,2.420845009,3.2053,8.884966104,0.044057435,0.415953188,-0.360328056,0.783664161,2.129294423,15.62049808,7.6721402,0.360328056,-2.114460234,2.458333333,-0.137292305,7.903958456
Isoxaflutole (Ref: RPA 201772),Not High,2.492170782,4.0179,8.830362322,0.272302217,0.381409344,-0.402259648,0.719699148,2.145092887,18.52546332,6.704515385,0.381409344,-2.183511344,2.4,0.21284426,8.072943359
Isoxathion (Ref: SL 6711),Not High,2.194702718,3.09752,7.131979064,0.110170016,0.360263247,-0.488613787,0.467005701,2.28284971,11.68099029,4.825368875,0.360263247,-2.124834659,2.434782609,-0.132342014,6.429844345
Kresoxim-methyl (Ref: BAS 490F),Not High,2.60399413,6.54398,9.79046734,0.391808582,0.426122298,-0.457370815,0.469387702,1.72297074,17.57024518,8.178015538,0.426122298,-2.133534975,2.419354839,-0.149129521,6.299408648
Lambda-cyhalothrin (Ref: OMS 3021),Not High,2.259801873,1.5305,6.637264138,0.020231481,0.328318135,-0.310765242,0.800811058,2.100410447,0.0,5.207801536,0.310765242,-2.229000481,2.529411765,0.33473588,5.216601789
Lenacil (Ref: DPX B634),High,2.245027055,3.0185,4.837694306,0.383830152,0.344982323,-0.30600981,0.818242164,2.729689123,34.92038057,3.553483043,0.30600981,-2.142277365,2.6,-0.059759705,6.417272931
Linuron (Ref: HOE 02810),Not High,2.406261164,6.1055,8.717551289,0.439345186,0.438816877,-0.428486977,0.47696619,2.163884809,40.8275603,6.649814551,0.428486977,-2.235054518,2.0625,-0.304473859,6.36366979
Lufenuron (Ref: CGA 184699),High,2.616168562,2.1218,9.76392105,0.122569444,0.319693823,-0.465927562,0.470197193,4.807810709,40.82072906,9.78234911,0.319693823,-2.212879768,2.105263158,-0.148718067,8.678474627
Malathion (Ref: OMS 1),Not High,1.501766852,-0.9368,2.068931893,0.301296296,0.262097357,-0.26812653,0.454693981,3.436467026,0.0,1.311834874,0.262097357,-1.756776104,1.625,0.951775641,4.824248768
Mancozeb,Not High,2.278338961,3.4104,9.278935143,0.024832547,0.253332352,-0.492858275,0.608597252,1.980197153,17.50811962,6.402193499,0.253332352,-2.170420161,2.482758621,-0.131863829,6.301032469
