Unnamed: 0,Environmental fate,qed,fr_quatN,Kappa1,fr_sulfonamd,fr_ether,fr_N_O,fr_morpholine,fr_pyridine,fr_hdrzine,fr_nitro_arom_nonortho,VSA_EState8,fr_priamide,fr_tetrazole,SMR_VSA4,BCUT2D_CHGLO
Dinitramine (Ref: USB 3584),Not High,0.505950457,0,17.46151984,0,0,0,0,0,0,0,3.376579507,0,0,0.0,-2.219612739
Dinobuton (Ref: OMS 1056),Not High,0.335544429,0,18.33928536,0,2,0,0,0,0,1,6.733284823,0,0,0.0,-2.150510597
Dinocap (Ref: ENT 24727),Not High,0.14316426,0,21.27304778,0,1,0,0,0,0,1,5.524455613,0,0,0.0,-2.155834586
Dinoseb (Ref: HOE 26150),High,0.642655862,0,12.88747638,0,0,0,0,0,0,1,3.566744142,0,0,0.0,-2.10274388
Dinoterb (Ref: LS 63133),High,0.63080876,0,12.88747638,0,0,0,0,0,0,1,5.111621315,0,0,0.0,-2.191315071
Dioxacarb (Ref: C8353),High,0.824013485,0,10.91229905,0,3,0,0,0,0,0,1.109077696,0,0,0.0,-2.132764459
Diphacinone,High,0.672472272,0,16.15539591,0,0,0,0,0,0,0,0.0,0,0,5.917906046,-2.190512813
Diphenamid (Ref: L 34314),Not High,0.806146951,0,12.36910429,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.209240086
Diquat dibromide,High,0.423089472,0,13.3255308,0,0,0,0,2,0,0,2.13462963,0,0,0.0,-2.075294145
Disulfoton (Ref: ENT 23347),Not High,0.469025538,0,15.27,0,0,0,0,0,0,0,7.37078562,0,0,0.0,-2.190680105
Dithianon (Ref: BAS 216F),Not High,0.636195532,0,12.49160461,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.981091941
Dithiopyr (Ref: RH 101664),Not High,0.631469997,0,21.88194631,0,0,0,0,1,0,0,3.298467498,0,0,5.917906046,-2.210623309
Diuron (Ref: DPX 14740),High,0.793622037,0,11.14651109,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.116158676
DNOC (Ref: ENT 154),Not High,0.572065417,0,9.904602369,0,0,0,0,0,0,1,1.356481481,0,0,0.0,-1.989623417
Dodemorph,High,0.68627293,0,16.29326938,0,1,0,1,0,0,0,6.764003629,0,0,0.0,-2.402593276
Dodine (Ref: BAS 365F),Not High,0.308138248,0,21.04582284,0,0,0,0,0,0,0,4.134336655,0,0,16.45973969,-2.007917834
Endosulfan (Ref: OMS 570),High,0.575408709,0,15.4458658,0,0,0,0,0,0,0,0.021481481,0,0,11.83581209,-2.333009037
Endothal,Not High,0.631184205,0,8.496118022,0,1,0,0,0,0,0,0.0,0,0,11.83581209,-2.199865108
Endrin,High,0.342677786,0,12.93215822,0,1,0,0,0,0,0,0.0,0,0,23.67162418,-2.375103966
Epoxiconazole (Ref: BAS 480F),Not High,0.684829404,0,14.35847635,0,1,0,0,0,0,0,0.480676808,0,0,0.0,-2.139382363
EPTC (Ref: R 1608),Not High,0.662395742,0,11.82,0,0,0,0,0,0,0,8.024890401,0,0,0.0,-2.19617909
Esfenvalerate (Ref: OMS 3023),Not High,0.400527452,0,21.41961479,0,2,0,0,0,0,0,3.881422445,0,0,5.917906046,-2.217231227
Ethaboxam (Ref: LGC 30473),Not High,0.856579872,0,15.47829746,0,0,0,0,0,0,0,4.700014023,0,0,0.0,-2.086965112
Ethalfluralin (Ref: EL 161),High,0.446930572,0,18.39914005,0,0,0,0,0,0,0,6.961994323,0,0,0.0,-2.228343801
Ethanethiol,Not High,0.396503491,0,3.35,0,0,0,0,0,0,0,1.989197531,0,0,0.0,-1.4814645
Ethephon,Not High,0.435829822,0,7.44,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.951762923
Ethiofencarb (Ref: BAY 108594),High,0.855762848,0,11.91225434,0,1,0,0,0,0,0,2.104055965,0,0,0.0,-2.080681363
Ethion (Ref: ENT 24105),High,0.343473898,0,20.84,0,0,0,0,0,0,0,9.883183159,0,0,0.0,-2.225664132
Ethirimol (Ref: PP149),Not High,0.777762212,0,11.75309942,0,0,0,0,0,0,0,6.773694492,0,0,0.0,-2.069596142
Ethofumesate (Ref: AE B049913),High,0.792797424,0,14.14572017,0,2,0,0,0,0,0,6.432715559,0,0,0.0,-2.247466871
Ethoprophos,High,0.588578788,0,13.89,0,0,0,0,0,0,0,6.622930524,0,0,0.0,-2.144913489
Ethoxyquin,Not High,0.815319299,0,11.05761765,0,1,0,0,0,0,0,9.215192389,0,0,0.0,-2.311305436
Ethoxysulfuron (Ref: AE F095404),Not High,0.674203528,0,20.03707879,0,3,0,0,0,0,0,2.044375947,0,0,0.0,-2.120489292
Etofenprox (Ref: MTI 500),Not High,0.434032844,0,19.9671977,0,3,0,0,0,0,0,8.233057009,0,0,0.0,-2.251252895
Etoxazole (Ref: S 1283),Not High,0.753084325,0,18.36374462,0,2,0,0,0,0,0,9.057264303,0,0,4.992404733,-2.217554404
Etridiazole (Ref: Olin 2424),Not High,0.753942201,0,10.31176615,0,1,0,0,0,0,0,2.365974584,0,0,0.0,-2.024187122
Etrimfos,High,0.714578856,0,15.30797101,0,1,0,0,0,0,0,1.55148177,0,0,0.0,-2.175165628
Famoxadone (Ref: JE 874),Not High,0.701061483,0,17.60570934,0,2,0,0,0,1,0,1.576355348,0,0,0.0,-2.205553974
Fenamidone (Ref: RPA 407213),Not High,0.602862305,0,16.57399568,0,0,0,0,0,0,0,7.923947652,0,0,0.0,-2.211578506
Fenamiphos (Ref: BAY 68138),Not High,0.786937828,0,14.97496117,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.297584072
Fenarimol (Ref: EL 222),Not High,0.709080297,0,15.47472251,0,1,0,0,0,0,0,7.289563133,0,0,0.0,-2.187024278
Fenazaquin (Ref: DE 436),Not High,0.682628264,0,16.22598682,0,0,0,0,0,0,0,0.473316545,0,0,0.0,-2.268317754
Fenbutatin oxide (Ref: ENT 27738),High,0.802727794,0,15.66475155,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.124231665
Fenchlorazole (Ref: HOE 072829),High,0.694284963,0,9.435606308,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.997359323
Fenclorim (Ref: CGA 123407),Not High,0.78385225,0,14.47850794,0,0,0,0,0,0,0,1.983549068,0,0,5.414990469,-2.316944328
Fenhexamid (Ref: KBR 2738),Not High,0.467954403,0,14.05253909,0,0,0,0,0,0,0,-1.179101395,0,0,0.0,-2.177438852
Fenitrothion (Ref: OMS 43),Not High,0.854365339,0,12.42963788,0,1,0,0,0,0,0,1.390053697,0,0,0.0,-2.118810204
Fenoprop,Not High,0.728764262,0,13.90313131,0,1,0,0,0,0,0,0.70905565,0,0,0.0,-2.08731801
Fenothiocarb (Ref: KCO 3001),Not High,0.597202989,0,17.1047072,0,3,0,0,0,0,0,3.692146108,0,0,0.0,-2.129234694
Fenoxaprop-ethyl,Not High,0.597202989,0,17.1047072,0,3,0,0,0,0,0,3.692146108,0,0,0.0,-2.129234694
Fenoxaprop-P-ethyl (Ref: AE F046360),Not High,0.793809662,0,15.69419757,0,3,0,0,0,0,0,2.878492181,0,0,0.0,-2.088948814
Fenoxycarb (Ref: OMS 3010),Not High,0.80300668,0,10.10023084,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.030722501
Fenpiclonil (Ref: CGA 142705),High,0.690078528,0,18.00498866,0,2,0,0,0,0,0,8.200911784,0,0,16.74788698,-2.135295922
Fenpropathrin (Ref: OMS 1999),Not High,0.77166647,0,15.56660971,0,0,0,0,0,0,0,13.12188873,0,0,5.917906046,-2.288039948
Fenpropidin (Ref: CGA 114900),High,0.823291594,0,17.49317667,0,1,0,1,0,0,0,16.82945021,0,0,5.917906046,-2.362515596
Fenpropimorph (Ref: CGA 101031),Not High,0.303936744,0,22.08368992,0,2,0,0,0,0,0,7.662755045,0,0,12.20338471,-2.189741131
Fenpyroximate (Ref: NNI 850),Not High,0.605654616,0,14.00273526,0,0,0,0,0,0,0,-0.590370174,0,0,0.0,-2.182893462
Fentin hydroxide,High,0.673780038,0,8.585328885,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.107472651
Fenuron,High,0.400527452,0,21.41961479,0,2,0,0,0,0,0,3.881422445,0,0,5.917906046,-2.217231227
Ferbam (Ref: ENT 14689),Not High,0.711515576,0,20.34323179,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.130957301
Fipronil (Ref: BAS 350l),Not High,0.736359353,0,18.93180121,0,1,0,0,0,0,0,5.008227345,0,0,0.0,-2.285367299
Flamprop-M-isopropyl (Ref: WL 43425),Not High,0.760496417,0,20.15557848,1,2,0,0,1,0,0,0.0,0,0,0.0,-2.126563009
Flazasulfuron (Ref: OK 1166),High,0.229026498,0,25.74169367,0,1,0,0,0,0,0,0.146209412,0,0,0.0,-2.318284557
Flocoumafen (Ref: BAS 322l),High,0.778259468,0,11.97194245,0,0,0,0,1,0,0,-0.356126228,0,0,0.0,-2.1029204
Flonicamid (Ref: IKI 220),High,0.755078302,0,15.98499422,1,1,0,0,0,0,0,0.0,0,0,0.0,-2.062647876
Florasulam (Ref: DE 570),High,0.474091928,0,20.54079899,0,3,0,0,1,0,0,3.942802117,0,0,0.0,-2.139950659
Fluazifop-butyl (Ref: SL 236),Not High,0.474091928,0,20.54079899,0,3,0,0,1,0,0,3.942802117,0,0,0.0,-2.139950659
Fluazifop-P-butyl (Ref: R154875),Not High,0.33771151,0,22.41944201,0,0,0,0,1,0,0,0.0,0,0,0.0,-2.141050427
Fluazinam (Ref: IKF 1216),Not High,0.482158021,0,19.71127915,0,1,0,0,0,0,0,3.224577134,0,0,7.047671983,-2.107425378
Fluazolate,High,0.323595638,0,23.38059865,0,0,0,0,0,0,0,0.223544634,0,0,11.07361877,-2.089723379
Flucycloxuron (Ref: OMS 3041),High,0.341733964,0,23.73704149,0,3,0,0,0,0,0,0.746176545,0,0,5.917906046,-2.219251942
Flucythrinate (Ref: OMS 2007),Not High,0.843643438,0,10.59432558,0,2,0,0,0,0,0,0.0,0,0,0.0,-2.059220243
Fludioxonil (Ref: CGA 173506),Not High,0.763089426,0,18.11362452,0,1,0,0,0,0,0,2.976162755,0,0,0.0,-2.261837044
Flufenacet (Ref: FOE 5043),Not High,0.410274326,0,23.92316177,0,1,0,0,0,0,0,0.0,0,0,0.0,-2.123454207
Flufenoxuron (Ref: BAS 3071),High,0.726500525,0,13.51018677,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.03498833
Diflovidazin (Ref: SZ1 121),Not High,0.788298046,0,14.32284807,1,0,0,0,0,0,0,1.70419172,0,0,0.0,-2.061540483
Flumetsulam (Ref: DE 498),High,0.601242614,0,16.33501359,0,1,0,0,0,0,0,-0.262100708,0,0,0.0,-2.290184812
Flumioxazin (Ref: S 53482),Not High,0.79288125,0,12.35002801,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.130221284
Fluometuron,High,0.811086918,0,17.84765432,0,0,0,0,1,0,0,-0.169289809,0,0,0.0,-2.107491592
Fluopicolide (Ref: AE C638206),High,0.447628286,0,4.4,0,0,0,0,0,0,0,-1.055555556,1,0,5.733667477,-1.698417348
Fluoroacetamide,High,0.421205901,0,20.96569429,0,2,0,0,0,0,0,-1.022018886,0,0,0.0,-2.116031123
Fluoroglycofen,Not High,0.377774995,0,21.31731012,0,3,0,0,0,0,0,0.593390583,0,0,10.31142545,-2.165306889
Flupyrsulfuron-methyl-sodium,High,0.537926921,0,15.74000804,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.140240373
Fluquinconazole (Ref: AE C597265),High,0.796362852,0,14.80174301,0,1,0,0,0,0,0,-0.11856198,0,0,0.0,-2.063921891
Flurazole (Ref: MON 4606),Not High,0.665586447,0,16.05245334,0,0,0,0,1,0,0,0.0,0,0,7.047671983,-2.11201687
Fluridone,Not High,0.765347074,0,14.4687165,0,0,0,0,0,0,0,0.233938964,0,0,5.917906046,-2.175349735
Flurochloridone (Ref: R 40244),Not High,0.800412077,0,11.80283321,0,1,0,0,1,0,0,-0.701158352,0,0,0.0,-2.074594781
Fluroxypyr (Ref: DOW 43304-H),High,0.941210379,0,16.22449177,0,1,0,0,0,0,0,3.597471183,0,0,5.917906046,-2.32397204
Flurprimidol (Ref: EL 500),Not High,0.924717506,0,16.11028715,0,1,0,0,0,0,0,0.0,0,0,0.0,-2.106321441
Flurtamone (Ref: RPA 590515),Not High,0.689487276,0,14.58817389,0,0,0,0,0,0,0,2.1618613,0,0,0.0,-2.281110553
Flusilazole (Ref: DPX H6573),High,0.578192835,0,19.28692217,1,0,0,0,0,0,1,0.0,0,0,0.0,-2.127991659
Flusulfamide (Ref: MTF 651),Not High,0.881959465,0,16.8634397,0,1,0,0,0,0,0,3.704030712,0,0,0.0,-2.137288498
Flutolanil (Ref: NNF 136),High,0.80526705,0,14.34200367,0,0,0,0,0,0,0,-0.042097506,0,0,0.0,-2.291001859
Flutriafol (Ref: PP 450),High,0.453366373,0,12.04795811,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.166116389
Folpet,Not High,0.561142163,0,21.44019043,1,1,0,0,0,0,0,0.0,0,0,0.0,-2.117433808
Fomesafen (Ref: PP 021),High,0.722425155,0,12.25052186,0,0,0,0,0,0,0,4.819040139,0,0,0.0,-2.182641127
Fonofos (Ref: N-2790),Not High,0.476006502,0,23.3400231,1,2,0,0,0,0,0,0.0,0,0,0.0,-2.157505621
Foramsulfuron (Ref: AE F130360),High,0.799653315,0,11.41643449,0,0,0,0,1,0,0,0.0,0,0,0.0,-2.066818603
Forchlorfenuron (Ref: KT 30),High,0.360624458,0,1.67,0,0,0,0,0,0,0,2.0,0,0,0.0,-0.837067152
Formaldehyde,High,0.623076142,0,12.03163324,0,1,0,0,0,0,0,0.0,0,0,4.992404733,-2.045644322
Formetanate (Ref: SN 36056),Not High,0.519212858,0,14.06,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.164967066
Formothion (Ref: SAN 6913I),High,0.569746481,0,8.62,0,0,0,0,0,0,0,1.488618827,1,0,5.733667477,-2.031348664
Fosetyl-aluminium (Ref: RP 32545),High,0.693185878,0,14.42112469,0,0,0,0,0,0,0,3.729310437,0,0,0.0,-2.268359428
Fosthiazate (Ref: IKI 1145),Not High,0.631386875,0,7.380989599,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.853290543
Fuberidazole,Not High,0.814155039,0,15.82181533,0,1,0,0,0,0,0,5.432589758,0,0,0.0,-2.291715835
Furalaxyl (Ref: IPE 134),Not High,0.540783131,0,20.22470983,0,3,0,0,0,0,0,6.345543687,0,0,0.0,-2.219559946
Furathiocarb (Ref: CGA 73102),Not High,0.489695019,0,4.118067227,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.683375172
Furfural,High,0.469387702,0,22.69956028,0,2,0,0,0,0,0,3.298292879,0,0,17.25080256,-2.133534975
Gamma-cyhalothrin (Ref: DE 225),Not High,0.597603942,0,11.8127802,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.372857126
Lindane (Ref: OMS 17),High,0.483832596,0,15.58368528,0,1,0,0,0,0,0,5.644695137,0,0,28.58369908,-2.438688888
Gibberellic acid,High,0.482810134,1,14.12371276,0,0,0,0,0,0,0,1.161705404,0,0,5.733667477,-2.123477761
Glufosinate-ammonium (Ref: HOE 039866),Not High,0.393419205,0,9.58,0,0,0,0,0,0,0,-0.439375,0,0,0.0,-2.015904349
Glyphosate (Ref: MON 0573),Not High,0.144764996,0,23.5,0,0,0,0,0,0,0,3.818794185,0,0,32.91947937,-2.049711759
Guazatine (Ref: EM 379),Not High,0.848202837,0,17.03065588,0,0,0,0,0,1,0,5.571373457,0,0,0.0,-2.351234422
Halofenozide (Ref: RH 0345),High,0.854551249,0,17.86735258,0,2,0,0,1,0,0,1.373652902,0,0,0.0,-2.11794129
Haloxyfop-P (Ref: DE 535 acid),High,0.402355653,0,13.49110089,0,0,0,0,0,0,0,0.0,0,0,11.83581209,-2.340652416
Heptachlor (Ref: ENT 15152),High,0.568176362,0,11.21271928,0,0,0,0,0,0,0,0.0,0,0,11.83581209,-2.335595147
Heptenophos (Ref: OMS 1845),Not High,0.429142859,0,11.03716049,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.056476063
Hexachlorobenzene (Ref: ENT 1719),High,0.884993813,0,15.2919093,0,0,0,0,0,0,0,2.396534287,0,0,0.0,-2.291470673
Hexaconazole (Ref: PP 523),High,0.58094626,0,22.62726021,0,1,0,0,0,0,0,0.0,0,0,0.0,-2.188425204
Hexaflumuron (Ref: XRD 473),High,0.769349232,0,12.85630942,0,0,0,0,0,0,0,0.0,0,0,7.047671983,-2.239442302
Hexazinone (Ref: DPX A3674),High,0.816031041,0,16.65057552,0,0,0,0,0,0,0,1.928198539,0,0,0.0,-2.27279755
Hexythiazox (Ref: NA 73),Not High,0.287896323,0,26.05189362,0,0,0,0,0,0,0,5.408321987,0,0,15.50880273,-2.27964744
Hydramethylnon (Ref: BAS 315l),Not High,0.507261749,0,4.176389351,0,0,0,0,0,0,0,1.70625,0,0,0.0,-1.664187379
Hymexazol (Ref: F 319),High,0.80331413,0,13.29565988,0,1,0,0,0,0,0,4.805520282,0,0,0.0,-2.34829118
Icaridin (Ref: KBR 3023),Not High,0.749446134,0,14.12615236,0,1,0,0,0,0,0,4.752433836,0,0,0.0,-2.190773599
Imazalil (Ref: R 023979),Not High,0.496332058,0,32.17805704,0,2,0,0,0,0,0,15.19877804,0,0,21.82062156,-2.211106629
Imazamethabenz-methyl (Ref: AC 222293),High,0.85141806,0,16.09678329,0,1,0,0,1,0,0,5.758253992,0,0,10.91031078,-2.210778595
Imazamox (Ref: BAS 720H),High,0.850946534,0,13.19776885,0,0,0,0,1,0,0,5.508411281,0,0,10.91031078,-2.210732586
Imazapyr,Not High,0.908899556,0,15.14785285,0,0,0,0,1,0,0,5.539069455,0,0,10.91031078,-2.210792404
Imazaquin (Ref: BAS 725H),High,0.880937107,0,15.15461391,0,0,0,0,1,0,0,7.4616447,0,0,10.91031078,-2.210774977
Imazethapyr (Ref: AC 252925),High,0.63937316,0,18.66456268,1,2,0,0,1,0,0,0.0,0,0,0.0,-2.092279056
Imazosulfuron (Ref: TH 913),High,0.487998411,0,11.59117362,0,0,0,0,1,1,0,1.722057176,0,0,4.992404733,-2.169769542
Imidacloprid (Ref: BAY NTN 33893),High,0.490610284,0,18.24735681,0,2,0,0,0,0,0,8.636616919,0,0,17.25080256,-2.087744686
Sumithrin ,Not High,0.553252121,0,25.25882856,0,4,0,0,0,0,0,-0.553654033,0,0,5.101407526,-2.352354492
Indoxacarb (Ref: DPX KN128),Not High,0.41330311,0,14.9591716,0,0,0,0,0,0,0,-2.777149471,0,0,0.0,-2.187488965
Iodosulfuron-methyl-sodium (Ref: AE F115008),High,0.712877944,0,9.061157703,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.986955201
Ioxynil (Ref: ACP 63-303),Not High,0.847903458,0,15.59605038,0,0,0,0,0,0,0,3.199482745,0,0,0.0,-2.175965603
Iprodione (Ref: ROP 500F),Not High,0.844581122,0,19.00770992,0,1,0,0,0,0,0,11.24836769,0,0,5.917906046,-2.24094482
Iprovalicarb (Ref: SZX 0722),Not High,0.720533255,0,15.85617978,0,0,0,0,0,0,0,5.459904748,0,0,0.0,-2.180553617
Isazofos (Ref: CGA 12223),Not High,0.56975277,0,19.10748338,0,1,0,0,0,0,0,7.073170561,0,0,0.0,-2.255298252
Isofenphos (Ref: BAY SRA 12869),Not High,0.528568277,0,17.87045409,0,0,0,0,0,0,0,8.717600676,0,0,0.0,-2.233916118
Isopropalin (Ref: EL-179),High,0.343193627,0,15.4375374,0,2,0,0,0,0,0,7.011506047,0,0,0.0,-2.134278299
Isoprothiolane (Ref: SS 11946),High,0.792432787,0,11.56412898,0,0,0,0,0,0,0,4.292477639,0,0,0.0,-2.123371993
Isoproturon (Ref: HOE 16410),Not High,0.748474932,0,11.70772907,0,0,0,0,0,0,0,3.795529101,0,0,11.83581209,-2.071914653
Isoval,High,0.82866406,0,17.84765432,0,2,0,0,0,0,0,6.339256341,0,0,0.0,-2.224310906
Isoxaben (Ref: EAF 496),High,0.783664161,0,16.68920161,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.114460234
Isoxaflutole (Ref: RPA 201772),Not High,0.719699148,0,15.19383736,0,0,0,0,0,0,0,1.695922789,0,0,0.0,-2.183511344
Isoxathion (Ref: SL 6711),Not High,0.467005701,0,16.54879804,0,2,0,0,0,0,0,2.285965031,0,0,5.155712727,-2.124834659
Kresoxim-methyl (Ref: BAS 490F),Not High,0.469387702,0,22.69956028,0,2,0,0,0,0,0,3.298292879,0,0,17.25080256,-2.133534975
Lambda-cyhalothrin (Ref: OMS 3021),Not High,0.800811058,0,10.81019799,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.229000481
Lenacil (Ref: DPX B634),High,0.818242164,0,12.10127584,0,0,2,0,0,0,0,0.0,0,0,0.0,-2.142277365
Linuron (Ref: HOE 02810),Not High,0.47696619,0,25.46051489,0,1,0,0,0,0,0,0.0,0,0,0.0,-2.235054518
Lufenuron (Ref: CGA 184699),High,0.470197193,0,18.86,0,2,0,0,0,0,0,3.856287885,0,0,0.0,-2.212879768
Malathion (Ref: OMS 1),Not High,0.454693981,0,4.829700599,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.756776104
Mancozeb,Not High,0.608597252,0,22.17208298,0,3,0,0,0,0,0,0.599790855,0,0,0.0,-2.170420161
Maneb (Ref: ENT 14875),Not High,0.813115818,0,9.864889643,0,1,0,0,0,0,0,1.477714475,0,0,0.0,-2.05665892
MCPA (Ref: BAS 009H),High,0.788662991,0,11.85256894,0,1,0,0,0,0,0,2.312679989,0,0,0.0,-2.077414928
MCPB (Ref: MB 3046),Not High,0.634224468,0,18.86,0,1,0,0,0,0,0,6.368207388,0,0,0.0,-2.205833051
Mecarbam (Ref: MC 474),Not High,0.841129823,0,10.85824726,0,1,0,0,0,0,0,3.297782029,0,0,0.0,-2.119355623
Mecoprop (Ref: RD 4593),High,0.841129823,0,10.85824726,0,1,0,0,0,0,0,3.297782029,0,0,0.0,-2.119355623
Mecoprop-P (Ref: BAS 037H),High,0.741650604,0,13.57700066,0,1,0,0,0,0,0,-0.022602986,0,0,0.0,-2.162327057
Mefenacet (Ref: FOE 1976),Not High,0.90053394,0,16.28485464,1,0,0,0,0,0,0,4.331292123,0,0,0.0,-2.152444549
Mefluidide (Ref: MBR 12325),Not High,0.795366041,0,11.15454484,0,0,0,0,0,0,0,3.722651644,0,0,0.0,-2.050102919
Mepanipyrim (Ref: KUF 6201),Not High,0.358769918,1,9.25,0,0,0,0,0,0,0,2.777777778,0,0,0.0,-2.326855565
Mepiquat chloride (Ref: BAS 083W),Not High,0.909487863,0,14.12615236,0,1,0,0,0,0,0,5.865453462,0,0,0.0,-2.117156405
Mepronil (Ref: B1 2459),Not High,0.14316426,0,21.27304778,0,1,0,0,0,0,1,5.524455613,0,0,0.0,-2.155834586
Meptyldinocap (Ref: DE 126),Not High,0.286644235,0,17.48,0,0,0,0,0,0,0,6.866897361,0,0,0.0,-2.144328133
Merphos,Not High,0.385094281,0,25.75799516,2,3,0,0,0,0,0,-0.257493105,0,0,0.0,-2.129448813
Mesosulfuron-methyl (Ref: AE F130060),High,0.3476774,0,16.94212434,0,0,0,0,0,0,0,0.0,0,0,5.917906046,-2.177593879
Mesotrione (Ref: ZA 1296),Not High,0.235664349,0,26.08135957,0,1,0,0,0,0,0,0.0,0,0,5.101407526,-2.121516557
Metaflumizone (Ref: BAS 320l),Not High,0.771791531,0,16.17518764,0,2,0,0,0,0,0,5.360329743,0,0,0.0,-2.297232243
Metalaxyl (Ref: CGA 48988),Not High,0.771791531,0,16.17518764,0,2,0,0,0,0,0,5.360329743,0,0,0.0,-2.297232243
Metalaxyl-M (Ref: CGA 329351),High,0.559467359,0,9.924459459,0,4,0,0,0,0,0,7.260740741,0,0,0.0,-2.298983781
Metam-sodium (Ref: N 869),High,0.676005476,0,9.387539673,0,0,0,0,0,0,0,1.628148148,0,0,0.0,-2.031759336
Metamitron (Ref: BAY DRW 1139),Not High,0.806172012,0,13.61771297,0,0,0,0,0,0,0,4.337414021,0,0,0.0,-2.251228645
Metazachlor (Ref: BAS 47900H),High,0.939967014,0,15.50358214,0,0,0,0,0,0,0,4.773647338,0,0,11.33289652,-2.40375869
Metconazole,High,0.80086892,0,9.916984415,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.112157655
Methabenzthiazuron (Ref: BAY 74283 ),High,0.584024963,0,7.5,0,0,0,0,0,0,0,-2.737654321,0,0,5.504173936,-2.021205876
Methamidophos (Ref: ENT 27396),High,0.779870318,0,11.03823679,0,0,0,0,0,0,0,0.0,0,0,7.047671983,-1.995584705
Methazole (Ref: VCS-438),Not High,0.738229526,0,14.14218905,0,1,0,0,0,0,0,0.0,0,0,0.0,-2.151393569
Methidathion (Ref: ENT 27193 ),Not High,0.786441299,0,11.91225434,0,1,0,0,0,0,0,4.01893613,0,0,0.0,-2.098575802
Methiocarb (Ref: OMS 93),Not High,0.271082459,0,9.29,0,0,0,0,0,0,0,1.757546296,0,0,5.155712727,-1.94576286
Methomyl (Ref: OMS 1196),High,0.321192631,0,20.91,0,2,0,0,0,0,0,12.13584155,0,0,5.917906046,-2.228170115
Methoprene (Ref: OMS 1697),Not High,0.708529919,0,16.28344352,0,2,0,0,0,0,0,0.0,0,0,0.0,-2.253630284
Methoxychlor (Ref: OMS 466),High,0.825973239,0,20.49140364,0,1,0,0,0,1,0,11.3596309,0,0,0.0,-2.354455108
Methoxyfenozide (Ref: RH 2485),High,0.393619852,0,2.48,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.053484276
Metiram (Ref: BAS 222F),Not High,0.828738457,0,11.00733952,0,0,2,0,0,0,0,0.0,0,0,0.0,-2.13890382
Metobromuron (Ref: C 3216),Not High,0.750717033,0,15.99574136,0,1,0,0,0,0,0,6.560601773,0,0,0.0,-2.312169373
Metolachlor (Ref: CGA 24705),Not High,0.678588119,0,18.48986813,1,2,0,0,0,0,0,1.722904318,0,0,0.0,-2.103139576
Metosulam (Ref: XDE 511),High,0.844938733,0,11.6536377,0,1,0,0,0,0,0,0.0,0,0,0.0,-2.122650271
Metoxuron (Ref: SAN 6915H),Not High,0.665183049,0,19.11920816,0,4,0,0,0,0,0,3.694354332,0,0,0.0,-2.189971781
Metrafenone (Ref: BAS 560F),High,0.539860931,0,11.03716049,0,0,0,0,0,0,0,5.699926304,0,0,0.0,-2.161896988
Metribuzin (Ref: DPX G2504),High,0.705119819,0,19.05015877,1,2,0,0,0,0,0,1.538326924,0,0,0.0,-2.106057255
Metsulfuron-methyl (Ref: DPX T6376),High,0.304623786,0,13.16,0,1,0,0,0,0,0,1.432152778,0,0,0.0,-2.133264584
Mevinphos (Ref: ENT 22374),High,0.628831533,0,9.904602369,0,0,0,0,0,0,0,3.984181311,0,0,0.0,-2.182509554
Molinate (Ref: OMS 1373),Not High,0.768368476,0,10.81849294,0,0,2,0,0,0,0,0.0,0,0,0.0,-2.138700313
Monolinuron (Ref: HOE 002747),High,0.738801667,0,9.864889643,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.110298972
Monuron,High,0.816126584,0,14.547054,0,0,0,0,0,0,0,2.629557246,0,0,0.0,-2.266333943
Myclobutanil (Ref: RH 3866),Not High,0.539218187,0,14.65,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.219173289
Naled (Ref: OMS 75),Not High,0.832966127,0,14.3806031,0,1,0,0,0,0,0,7.178212973,0,0,0.0,-2.234151182
Napropamide (Ref: R 7465),Not High,0.771181705,0,13.82534537,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.098795276
