Unnamed: 0,Environmental fate,Ipc,fr_epoxide,BalabanJ,fr_urea,fr_imide,fr_aryl_methyl,VSA_EState9,fr_hdrzone,PEOE_VSA6,Chi4v,fr_bicyclic,EState_VSA2,NumAliphaticHeterocycles,fr_sulfone,fr_thiophene
Dimepiperate (Ref: MY 93),Not High,13410.51377,0,2.009370988,0,0,0,0.0,0,42.09372029,3.259918737,0,9.986234166,1,0,0
Dimethachlor (Ref: CGA 17020),High,5732.33898,0,3.073310172,0,0,2,1.61910667,0,18.19910121,1.991608765,0,11.78718317,0,0,0
Dimethenamid (Ref: SAN 582H),High,5991.231399,0,3.102772399,0,0,2,1.632127504,0,0.0,2.861624783,0,17.829024,0,0,1
Dimethenamid-P,Not High,5991.231399,0,3.102772399,0,0,2,1.632127504,0,0.0,2.861624783,0,17.829024,0,0,1
Dimethipin (Ref: N 252),High,307.8167009,0,3.497657043,0,0,0,-6.562453704,0,0.0,4.969018748,0,21.31598024,1,2,0
Dimethirimol (Ref: PP675),High,1891.322431,0,3.046083395,0,0,1,3.72902699,0,13.34455882,1.454953109,0,5.559266895,0,0,0
Dimethoate (Ref: OMS 94),High,366.6865882,0,3.892500637,0,0,0,4.549855442,0,11.3817248,3.102295145,0,11.66003334,0,0,0
Dimethomorph (Ref: CME 151),Not High,1544276.534,0,2.028402626,0,0,0,3.182162958,0,29.8000411,3.091026776,0,5.907179729,1,0,0
Dimoxystrobin (Ref: BAS 505F),Not High,237194.0145,0,2.299319967,0,0,2,2.973106591,0,41.55391514,2.318131509,0,11.61886473,0,0,0
Dinitramine (Ref: USB 3584),Not High,34485.15432,0,3.926692551,0,0,0,0.0,0,0.0,2.06938039,0,19.15587988,0,0,0
Dinobuton (Ref: OMS 1056),Not High,65878.90586,0,3.461098473,0,0,0,0.0,0,13.8474744,1.858081949,0,17.23086937,0,0,0
Dinocap (Ref: ENT 24727),Not High,343528.2678,0,3.334895115,0,0,0,0.0,0,45.606781,2.641827346,0,11.66741788,0,0,0
Dinoseb (Ref: HOE 26150),High,4459.625302,0,3.480470536,0,0,0,0.0,0,13.8474744,1.465814368,0,17.16874381,0,0,0
Dinoterb (Ref: LS 63133),High,3175.228818,0,3.604925772,0,0,0,0.0,0,20.7712116,1.420615547,0,5.563451492,0,0,0
Dioxacarb (Ref: C8353),High,7763.818127,0,2.189697344,0,0,0,1.507455751,0,18.19910121,1.457072312,0,0.0,1,0,0
Diphacinone,High,1467356.019,0,1.794951942,0,0,0,0.0,0,84.92913896,3.579955605,1,5.783244946,0,0,0
Diphenamid (Ref: L 34314),Not High,15043.24967,0,2.452110932,0,0,0,3.585740741,0,60.66367068,2.026780959,0,11.82508578,0,0,0
Diquat dibromide,High,3408.807763,0,6.4e-07,0,0,2,0.0,0,0.0,2.023116257,3,33.9629017,1,0,0
Disulfoton (Ref: ENT 23347),Not High,986.1165665,0,3.776797253,0,0,0,0.0,0,18.305462,6.642842515,0,0.0,0,0,0
Dithianon (Ref: BAS 216F),Not High,48348.67841,0,2.761154405,0,0,0,0.0,0,24.26546827,4.011697153,1,29.67656653,1,0,0
Dithiopyr (Ref: RH 101664),Not High,138195.7267,0,4.054004921,0,0,0,0.0,0,37.3712443,3.137831799,0,17.90217916,0,0,0
Diuron (Ref: DPX 14740),High,1115.779106,0,2.781208374,1,0,0,3.319164427,0,23.20187978,1.107255143,0,6.031114512,0,0,0
DNOC (Ref: ENT 154),Not High,1006.552534,0,3.427504478,0,0,1,0.0,0,0.0,0.986880867,0,5.563451492,0,0,0
Dodemorph,High,34813.12703,0,1.839858988,0,0,0,0.0,0,57.78739461,4.022658741,0,0.0,1,0,0
Dodine (Ref: BAS 365F),Not High,12805.15633,0,0.0,0,0,0,0.0,0,64.71113181,1.807396652,0,5.959554569,0,0,0
Endosulfan (Ref: OMS 570),High,17026.5618,0,2.187726044,0,0,0,0.0,0,46.40375956,6.598894658,5,23.27833663,1,0,0
Endothal,Not High,1343.013263,0,2.244421562,0,0,0,0.0,0,0.0,2.305300531,2,12.20793278,2,0,0
Endrin,High,38778.56644,1,1.80290746,0,0,0,0.0,0,46.40375956,8.434422266,12,24.04374487,1,0,0
Epoxiconazole (Ref: BAS 480F),Not High,336715.6972,1,1.743465947,0,0,0,0.0,0,41.93277523,3.131442454,0,11.92118723,1,0,0
EPTC (Ref: R 1608),Not High,398.7632547,0,3.810794755,0,0,0,0.0,0,32.53309655,1.661073476,0,5.239211713,0,0,0
Esfenvalerate (Ref: OMS 3023),Not High,5447090.939,0,1.783363986,0,0,0,0.0,0,67.91298377,3.313381515,0,5.917906046,0,0,0
Ethaboxam (Ref: LGC 30473),Not High,82588.0055,0,2.17668759,0,0,1,0.0,0,24.32689015,3.55902051,0,5.907179729,0,0,1
Ethalfluralin (Ref: EL 161),High,53160.75319,0,3.740757895,0,0,0,0.0,0,12.15204021,2.044987171,0,13.08951281,0,0,0
Ethanethiol,Not High,2.754887502,0,1.632993162,0,0,0,0.0,0,6.9237372,0.0,0,0.0,0,0,0
Ethephon,Not High,18.14170945,0,3.36469896,0,0,0,-3.797646605,0,0.0,0.990865553,0,12.04191347,0,0,0
Ethiofencarb (Ref: BAY 108594),High,2600.372558,0,2.717126877,0,0,0,1.547360717,0,25.12283841,1.748081282,0,0.0,0,0,0
Ethion (Ref: ENT 24105),High,8858.886044,0,4.359571541,0,0,0,0.0,0,22.76344959,13.71109964,0,0.0,0,0,0
Ethirimol (Ref: PP149),Not High,2121.497652,0,2.937331108,0,0,1,0.0,0,13.34455882,1.509575303,0,5.559266895,0,0,0
Ethofumesate (Ref: AE B049913),High,13470.09398,0,2.351348551,0,0,0,-3.527684332,0,0.0,2.57860776,1,17.45452903,1,0,0
Ethoprophos,High,615.9154518,0,3.920873729,0,0,0,0.0,0,36.61092399,7.781117803,0,0.0,0,0,0
Ethoxyquin,Not High,3672.577082,0,2.415269975,0,0,0,0.0,0,6.076020107,2.217260375,1,5.538925252,1,0,0
Ethoxysulfuron (Ref: AE F095404),Not High,757813.1465,0,2.08549762,1,0,0,-1.764536693,0,12.13273414,2.536185313,0,29.20733962,0,0,0
Etofenprox (Ref: MTI 500),Not High,2265729.367,0,1.554564869,0,0,0,0.0,0,56.31204388,2.999764023,0,5.414990469,0,0,0
Etoxazole (Ref: S 1283),Not High,729206.0114,0,1.98311147,0,0,0,0.0,0,38.9703128,2.928781382,0,29.5249101,1,0,0
Etridiazole (Ref: Olin 2424),Not High,504.8893143,0,2.77271485,0,0,0,0.0,0,34.80281967,1.550864925,0,5.824404498,0,0,0
Etrimfos,High,8967.887221,0,3.002764093,0,0,1,2.88026644,0,6.9237372,1.989769656,0,0.0,0,0,0
Famoxadone (Ref: JE 874),Not High,3320422.796,0,1.528649021,0,1,0,0.0,0,48.53093655,2.946422041,0,0.0,1,0,0
Fenamidone (Ref: RPA 407213),Not High,10927.34556,0,2.901875396,0,0,1,-3.297593498,0,0.0,3.751085072,0,6.041840829,0,0,0
Fenamiphos (Ref: BAY 68138),Not High,132143.144,0,2.274825247,0,0,0,0.0,0,53.53371512,2.8077848,0,0.0,0,0,0
Fenarimol (Ref: EL 222),Not High,186498.1857,0,1.648455411,0,0,0,0.0,0,57.16941401,2.532101754,1,5.414990469,0,0,0
Fenazaquin (Ref: DE 436),Not High,492852.3156,0,1.886449909,0,0,1,0.0,0,54.06550937,2.953387597,0,0.0,0,0,0
Fenbutatin oxide (Ref: ENT 27738),High,24587.29868,0,2.686984421,0,0,0,0.0,0,58.00469945,2.262660873,0,16.53442409,0,0,0
Fenchlorazole (Ref: HOE 072829),High,1957.999769,0,2.52130359,0,0,0,0.0,0,53.53371512,1.529149844,0,0.0,0,0,0
Fenclorim (Ref: CGA 123407),Not High,17703.42812,0,2.169336128,0,0,0,0.0,0,49.38808185,2.840026228,0,27.11694866,0,0,0
Fenhexamid (Ref: KBR 2738),Not High,4608.979534,0,2.989649487,0,0,1,2.782787541,0,0.0,2.09586057,0,5.687386275,0,0,0
Fenitrothion (Ref: OMS 43),Not High,1641.174678,0,2.952681123,0,0,0,0.0,0,34.80281967,1.416859139,0,20.81741177,0,0,0
Fenoprop,Not High,6712.736312,0,2.001391013,0,0,0,3.543347978,0,29.96098615,1.980723802,0,5.239211713,0,0,0
Fenothiocarb (Ref: KCO 3001),Not High,567815.1467,0,1.660184252,0,0,0,0.0,0,11.60093989,2.281979762,1,6.076784264,0,0,0
Fenoxaprop-ethyl,Not High,567815.1467,0,1.660184252,0,0,0,0.0,0,11.60093989,2.281979762,1,6.076784264,0,0,0
Fenoxaprop-P-ethyl (Ref: AE F046360),Not High,112911.814,0,1.737291997,0,0,0,0.0,0,18.19910121,1.732630424,0,0.0,0,0,0
Fenoxycarb (Ref: OMS 3010),Not High,4093.509879,0,2.653105342,0,0,0,0.0,0,35.33461392,1.79331187,0,0.0,0,0,0
Fenpiclonil (Ref: CGA 142705),High,728180.9274,0,1.738946238,0,0,0,0.0,0,58.02678414,3.504488244,0,22.71719227,0,0,0
Fenpropathrin (Ref: OMS 1999),Not High,28409.23915,0,1.855724334,0,0,0,0.0,0,58.3812387,3.190494826,0,5.414990469,1,0,0
Fenpropidin (Ref: CGA 114900),High,54265.88309,0,1.874877324,0,0,0,0.0,0,51.96041707,3.481983772,0,5.414990469,1,0,0
Fenpropimorph (Ref: CGA 101031),Not High,7171253.042,0,1.608971621,0,0,2,1.815170899,0,35.48754807,2.799039472,0,12.57618725,0,0,0
Fenpyroximate (Ref: NNI 850),Not High,3297.627707,0,2.905013649,0,0,1,2.986902767,0,0.0,2.699005605,0,0.0,0,0,0
Fentin hydroxide,High,526.6054189,0,2.58978298,1,0,0,3.413240741,0,18.19910121,0.756764872,0,6.031114512,0,0,0
Fenuron,High,5447090.939,0,1.783363986,0,0,0,0.0,0,67.91298377,3.313381515,0,5.917906046,0,0,0
Ferbam (Ref: ENT 14689),Not High,280724.3817,0,2.745101436,0,0,0,-3.705357738,0,23.20187978,3.307504766,0,0.0,0,0,0
Fipronil (Ref: BAS 350l),Not High,297399.5371,0,2.450781723,0,0,0,0.0,0,29.8000411,2.482418159,0,11.1265997,0,0,0
Flamprop-M-isopropyl (Ref: WL 43425),Not High,564251.7641,0,2.259102281,1,0,0,-2.388723236,0,0.0,2.851800053,0,11.75997667,0,0,0
Flazasulfuron (Ref: OK 1166),High,1308449088.0,0,1.243098691,0,0,0,0.0,0,60.66367068,5.595610198,2,29.75565738,0,0,0
Flocoumafen (Ref: BAS 322l),High,2983.050223,0,3.051643384,0,0,0,0.0,0,0.0,1.037622625,0,6.544756406,0,0,0
Flonicamid (Ref: IKI 220),High,282456.8217,0,2.106326144,0,0,0,-3.3741624,0,6.066367068,2.784625617,1,6.01046484,0,0,0
Florasulam (Ref: DE 570),High,770930.6602,0,1.899936571,0,0,0,0.0,0,13.34455882,2.002041429,0,5.879988336,0,0,0
Fluazifop-butyl (Ref: SL 236),Not High,770930.6602,0,1.899936571,0,0,0,0.0,0,13.34455882,2.002041429,0,5.879988336,0,0,0
Fluazifop-P-butyl (Ref: R154875),Not High,888553.981,0,2.739217712,0,0,0,0.0,0,23.20187978,2.617900024,0,12.26321064,0,0,0
Fluazinam (Ref: IKF 1216),Not High,188058.9544,0,2.631551497,0,0,1,1.082187246,0,11.60093989,3.144357309,0,21.84346429,0,0,0
Fluazolate,High,74501606.06,0,1.312099898,1,1,0,0.0,0,47.08848796,3.369703688,0,6.606881965,0,0,0
Flucycloxuron (Ref: OMS 3041),High,20532023.72,0,1.75775628,0,0,0,0.0,0,56.31204388,3.373876981,0,11.66741788,0,0,0
Flucythrinate (Ref: OMS 2007),Not High,20098.2727,0,2.174022074,0,0,0,0.0,0,12.13273414,1.860406893,1,11.49902367,1,0,0
Fludioxonil (Ref: CGA 173506),Not High,187553.2059,0,2.058570767,0,0,0,0.0,0,16.43546769,2.469761299,0,22.57231075,0,0,0
Flufenacet (Ref: FOE 5043),Not High,12035305.84,0,1.683398895,1,1,0,0.0,0,17.66730696,2.800632928,0,16.52165698,0,0,0
Flufenoxuron (Ref: BAS 3071),High,78723.79634,0,2.043375686,0,0,0,0.0,0,29.8000411,2.011413342,0,17.21226049,0,0,0
Diflovidazin (Ref: SZ1 121),Not High,106071.8822,0,2.0454353,0,0,1,-4.346090325,0,6.066367068,2.687191386,1,5.777653724,0,0,0
Flumetsulam (Ref: DE 498),High,1094901.868,0,1.79247762,0,1,0,0.0,0,5.920434319,3.605141096,1,36.18310248,2,0,0
Flumioxazin (Ref: S 53482),Not High,2433.189287,0,2.875199039,1,0,0,3.005839238,0,6.066367068,1.008556543,0,5.687386275,0,0,0
Fluometuron,High,90783.9606,0,2.1373626,0,0,0,0.0,0,40.86918674,2.52070531,0,32.87003583,0,0,0
Fluopicolide (Ref: AE C638206),High,9.651484454,0,2.847378923,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0
Fluoroacetamide,High,856479.3717,0,2.341622919,0,0,0,0.0,0,11.60093989,2.212403128,0,16.52165698,0,0,0
Fluoroglycofen,Not High,24017243.26,0,1.663260309,0,0,0,1.371162079,0,41.02212089,2.854805594,0,41.47531265,1,0,0
Flupyrsulfuron-methyl-sodium,High,785379.8114,0,2.149831727,0,0,0,0.0,0,23.20187978,2.984010928,1,16.35719681,0,0,0
Fluquinconazole (Ref: AE C597265),High,31652.8932,0,2.137975563,0,0,0,0.0,0,53.26956111,2.43481994,0,11.07368748,0,0,0
Flurazole (Ref: MON 4606),Not High,251238.6543,0,2.201546196,0,0,1,1.739077027,0,42.46456948,2.598905861,0,16.55569338,0,0,0
Fluridone,Not High,17625.55569,0,2.307280069,0,0,0,0.0,0,6.066367068,2.630858422,0,24.03005217,1,0,0
Flurochloridone (Ref: R 40244),Not High,1715.418329,0,3.036546982,0,0,0,0.0,0,23.20187978,1.112146516,0,10.71001959,0,0,0
Fluroxypyr (Ref: DOW 43304-H),High,61516.84829,0,2.383382761,0,0,0,0.0,0,25.98020854,2.239947492,0,11.66741788,0,0,0
Flurprimidol (Ref: EL 500),Not High,310490.825,0,2.017452062,0,0,0,1.559123323,0,42.46456948,2.628841322,0,22.80290062,1,0,0
Flurtamone (Ref: RPA 590515),Not High,151971.12,0,2.078200679,0,0,0,-2.22492284,0,41.18593092,5.937601986,0,11.63444168,0,0,0
Flusilazole (Ref: DPX H6573),High,177746.2794,0,2.421109749,0,0,0,-4.431410541,0,23.20187978,3.401124425,0,16.39740586,0,0,0
Flusulfamide (Ref: MTF 651),Not High,98374.99817,0,2.23461549,0,0,0,0.0,0,18.19910121,2.046068095,0,6.103966388,0,0,0
Flutolanil (Ref: NNF 136),High,153363.3127,0,2.128574291,0,0,0,0.0,0,30.33183534,2.403008115,0,12.1082079,0,0,0
Flutriafol (Ref: PP 450),High,3867.430124,0,2.356719301,0,1,0,0.0,0,46.93555381,2.544151367,1,0.0,1,0,0
Folpet,Not High,642752.5957,0,2.410928718,0,0,0,-4.00178085,0,11.60093989,2.69582963,0,11.49902367,0,0,0
Fomesafen (Ref: PP 021),High,1431.334887,0,2.705488351,0,0,0,0.0,0,48.31141929,5.659890539,0,0.0,0,0,0
Fonofos (Ref: N-2790),Not High,4224183.016,0,2.364006169,1,0,0,0.990589092,0,0.0,3.425171932,0,28.95915372,0,0,0
Foramsulfuron (Ref: AE F130360),High,8607.987176,0,1.983432616,1,0,0,0.0,0,29.8000411,1.469039073,0,6.031114512,0,0,0
Forchlorfenuron (Ref: KT 30),High,2.0,0,2.0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0
Formaldehyde,High,3496.995047,0,2.745753925,0,0,0,5.276925653,0,6.066367068,0.967509129,0,0.0,0,0,0
Formetanate (Ref: SN 36056),Not High,930.4370124,0,4.109305021,0,1,0,4.259306815,0,11.3817248,3.219359604,0,11.66003334,0,0,0
Formothion (Ref: SAN 6913I),High,59.4111508,0,4.035742079,0,0,0,-4.125578704,0,0.0,0.715828471,0,6.606881965,0,0,0
Fosetyl-aluminium (Ref: RP 32545),High,3829.86812,0,2.781716317,0,0,0,0.0,0,25.60935935,7.613034904,0,10.48914974,1,0,0
Fosthiazate (Ref: IKI 1145),Not High,4544.967134,0,2.244094775,0,0,0,0.0,0,12.13273414,1.482797002,1,0.0,0,0,0
Fuberidazole,Not High,104407.7767,0,2.552598306,0,0,2,1.304652069,0,18.19910121,2.451655518,0,11.66742715,0,0,0
Furalaxyl (Ref: IPE 134),Not High,472084.8436,0,1.923244044,0,0,0,3.060871139,0,25.47729296,3.061895782,1,5.601050811,1,0,0
Furathiocarb (Ref: CGA 73102),Not High,66.31310983,0,2.962094526,0,0,0,0.0,0,0.0,0.358319304,0,0.0,0,0,0
Furfural,High,7055026.678,0,1.72297074,0,0,0,0.0,0,61.85626974,3.550919479,0,0.0,0,0,0
Gamma-cyhalothrin (Ref: DE 225),Not High,416.3143648,0,2.760252076,0,0,0,0.0,0,0.0,3.381373049,0,0.0,0,0,0
Lindane (Ref: OMS 17),High,508594.4213,0,1.784126178,0,0,0,0.0,0,12.65495579,7.13206131,1,5.917906046,1,0,0
Gibberellic acid,High,140.7455136,0,0.0,0,0,0,-3.130393519,0,0.0,1.253724394,0,18.733278,0,0,0
Glufosinate-ammonium (Ref: HOE 039866),Not High,81.23839911,0,3.38633764,0,0,0,-4.096365741,0,0.0,0.711568473,0,0.0,0,0,0
Glyphosate (Ref: MON 0573),Not High,226746.9776,0,3.049786398,0,0,0,0.0,0,51.36657298,2.679133133,0,11.91910914,0,0,0
Guazatine (Ref: EM 379),Not High,110275.9797,0,2.244270661,0,0,0,0.0,0,29.8000411,2.126289191,0,11.81435946,0,0,0
Halofenozide (Ref: RH 0345),High,148813.3982,0,2.100899366,0,0,0,0.0,0,11.60093989,1.812828216,0,16.65213348,0,0,0
Haloxyfop-P (Ref: DE 535 acid),High,7629.560337,0,2.31718428,0,0,0,0.0,0,58.55579977,6.596538332,5,27.27747266,0,0,0
Heptachlor (Ref: ENT 15152),High,3120.126061,0,2.115993974,0,0,0,-0.900169123,0,23.7529801,3.039852063,1,11.83581209,0,0,0
Heptenophos (Ref: OMS 1845),Not High,416.3143648,0,3.603567451,0,0,0,0.0,0,69.60563934,2.002205779,0,30.13579988,0,0,0
Hexachlorobenzene (Ref: ENT 1719),High,38572.85269,0,2.340947918,0,0,0,0.0,0,49.03362729,2.801751012,0,0.0,0,0,0
Hexaconazole (Ref: PP 523),High,1221542.832,0,2.141404953,1,1,0,0.0,0,29.26824685,2.517092075,0,5.687386275,0,0,0
Hexaflumuron (Ref: XRD 473),High,11418.01135,0,2.520969913,0,0,0,5.19618772,0,19.26246487,2.594989962,0,11.73158423,0,0,0
Hexazinone (Ref: DPX A3674),High,214015.164,0,1.686388,1,1,0,0.0,0,54.75802385,4.641331433,0,28.60394591,1,0,0
Hexythiazox (Ref: NA 73),Not High,30411212.51,0,1.801213279,0,0,0,0.0,1,50.26498289,2.979987387,0,5.414990469,1,0,0
Hydramethylnon (Ref: BAS 315l),Not High,46.67048278,0,3.296343585,0,0,1,0.0,0,0.0,0.374328892,0,5.559266895,0,0,0
Hymexazol (Ref: F 319),High,3861.482083,0,2.495103834,0,0,0,0.0,0,6.9237372,2.01321126,0,24.84592925,1,0,0
Icaridin (Ref: KBR 3023),Not High,28359.29455,0,2.224866377,0,0,0,0.0,0,35.34426696,2.3040452,0,6.103966388,0,0,0
Imazalil (Ref: R 023979),Not High,914538630.4,0,2.3e-07,0,0,2,2.667621698,0,57.02095299,4.413192839,0,23.65017155,2,0,0
Imazamethabenz-methyl (Ref: AC 222293),High,71714.81649,0,2.493170855,0,0,0,1.517561289,0,13.8474744,2.153847101,0,35.52496701,1,0,0
Imazamox (Ref: BAS 720H),High,18157.61307,0,2.506540118,0,0,0,0.0,0,13.8474744,1.815074695,0,28.91808505,1,0,0
Imazapyr,Not High,163768.8127,0,2.215787061,0,0,0,0.0,0,32.0465756,2.507968557,1,28.91808505,1,0,0
Imazaquin (Ref: BAS 725H),High,45072.64134,0,2.530968545,0,0,1,0.0,0,20.7712116,2.101595134,0,28.91808505,1,0,0
Imazethapyr (Ref: AC 252925),High,1122041.502,0,1.857720535,1,0,0,-1.608682732,0,17.66730696,3.706321096,1,27.88738575,0,0,0
Imazosulfuron (Ref: TH 913),High,9370.081042,0,2.011084008,0,0,0,0.0,0,23.09309836,1.656321451,0,5.959554569,1,0,0
Imidacloprid (Ref: BAY NTN 33893),High,860306.3726,0,1.592183546,0,0,0,0.0,0,55.82843438,3.36566068,0,29.82698981,0,0,0
Sumithrin ,Not High,83355585.56,0,1.704101449,1,1,0,2.192744216,1,17.66730696,4.066834515,3,17.8198929,1,0,0
Indoxacarb (Ref: DPX KN128),Not High,2823.240266,0,3.063766854,0,0,0,2.846203074,0,23.20187978,2.835677529,0,0.0,0,0,0
Iodosulfuron-methyl-sodium (Ref: AE F115008),High,286.568713,0,3.348369661,0,0,0,0.0,0,0.0,2.398177289,0,5.749511833,0,0,0
Ioxynil (Ref: ACP 63-303),Not High,39200.24844,0,2.27951012,2,2,0,0.0,0,23.20187978,2.421859217,0,18.27398351,1,0,0
Iprodione (Ref: ROP 500F),Not High,69442.23722,0,2.699749145,0,0,1,0.0,0,43.67639416,2.151656001,0,23.97089299,0,0,0
Iprovalicarb (Ref: SZX 0722),Not High,8130.290914,0,2.875062459,0,0,0,0.0,0,0.0,3.386805856,0,17.33589199,0,0,0
Isazofos (Ref: CGA 12223),Not High,42100.36541,0,3.049534513,0,0,0,0.0,0,12.13273414,4.458136167,0,12.14580722,0,0,0
Isofenphos (Ref: BAY SRA 12869),Not High,48332.93109,0,3.621048447,0,0,0,0.0,0,27.6949488,2.436259069,0,22.98006487,0,0,0
Isopropalin (Ref: EL-179),High,8896.012786,0,2.918164741,0,0,0,0.0,0,0.0,3.743535733,0,17.78103731,1,0,0
Isoprothiolane (Ref: SS 11946),High,1908.906587,0,2.685768989,1,0,0,3.440118313,0,25.98020854,1.186631778,0,6.031114512,0,0,0
Isoproturon (Ref: HOE 16410),Not High,7400.788127,0,2.332534871,0,0,0,0.0,0,38.11294267,2.155568727,1,29.68846251,0,0,0
Isoval,High,277030.6393,0,2.2714881,0,0,0,3.011983648,0,31.99424192,2.480187675,0,11.3221702,0,0,0
Isoxaben (Ref: EAF 496),High,261993.6214,0,2.129294423,0,0,0,-4.041669737,0,5.156663257,3.298489696,0,17.04480903,0,1,0
Isoxaflutole (Ref: RPA 201772),Not High,43730.44855,0,2.145092887,0,0,0,0.0,0,30.33183534,3.550330053,0,5.879988336,0,0,0
Isoxathion (Ref: SL 6711),Not High,166263.8561,0,2.28284971,0,0,1,2.689819171,0,47.62028221,2.135421515,0,5.711685003,0,0,0
Kresoxim-methyl (Ref: BAS 490F),Not High,7055026.678,0,1.72297074,0,0,0,0.0,0,61.85626974,3.550919479,0,0.0,0,0,0
Lambda-cyhalothrin (Ref: OMS 3021),Not High,14905.25694,0,2.100410447,0,0,1,0.0,0,19.26246487,3.215488531,1,17.29085112,0,0,0
Lenacil (Ref: DPX B634),High,1999.368972,0,2.729689123,1,0,0,2.890157488,0,23.20187978,1.157086563,0,0.0,0,0,0
Linuron (Ref: HOE 02810),Not High,3904865.738,0,2.163884809,1,1,0,0.0,0,29.26824685,2.528515347,0,0.0,0,0,0
Lufenuron (Ref: CGA 184699),High,9559.020379,0,4.807810709,0,0,0,2.813206727,0,11.3817248,4.952414779,0,19.63458555,0,0,0
Malathion (Ref: OMS 1),Not High,70.79892376,0,3.436467026,0,0,0,0.0,0,0.0,0.357907868,0,11.11853379,0,0,0
Mancozeb,Not High,2814068.038,0,1.980197153,0,0,0,1.558686526,0,41.64090973,2.747194312,0,19.12094366,0,0,0
Maneb (Ref: ENT 14875),Not High,705.1739292,0,2.719441518,0,0,1,0.0,0,11.60093989,1.140910627,0,6.606881965,0,0,0
MCPA (Ref: BAS 009H),High,1953.50963,0,2.404692996,0,0,1,0.0,0,11.60093989,1.406941819,0,6.420821623,0,0,0
MCPB (Ref: MB 3046),Not High,9229.697863,0,4.397208956,0,1,0,1.366806658,0,11.3817248,5.291641867,0,12.35973557,0,0,0
Mecarbam (Ref: MC 474),Not High,1093.6085,0,2.817664885,0,0,1,0.0,0,11.60093989,1.212562914,0,0.0,0,0,0
Mecoprop (Ref: RD 4593),High,1093.6085,0,2.817664885,0,0,1,0.0,0,11.60093989,1.212562914,0,0.0,0,0,0
Mecoprop-P (Ref: BAS 037H),High,109983.249,0,1.653026294,0,0,0,1.735493197,0,41.66862122,2.743533053,1,12.51406169,0,0,0
Mefenacet (Ref: FOE 1976),Not High,10923.39455,0,3.231641616,0,0,2,-5.494070059,0,6.066367068,2.114319522,0,11.37477255,0,0,0
Mefluidide (Ref: MBR 12325),Not High,8697.098936,0,2.289333049,0,0,1,0.0,0,24.11953552,1.467140957,0,0.0,0,0,0
Mepanipyrim (Ref: KUF 6201),Not High,59.4111508,0,6.4e-07,0,0,0,4.637222222,0,0.0,1.368249222,0,12.40703316,1,0,0
Mepiquat chloride (Ref: BAS 083W),Not High,30781.56684,0,2.138769556,0,0,1,0.0,0,24.26546827,1.945421637,0,12.01114612,0,0,0
Mepronil (Ref: B1 2459),Not High,343528.2678,0,3.334895115,0,0,0,0.0,0,45.606781,2.641827346,0,11.66741788,0,0,0
Meptyldinocap (Ref: DE 126),Not High,3373.45776,0,3.579889745,0,0,0,0.0,0,40.03367647,12.09795592,0,5.527183587,0,0,0
Merphos,Not High,8734606.22,0,2.347473268,1,0,0,-4.525108013,0,6.066367068,3.946437454,0,35.37997534,0,0,0
Mesosulfuron-methyl (Ref: AE F130060),High,84876.44029,0,2.540495426,0,0,0,-3.697319985,0,0.0,3.095467943,0,17.73712672,0,1,0
Mesotrione (Ref: ZA 1296),Not High,54448054.57,0,1.794181846,1,0,0,0.0,1,24.26546827,2.988886279,0,23.38334439,0,0,0
Metaflumizone (Ref: BAS 320l),Not High,21042.27789,0,3.299966764,0,0,2,2.75606576,0,18.19910121,2.188969187,0,12.51406169,0,0,0
Metalaxyl (Ref: CGA 48988),Not High,21042.27789,0,3.299966764,0,0,2,2.75606576,0,18.19910121,2.188969187,0,12.51406169,0,0,0
Metalaxyl-M (Ref: CGA 329351),High,347.0123878,0,2.450052922,0,0,0,0.0,0,0.0,1.207797401,0,25.16010692,1,0,0
Metam-sodium (Ref: N 869),High,3255.848303,0,2.660282009,0,0,1,0.0,0,30.33183534,1.251597327,0,11.25319489,0,0,0
Metamitron (Ref: BAY DRW 1139),Not High,26992.90381,0,2.399528776,0,0,2,0.0,0,18.19910121,2.251107989,0,11.78718317,0,0,0
Metazachlor (Ref: BAS 47900H),High,123039.5452,0,1.838493961,0,0,0,0.0,0,37.58114843,3.74926773,0,11.33289652,0,0,0
Metconazole,High,4084.462573,0,2.401574165,1,0,0,3.308235072,0,23.46952001,2.18347918,1,6.031114512,0,0,0
Methabenzthiazuron (Ref: BAY 74283 ),High,26.83874054,0,3.605378628,0,0,0,1.330632716,0,11.3817248,0.670820393,0,0.0,0,0,0
Methamidophos (Ref: ENT 27396),High,4622.977805,0,2.681256106,0,0,0,1.321619251,0,23.20187978,1.459552144,0,5.022633314,0,0,0
Methazole (Ref: VCS-438),Not High,4024.365091,0,2.707509123,0,0,0,4.438297601,0,0.0,4.015932145,0,10.74975099,0,0,0
Methidathion (Ref: ENT 27193 ),Not High,1924.947155,0,2.980889962,0,0,2,1.539991759,0,0.0,2.21131359,0,0.0,0,0,0
Methiocarb (Ref: OMS 93),Not High,147.1575479,0,3.608044381,0,0,0,1.478447657,0,5.155712727,0.300447864,0,0.0,0,0,0
Methomyl (Ref: OMS 1196),High,29652.40631,0,4.052073193,0,0,0,1.76941707,0,31.91742066,2.082734398,0,17.67432249,0,0,0
