"Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (MFE, max)","%RSD (MFE)","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] 250-MS-POS,[Mass] 251-MS-POS,[Mass] 252-MS-POS,[Mass] 253-MS-POS,[Mass] 254-MS-POS,[Mass] 255-MS-POS,[Mass] 256-MS-POS,[Mass] 257-MS-POS,[Mass] 258-MS-POS,[Mass] 259-MS-POS,[Mass] 260-MS-POS,[Mass] 261-MS-POS,[Mass] 262-MS-POS,[Mass] 263-MS-POS,[Mass] 264-MS-POS,[Mass] 265-MS-POS,[Mass] 266-MS-POS,[Mass] 267-MS-POS,[Mass] 268-MS-POS,[Mass] 269-MS-POS,[Mass] 270_POS,[Mass] 271_POS,[Mass] 272_POS,[Mass] 273_POS,[Mass] QC1_POS,[Mass] QC2_POS,[Mass] QC3_POS,[RT] 250-MS-POS,[RT] 251-MS-POS,[RT] 252-MS-POS,[RT] 253-MS-POS,[RT] 254-MS-POS,[RT] 255-MS-POS,[RT] 256-MS-POS,[RT] 257-MS-POS,[RT] 258-MS-POS,[RT] 259-MS-POS,[RT] 260-MS-POS,[RT] 261-MS-POS,[RT] 262-MS-POS,[RT] 263-MS-POS,[RT] 264-MS-POS,[RT] 265-MS-POS,[RT] 266-MS-POS,[RT] 267-MS-POS,[RT] 268-MS-POS,[RT] 269-MS-POS,[RT] 270_POS,[RT] 271_POS,[RT] 272_POS,[RT] 273_POS,[RT] QC1_POS,[RT] QC2_POS,[RT] QC3_POS,[Area] 250-MS-POS,[Area] 251-MS-POS,[Area] 252-MS-POS,[Area] 253-MS-POS,[Area] 254-MS-POS,[Area] 255-MS-POS,[Area] 256-MS-POS,[Area] 257-MS-POS,[Area] 258-MS-POS,[Area] 259-MS-POS,[Area] 260-MS-POS,[Area] 261-MS-POS,[Area] 262-MS-POS,[Area] 263-MS-POS,[Area] 264-MS-POS,[Area] 265-MS-POS,[Area] 266-MS-POS,[Area] 267-MS-POS,[Area] 268-MS-POS,[Area] 269-MS-POS,[Area] 270_POS,[Area] 271_POS,[Area] 272_POS,[Area] 273_POS,[Area] QC1_POS,[Area] QC2_POS,[Area] QC3_POS,[Score (MFE)] 250-MS-POS,[Score (MFE)] 251-MS-POS,[Score (MFE)] 252-MS-POS,[Score (MFE)] 253-MS-POS,[Score (MFE)] 254-MS-POS,[Score (MFE)] 255-MS-POS,[Score (MFE)] 256-MS-POS,[Score (MFE)] 257-MS-POS,[Score (MFE)] 258-MS-POS,[Score (MFE)] 259-MS-POS,[Score (MFE)] 260-MS-POS,[Score (MFE)] 261-MS-POS,[Score (MFE)] 262-MS-POS,[Score (MFE)] 263-MS-POS,[Score (MFE)] 264-MS-POS,[Score (MFE)] 265-MS-POS,[Score (MFE)] 266-MS-POS,[Score (MFE)] 267-MS-POS,[Score (MFE)] 268-MS-POS,[Score (MFE)] 269-MS-POS,[Score (MFE)] 270_POS,[Score (MFE)] 271_POS,[Score (MFE)] 272_POS,[Score (MFE)] 273_POS,[Score (MFE)] QC1_POS,[Score (MFE)] QC2_POS,[Score (MFE)] QC3_POS,[Score (Tgt)] 250-MS-POS,[Score (Tgt)] 251-MS-POS,[Score (Tgt)] 252-MS-POS,[Score (Tgt)] 253-MS-POS,[Score (Tgt)] 254-MS-POS,[Score (Tgt)] 255-MS-POS,[Score (Tgt)] 256-MS-POS,[Score (Tgt)] 257-MS-POS,[Score (Tgt)] 258-MS-POS,[Score (Tgt)] 259-MS-POS,[Score (Tgt)] 260-MS-POS,[Score (Tgt)] 261-MS-POS,[Score (Tgt)] 262-MS-POS,[Score (Tgt)] 263-MS-POS,[Score (Tgt)] 264-MS-POS,[Score (Tgt)] 265-MS-POS,[Score (Tgt)] 266-MS-POS,[Score (Tgt)] 267-MS-POS,[Score (Tgt)] 268-MS-POS,[Score (Tgt)] 269-MS-POS,[Score (Tgt)] 270_POS,[Score (Tgt)] 271_POS,[Score (Tgt)] 272_POS,[Score (Tgt)] 273_POS,[Score (Tgt)] QC1_POS,[Score (Tgt)] QC2_POS,[Score (Tgt)] QC3_POS,[Ions] 250-MS-POS,[Ions] 251-MS-POS,[Ions] 252-MS-POS,[Ions] 253-MS-POS,[Ions] 254-MS-POS,[Ions] 255-MS-POS,[Ions] 256-MS-POS,[Ions] 257-MS-POS,[Ions] 258-MS-POS,[Ions] 259-MS-POS,[Ions] 260-MS-POS,[Ions] 261-MS-POS,[Ions] 262-MS-POS,[Ions] 263-MS-POS,[Ions] 264-MS-POS,[Ions] 265-MS-POS,[Ions] 266-MS-POS,[Ions] 267-MS-POS,[Ions] 268-MS-POS,[Ions] 269-MS-POS,[Ions] 270_POS,[Ions] 271_POS,[Ions] 272_POS,[Ions] 273_POS,[Ions] QC1_POS,[Ions] QC2_POS,[Ions] QC3_POS,
83.0372,0.96,0,7.96,0.068,52242,17,10,100.0,5.3,91.8,11.5,2,3,,83.0372,83.0371,83.0373,83.0373,,,,83.0370,83.0373,,83.0371,83.0372,83.0372,83.0372,83.0372,83.0373,,,,83.0372,,83.0373,,83.0373,83.0373,83.0373,,7.958,7.996,7.960,7.959,,,,7.928,7.955,,7.969,7.973,7.962,7.967,7.961,7.960,,,,7.969,,7.959,,7.971,7.971,7.960,,254486,762,255128,273924,,,,1030,153064,,238328,132699,218711,173216,172266,233245,,,,82797,,57214,,132204,147879,114009,,100.0,,100.0,100.0,,,,,98.6,,100.0,98.8,100.0,100.0,100.0,100.0,,,,97.2,,83.9,,98.7,98.8,86.0,,91.11,61.47,91.07,91.53,,,,59.62,88.86,,89.87,89.70,91.85,91.15,90.37,90.46,,,,91.81,,88.56,,91.07,88.97,91.36,,3,2,3,3,,,,2,3,,3,3,3,3,3,3,,,,3,,3,,3,3,3,
649.4317,1.12,0,1.90,0.070,38154,14,13,94.9,60.4,95.6,13.9,2,4,649.4314,649.4319,,649.4323,649.4319,,,,,649.4305,,649.4324,,649.4326,649.4312,649.4312,649.4319,,,,649.4312,649.4331,649.4307,,,649.4316,,1.920,1.896,,1.903,1.925,,,,,1.881,,1.901,,1.933,1.893,1.893,1.892,,,,1.952,1.929,1.896,,,1.919,,7188,704734,,518158,275705,,,,,123084,,451511,,268165,81491,109543,789603,,,,97881,4615,98614,,,146720,,,60.0,,76.2,85.0,,,,,38.6,,70.4,74.6,94.9,56.7,0.0,77.3,,,,0.0,,17.9,,,32.1,35.6,59.43,95.61,,91.85,91.60,,,,,86.97,,95.12,,86.56,80.17,82.37,94.05,,,,81.18,59.80,85.19,,,93.21,,2,4,,4,4,,,,,4,,4,,4,4,4,4,,,,4,3,4,,,4,,
650.0995,1.14,0,9.56,0.048,42799,27,0,100.0,47.5,91.9,10.6,2,6,650.1002,650.0996,650.0997,650.0996,650.0993,650.0988,650.1002,650.0982,650.0973,650.0998,650.0992,650.0994,650.0997,650.0992,650.0991,650.0990,650.0997,650.0994,650.1006,650.1015,650.0997,650.1002,650.0997,650.0995,650.0996,650.0997,650.0996,9.562,9.570,9.569,9.555,9.555,9.591,9.560,9.575,9.557,9.556,9.576,9.559,9.568,9.574,9.562,9.568,9.550,9.574,9.578,9.550,9.554,9.559,9.560,9.571,9.555,9.544,9.555,28070,400350,70109,464440,445165,82831,13533,8933,2039,232915,32480,467742,353956,450202,277418,285178,553179,85400,19628,5478,190278,36575,208727,58981,170419,217667,166149,,100.0,0.0,45.9,100.0,0.0,,,,67.5,,86.1,46.7,67.9,62.9,74.2,83.2,55.3,,,40.0,,51.8,,63.7,47.1,89.7,91.30,91.16,91.87,91.41,90.67,88.63,77.02,64.10,63.86,90.23,89.01,91.26,89.75,91.61,91.39,91.79,90.15,90.73,88.68,59.94,90.90,87.71,91.29,90.89,91.38,90.19,89.91,6,6,6,6,6,6,6,2,2,6,6,6,6,6,6,6,6,6,5,3,6,6,6,6,6,6,6,
401.2246,2.55,0,1.75,0.083,21854,20,7,98.2,92.4,99.0,22.2,1,3,401.2257,,401.2238,,,401.2252,401.2246,401.2260,401.2244,401.2219,401.2245,,401.2253,401.2243,401.2246,,401.2240,401.2260,401.2243,401.2235,,,401.2251,401.2232,401.2255,401.2252,401.2254,1.781,,1.754,,,1.766,1.763,1.766,1.743,1.741,1.773,,1.748,1.698,1.736,,1.741,1.765,1.775,1.769,,,1.728,1.773,1.735,1.740,1.735,5869,,6432,,,4942,5741,3862,6939,1037,4370,,427,1357,730,,1300,2237,7475,2971,,,1930,1799,80061,153988,375599,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,78.8,98.2,98.0,65.61,,58.85,,,61.74,75.80,61.42,69.29,55.87,58.91,,64.01,57.56,63.18,,78.37,74.80,57.61,55.10,,41.27,79.77,65.60,98.34,97.36,99.01,2,,1,,,1,2,1,2,2,1,,1,1,1,,2,2,1,1,,,3,2,3,3,3,
842.5144,1.00,0,7.13,0.020,132276,27,0,100.0,19.2,90.3,3.0,2,2,842.5138,842.5148,842.5139,842.5149,842.5150,842.5138,842.5150,842.5128,842.5147,842.5121,842.5152,842.5132,842.5147,842.5151,842.5151,842.5151,842.5154,842.5133,842.5151,842.5139,842.5151,842.5141,842.5144,842.5140,842.5144,842.5153,842.5144,7.132,7.130,7.128,7.131,7.131,7.134,7.125,7.123,7.128,7.127,7.130,7.130,7.133,7.133,7.138,7.127,7.126,7.139,7.126,7.126,7.119,7.135,7.130,7.131,7.126,7.126,7.120,219936,350171,247504,367821,353310,200107,297098,209919,381881,383867,283935,376775,384218,418034,366477,590565,371374,230901,335138,216225,521808,259135,367085,281089,332783,360562,368811,,92.6,100.0,100.0,100.0,72.7,99.1,100.0,100.0,25.4,95.6,100.0,97.9,100.0,99.5,100.0,100.0,87.5,48.7,87.8,100.0,93.8,94.1,92.2,88.0,87.6,98.7,84.89,87.77,82.93,88.71,88.80,84.44,82.88,83.54,89.16,84.50,83.69,85.22,87.99,87.00,84.73,89.46,82.17,87.90,80.32,84.59,90.25,85.10,87.63,88.15,86.37,87.09,89.79,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
688.5528,4.21,0,1.78,0.046,110078,26,1,100.0,17.5,87.5,12.0,2,5,688.5507,688.5562,688.5504,688.5568,688.5567,688.5559,688.5539,688.5473,688.5514,688.5513,688.5522,688.5563,688.5506,688.5571,688.5511,688.5511,688.5571,688.5528,688.5532,,688.5505,688.5480,688.5513,688.5489,688.5544,688.5540,688.5547,1.769,1.795,1.760,1.791,1.785,1.794,1.763,1.749,1.787,1.792,1.773,1.795,1.787,1.793,1.787,1.793,1.791,1.765,1.780,,1.789,1.778,1.779,1.762,1.774,1.774,1.774,10186,573693,1587,554446,597341,12678,2873,3861,10026,601257,11393,555005,543009,548232,487213,609866,589359,7085,4266,,565118,9710,558048,7225,484563,481140,478499,,80.0,,80.0,78.6,,,,,99.4,,71.2,,93.8,99.9,63.7,54.4,,,,100.0,,89.6,,70.2,96.2,92.5,62.08,69.17,74.21,66.55,66.92,66.51,80.70,59.08,71.70,77.03,63.91,69.17,85.54,65.52,66.04,73.08,66.28,72.20,83.34,48.98,68.77,60.38,68.85,63.27,67.28,67.25,87.52,3,5,2,5,5,3,4,2,3,4,4,5,5,5,4,4,5,5,4,,4,3,4,4,4,4,5,
146.0731,2.21,0,1.23,0.040,67271,21,6,100.0,2.2,91.5,13.5,1,2,146.0734,,,146.0741,146.0722,,,,146.0731,,146.0731,146.0730,146.0731,146.0731,146.0731,146.0728,146.0731,146.0730,146.0729,146.0731,146.0731,146.0731,146.0731,146.0730,146.0730,146.0731,146.0731,1.221,,,1.237,1.259,,,,1.222,,1.230,1.230,1.227,1.228,1.227,1.222,1.226,1.222,1.226,1.226,1.224,1.235,1.219,1.225,1.231,1.231,1.226,533,,,439,241,,,,235,,273143,278848,278035,292342,308466,268933,276009,291085,260655,287588,228687,228599,223224,233303,136668,125500,117609,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.5,100.0,100.0,100.0,94.2,100.0,93.1,64.02,,,60.99,58.33,,,,64.31,,89.96,90.57,91.45,91.41,89.59,89.74,91.13,89.74,90.94,90.11,88.89,89.45,88.31,89.53,90.06,89.20,90.78,1,,,1,1,,,,1,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
404.0025,1.29,0,9.06,0.053,52759,16,11,100.0,7.0,91.6,14.8,2,4,,404.0027,,404.0026,404.0027,,,,,404.0030,,404.0028,404.0024,404.0027,404.0024,404.0026,404.0023,404.0008,,,404.0031,,404.0023,,404.0022,404.0025,404.0023,,9.055,,9.051,9.062,,,,,9.069,,9.055,9.070,9.070,9.086,9.075,9.057,9.059,,,9.050,,9.033,,9.063,9.051,9.046,,436822,,404075,228711,,,,,27285,,429986,16763,400816,28235,38166,402966,699,,,26746,,11782,,113938,124198,120237,,100.0,,100.0,100.0,,,,,,,100.0,,100.0,,,100.0,,,,,,,,84.1,88.6,88.0,,89.45,,90.73,90.75,,,,,72.42,49.33,90.29,91.07,89.69,85.17,76.19,91.53,61.87,,,83.71,,73.74,,90.76,91.63,90.93,,4,,4,4,,,,,3,,4,3,4,3,3,4,2,,,3,,3,,3,4,3,
250.1783,1.13,0,1.43,0.021,44829,27,0,100.0,30.9,91.7,4.0,3,4,250.1775,250.1779,250.1785,250.1782,250.1780,250.1782,250.1782,250.1784,250.1781,250.1785,250.1785,250.1785,250.1785,250.1786,250.1786,250.1786,250.1784,250.1783,250.1782,250.1785,250.1778,250.1784,250.1784,250.1783,250.1780,250.1779,250.1779,1.428,1.431,1.430,1.433,1.432,1.435,1.438,1.424,1.429,1.434,1.426,1.437,1.440,1.429,1.445,1.440,1.439,1.429,1.439,1.433,1.431,1.431,1.426,1.438,1.427,1.432,1.433,108096,145370,100910,145384,110494,91304,94716,96947,99944,108087,85529,108641,105845,98509,103073,104595,102715,83934,102008,75516,102479,78778,93256,73212,301029,302347,349443,59.0,68.2,52.7,66.6,65.6,37.8,58.6,44.5,47.3,49.7,55.1,40.0,62.6,47.6,63.7,32.6,45.7,36.3,49.4,54.7,61.1,55.3,61.4,29.8,92.5,94.9,100.0,87.01,85.80,83.85,86.29,79.22,82.68,87.69,81.79,86.52,91.27,82.76,81.98,87.95,90.14,88.28,91.60,85.66,90.58,84.18,86.69,89.34,81.02,86.43,91.69,86.07,90.85,88.90,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,
424.3572,1.37,0,1.27,0.117,28432,23,4,99.1,58.0,90.8,16.5,4,6,424.3576,424.3572,424.3574,,424.3571,424.3575,424.3579,424.3573,424.3565,424.3564,,424.3580,424.3581,424.3561,424.3565,424.3565,424.3577,424.3579,424.3566,424.3579,,,424.3572,424.3575,424.3575,424.3569,424.3574,1.277,1.196,1.189,,1.270,1.184,1.298,1.290,1.289,1.282,,1.269,1.277,1.200,1.204,1.188,1.293,1.300,1.193,1.293,,,1.286,1.281,1.198,1.197,1.203,45407,819534,15597,,121209,304036,107564,56408,51533,45263,,94928,66876,8630,23311,24517,106697,16407,49492,20923,,,58780,136097,59305,60645,51162,,74.9,,,0.0,99.1,,,,,,,,,,,,,,,,,,,,80.0,74.0,73.34,90.37,87.08,,68.96,88.73,58.54,63.60,54.61,59.97,,73.21,65.70,88.56,89.98,90.33,71.74,64.57,90.83,59.85,,,70.85,73.44,88.07,88.40,85.68,5,5,5,,5,6,4,5,5,5,,5,5,6,6,6,5,5,6,5,,,5,5,5,6,6,
535.5689,0.37,0,1.59,0.037,58911,27,0,97.4,23.9,91.3,2.7,2,2,535.5692,535.5690,535.5687,535.5689,535.5687,535.5690,535.5689,535.5692,535.5690,535.5689,535.5689,535.5693,535.5690,535.5689,535.5690,535.5689,535.5691,535.5687,535.5692,535.5688,535.5686,535.5686,535.5691,535.5688,535.5693,535.5690,535.5690,1.585,1.588,1.603,1.589,1.583,1.581,1.595,1.615,1.586,1.607,1.594,1.599,1.585,1.603,1.607,1.586,1.590,1.580,1.579,1.590,1.593,1.610,1.605,1.577,1.601,1.595,1.595,549539,252499,537254,270784,451478,424391,405303,170110,451688,420453,349799,345706,412924,283189,404945,420934,356576,345180,326801,449869,405180,246211,277062,420735,276498,304013,407855,67.5,54.9,69.6,96.8,89.2,39.1,92.6,,81.9,92.4,78.8,,,,55.9,45.6,67.4,76.0,97.4,70.1,,,50.5,67.0,65.6,87.0,,88.55,88.00,89.44,84.13,87.20,90.47,84.76,85.25,88.84,88.39,90.68,90.63,88.83,90.67,88.02,90.07,83.26,86.03,87.93,85.27,87.21,90.17,91.27,83.76,89.72,90.43,89.81,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
176.1525,0.38,0,7.84,0.043,71704,27,0,100.0,27.8,91.4,1.6,2,2,176.1525,176.1525,176.1524,176.1525,176.1525,176.1525,176.1525,176.1525,176.1525,176.1526,176.1525,176.1524,176.1524,176.1524,176.1525,176.1525,176.1525,176.1524,176.1526,176.1526,176.1526,176.1524,176.1525,176.1524,176.1526,176.1525,176.1523,7.826,7.841,7.834,7.820,7.842,7.845,7.848,7.845,7.850,7.843,7.841,7.858,7.838,7.839,7.838,7.855,7.843,7.839,7.843,7.843,7.846,7.852,7.841,7.836,7.814,7.853,7.831,339713,272240,366707,330247,304264,264251,330776,321858,323927,291283,301720,318158,288371,315389,264225,318529,297117,313566,324059,299119,257117,308008,315090,282327,356947,308683,337838,60.0,60.1,100.0,60.1,100.0,100.0,53.8,60.0,54.2,57.1,55.8,100.0,58.1,62.6,53.2,56.4,56.9,54.1,53.0,,100.0,55.1,53.3,65.3,60.3,55.1,100.0,89.46,89.50,87.80,85.62,87.20,90.53,87.95,89.65,86.45,88.79,90.14,89.70,89.69,88.30,88.95,88.78,90.29,89.00,87.25,89.49,91.40,86.91,86.00,88.95,87.50,86.97,88.64,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
308.0814,1.89,0,9.55,0.051,34390,21,6,100.0,67.3,90.7,16.7,2,4,308.0808,,,308.0819,308.0821,,,,,308.0817,308.0822,308.0827,308.0815,308.0818,308.0814,308.0816,308.0803,308.0804,308.0814,308.0806,308.0814,308.0811,308.0815,308.0817,308.0816,308.0812,308.0815,9.584,,,9.544,9.566,,,,,9.550,9.548,9.548,9.546,9.546,9.556,9.546,9.550,9.580,9.545,9.550,9.548,9.548,9.543,9.543,9.567,9.533,9.555,7694,,,10896,12634,,,,,250649,14894,17980,305831,81691,366657,428715,68425,6533,2569,752,275342,45248,220169,43108,49452,114637,71552,,,,,,,,,,89.6,,,100.0,44.4,64.2,100.0,29.4,,,,73.0,,8.3,,,0.0,,81.51,64.41,,69.44,63.11,46.53,,,,90.33,64.39,82.09,89.37,89.35,90.41,90.30,68.84,72.46,63.76,60.70,90.10,90.73,86.65,87.91,74.97,88.77,88.64,3,,,3,3,,,,,4,3,3,4,4,4,4,4,3,2,2,4,4,4,4,4,4,4,
437.3715,0.36,0,1.48,0.043,59089,27,0,100.0,25.1,91.2,1.5,3,3,437.3716,437.3713,437.3714,437.3715,437.3713,437.3712,437.3713,437.3714,437.3716,437.3718,437.3718,437.3717,437.3717,437.3713,437.3716,437.3714,437.3715,437.3713,437.3714,437.3714,437.3716,437.3714,437.3716,437.3716,437.3715,437.3714,437.3715,1.473,1.453,1.486,1.477,1.471,1.475,1.477,1.480,1.474,1.456,1.482,1.487,1.473,1.474,1.484,1.474,1.489,1.496,1.484,1.478,1.459,1.476,1.476,1.471,1.472,1.477,1.472,344535,311408,473741,465649,498693,338567,429276,492975,483453,444861,370501,502759,517026,578118,526432,509577,404917,469833,354949,413970,417714,414535,457652,427661,448305,522887,477209,47.3,76.6,59.8,99.5,91.9,67.5,58.6,78.5,97.4,43.6,92.2,86.5,60.0,100.0,66.7,60.0,89.2,90.3,71.4,80.5,96.1,56.1,87.2,80.7,87.0,,30.1,86.75,86.70,89.34,89.02,90.87,90.35,90.81,89.56,87.64,87.87,89.71,88.59,88.85,86.06,89.28,90.71,89.49,88.93,88.56,90.07,89.67,90.58,91.17,87.50,89.55,89.99,89.74,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
799.6080,4.57,0,1.77,0.058,2324,6,21,91.5,48.9,86.5,40.7,2,3,799.6029,,,,,799.6083,799.6048,,,,,,,,,,,,799.6123,799.6082,,,,799.6115,,,,1.758,,,,,1.799,1.768,,,,,,,,,,,,1.741,1.792,,,,1.768,,,,630,,,,,1269,781,,,,,,,,,,,,2969,981,,,,2782,,,,,79.1,,50.7,91.5,,,,,35.0,,59.5,,87.1,,,89.4,,,,,,0.0,,,62.2,,60.69,83.64,,84.66,83.93,69.47,58.19,46.51,,31.98,,84.17,32.02,85.54,32.00,32.23,86.46,,62.33,62.23,31.81,,31.35,64.27,31.49,31.92,31.49,3,,,,,3,3,,,,,,,,,,,,2,2,,,,3,,,,
710.5939,1.38,0,3.20,0.123,51794,12,15,95.7,43.7,89.1,19.3,2,3,,,,,,,,,,710.5948,710.5917,,710.5942,,710.5946,710.5945,,,710.5929,,710.5946,710.5927,710.5945,,710.5946,710.5940,710.5943,,,,,,,,,,3.197,3.105,,3.209,,3.192,3.214,,,3.146,,3.211,3.161,3.228,,3.207,3.185,3.202,,,,,,,,,,856327,684,,754928,,785919,898887,,,658,,791909,864,764201,,217120,75460,225429,,,,,,,,,,60.0,,,18.4,,56.7,46.2,,,,,95.7,,86.6,,,36.0,74.1,,,,,,39.29,,,,85.74,61.29,,87.27,,87.01,87.81,,,79.10,,84.34,60.29,84.34,,86.39,85.01,89.10,,,,,,,,,,3,3,,3,,3,3,,,3,,3,2,3,,3,3,3,
886.5542,0.88,0,5.62,0.018,143148,15,12,100.0,38.7,98.4,17.9,2,8,,886.5547,,886.5546,886.5549,,,,,886.5534,,886.5551,886.5527,886.5549,886.5528,886.5545,886.5546,,,,886.5540,,886.5532,,886.5542,886.5543,886.5545,,5.618,,5.620,5.619,,,,,5.610,,5.613,5.610,5.611,5.627,5.627,5.620,,,,5.618,,5.624,,5.626,5.614,5.620,,1090112,,1040512,1264163,,,,,473584,,1291890,313750,1116852,472977,447931,1046873,,,,456123,,429366,,360322,498989,401434,,73.9,,100.0,71.5,,,,,75.9,,52.2,77.1,100.0,0.0,61.5,86.4,,,,93.0,,35.0,,94.7,58.0,60.0,,98.44,,92.75,97.76,,,,,79.48,,98.43,79.77,98.26,78.12,74.76,97.62,,,44.24,77.48,,63.49,,91.25,91.34,92.61,,8,,8,8,,,,,4,,8,6,8,4,4,8,,,,4,,2,,8,8,8,
374.1941,1.91,0,1.29,0.104,59376,26,1,100.0,6.8,91.9,17.6,3,7,374.1941,374.1924,374.1938,374.1948,374.1928,,374.1924,374.1925,374.1941,374.1939,374.1943,374.1943,374.1945,374.1945,374.1946,374.1942,374.1948,374.1943,374.1941,374.1942,374.1945,374.1944,374.1945,374.1946,374.1945,374.1940,374.1944,1.327,1.269,1.368,1.265,1.292,,1.281,1.296,1.351,1.277,1.291,1.286,1.289,1.289,1.294,1.294,1.276,1.289,1.282,1.288,1.286,1.291,1.292,1.286,1.293,1.292,1.282,3125,15732,2771,3172,3744,,919,651,1088,9356,377805,381914,367935,359508,374397,367760,356211,407960,397300,442050,353039,370351,364784,362748,275641,254793,216137,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.6,100.0,100.0,99.8,84.1,100.0,100.0,99.9,76.4,78.96,60.49,50.64,60.91,64.39,,64.00,59.80,61.15,63.63,91.89,91.30,90.76,90.15,91.55,91.84,89.14,90.25,91.45,91.54,90.95,91.31,89.79,90.67,89.46,91.34,89.65,5,4,5,4,3,,4,3,4,4,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,6,7,
317.1334,0.77,0,8.56,0.124,91645,27,0,100.0,46.7,87.3,11.6,2,2,317.1335,317.1337,317.1339,317.1336,317.1336,317.1337,317.1334,317.1336,317.1335,317.1340,317.1332,317.1335,317.1334,317.1333,317.1334,317.1333,317.1334,317.1331,317.1332,317.1330,317.1333,317.1332,317.1333,317.1333,317.1334,317.1333,317.1332,8.554,8.563,8.550,8.559,8.553,8.617,8.609,8.561,8.494,8.548,8.580,8.552,8.560,8.544,8.560,8.555,8.559,8.606,8.582,8.548,8.568,8.607,8.597,8.569,8.576,8.570,8.553,500637,883509,256864,468316,478759,474292,752517,269339,253086,259940,1687915,588405,921124,751540,747183,685645,639549,1173780,1209893,14615,516693,1501765,789545,577736,1143514,551591,1076739,,,,,,,,,,,,100.0,,,34.7,,,,,,,,,84.9,,,,78.74,75.02,65.46,73.10,71.85,55.69,71.59,65.35,75.59,50.06,81.71,83.72,82.62,83.23,80.90,87.26,82.28,73.85,81.17,85.87,79.52,74.23,76.98,82.20,79.79,80.76,86.03,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
364.0983,0.33,0,8.55,0.072,40604,12,15,100.0,95.6,80.0,3.9,2,2,,364.0985,,,,364.0985,,,,,364.0983,364.0984,,364.0982,,364.0985,,,364.0983,,364.0983,,364.0984,,364.0983,364.0983,364.0982,,8.552,,,,8.511,,,,,8.518,8.546,,8.550,,8.549,,,8.498,,8.552,,8.552,,8.570,8.536,8.565,,313596,,,,227226,,,,,123252,332198,,322181,,282076,,,147920,,372356,,310819,,382219,365160,274834,0.0,80.0,0.0,29.3,93.2,0.0,17.1,0.0,0.0,62.2,0.0,67.6,100.0,71.8,0.0,92.8,73.3,0.0,28.2,0.0,67.6,1.8,58.5,22.4,,77.0,59.3,,77.88,,,,71.97,,,,,74.70,76.73,,79.80,,76.97,,,70.37,,76.75,,78.43,,74.04,80.02,76.66,,2,,,,2,,,,,2,2,,2,,2,,,2,,2,,2,,2,2,2,
924.5176,1.21,0,7.13,0.020,119236,27,0,100.0,33.4,91.1,3.1,2,2,924.5168,924.5176,924.5173,924.5181,924.5179,924.5170,924.5182,924.5153,924.5182,924.5149,924.5198,924.5167,924.5179,924.5189,924.5182,924.5184,924.5186,924.5157,924.5178,924.5179,924.5182,924.5180,924.5183,924.5160,924.5171,924.5186,924.5173,7.132,7.130,7.128,7.131,7.125,7.128,7.125,7.128,7.133,7.138,7.119,7.130,7.127,7.128,7.138,7.139,7.137,7.133,7.121,7.132,7.135,7.118,7.130,7.125,7.131,7.137,7.126,172904,300714,183817,311852,325565,164622,260211,191546,324227,342999,210353,345479,342242,348577,298936,547591,340349,185229,301526,176152,475746,220492,310488,248445,297104,319261,322627,100.0,90.9,100.0,0.0,97.4,95.3,99.0,60.7,99.9,96.1,0.0,96.4,95.3,99.7,96.7,100.0,37.2,84.8,68.3,93.5,98.2,87.5,87.9,89.5,87.9,87.0,88.5,80.64,89.63,86.43,91.12,86.63,87.22,87.29,85.91,85.66,82.18,83.27,84.85,88.70,87.88,86.49,83.94,86.58,83.13,83.25,86.45,88.53,89.18,90.28,87.85,87.01,90.63,90.33,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
